        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2598.239990 750.600000  20.498987  15.851207  -6.340046 189.381510   2.265907 318.758415   3.182094
 2611.875244 750.000000  18.649988  15.000000  -8.543929  44.497419   3.134244 316.823763   2.684230
 3196.606201 700.000000  13.350000  18.000000 -10.528991  45.824342   3.821827 317.268231   2.458802
 3812.534180 650.000000   7.450006  24.000000 -11.855076  60.980918   3.045634 317.390889   2.380949
 4464.537109 600.000000   2.350000  29.000000 -13.908651 125.127060   4.729996 318.838198   2.183209
 5161.596680 550.000000  -1.449988  19.000000 -22.152538  69.337605   4.903236 322.363549   1.183640
 5915.266113 500.000000  -5.350012   9.000000 -33.382020  36.869898   2.430000 326.516499   0.460439
 6732.380859 450.000000 -11.350012   9.000000 -38.064601  62.744671   7.216404 328.965870   0.320656
 7622.583984 400.000000 -18.549994   9.000000 -43.720703 108.886087   7.807526 330.879036   0.199286
 8604.335938 350.000000 -25.549994   7.000000 -51.438839 139.236396  14.886522 334.308324   0.095821
 9704.083008 300.000000 -33.450003   9.000000 -55.555807 121.759480  19.205302 338.229396   0.068403
10956.012695 250.000000 -43.750006  16.000000 -59.417900 120.963757  17.003056 341.022128   0.050746
11655.087891 225.000000 -49.150000  23.000000 -61.252750 121.890791  10.303200 343.181460   0.044550
12416.639648 200.000000 -55.250006  35.000000 -63.519048 102.804266   8.771728 345.273017   0.037220
13257.019531 175.000000 -60.750006  46.000000 -66.585973  96.842774   4.894867 349.659730   0.028101
14204.039062 150.000000 -65.549994  58.000000 -69.470972  79.045937   3.069120 357.162013   0.021904
15300.910156 125.000000 -68.950003  66.000000 -71.843557 165.459332   6.426648 370.117370   0.018676
16626.550781 100.000000 -71.650000  60.000000 -75.085831  80.264626   8.047409 389.291616   0.014408
18736.310547  70.000000 -68.450003   8.000000 -84.758979  35.525469  10.605496 437.945226   0.004337
20781.048828  50.000000 -63.950003   3.000000 -86.866557  23.042578   7.499558 492.783608   0.004216
23969.937500  30.000000 -55.650000   0.100000 -99.167300  27.172941   6.555518 592.928850   0.000000
