        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2598.239990 746.200000  -2.216010  89.894030  -3.650753 297.135139   1.747547 294.596032   3.918293
 3125.752930 700.000000   6.350000  39.000000  -6.618678 232.362593   9.868629 309.516476   3.336568
 3729.951904 650.000000   3.050012  33.000000 -11.694141 223.088791  12.777287 312.413990   2.410946
 4373.804199 600.000000   0.249994   1.000000 -50.218628 198.163121  23.323755 316.407845   0.064526
 5067.253906 550.000000  -2.350012   1.000000 -51.855724 176.635809  28.820867 321.295698   0.058193
 5816.277832 500.000000  -6.949988   5.000000 -40.426551 168.015123  33.983150 324.565721   0.226290
 6630.336914 450.000000 -11.750006   9.000000 -38.377762 165.117444  44.051331 328.463256   0.310556
 7519.845703 400.000000 -18.750006  16.000000 -38.399972 166.619588  46.958691 330.619100   0.348391
 8498.486328 350.000000 -26.950003  21.000000 -42.731443 161.166246  52.992455 332.418039   0.253082
 9587.698242 300.000000 -36.150000  24.000000 -49.500263 164.590814  57.066581 334.419557   0.139719
10831.492188 250.000000 -43.450003  22.000000 -56.612691 164.950136  66.631855 341.468107   0.072069
11533.300781 225.000000 -48.049994  33.000000 -57.424835 167.615287  67.073636 344.866736   0.072404
12300.289062 200.000000 -53.150000  55.000000 -58.056392 177.917435  64.194401 348.600577   0.075268
13151.459961 175.000000 -56.849997  52.000000 -62.000048 185.345682  54.669773 356.080051   0.051955
14117.940430 150.000000 -61.650000  34.000000 -69.580864 181.969576  42.987797 363.871693   0.021566
15239.980469 125.000000 -64.150000  21.000000 -75.104863 186.545315  37.178328 378.817490   0.011494
16591.888672 100.000000 -67.349997  23.000000 -77.346647 166.236178  21.816054 397.599086   0.010177
18742.507812  70.000000 -65.849997  11.000000 -80.686786 160.873018   9.670672 443.507807   0.008546
20797.859375  50.000000 -62.750006   2.000000 -88.258386  78.936499   7.091311 495.610275   0.003295
23999.359375  30.000000 -54.549994   0.100000 -98.519591  46.974934   1.994377 595.927588   0.000000
