        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2132.959961 793.700000  19.264001   9.609936 -13.657422 217.557558   6.155147 312.389508   1.685837
 2308.204102 775.000000  16.149988   8.000000 -18.228405 226.603861   6.875772 311.177458   1.180048
 2584.890137 750.000000  13.649988   9.000000 -18.735940 233.746162   6.147283 311.394980   1.167666
 3159.869141 700.000000   9.249994  11.000000 -19.791071 251.482847   8.569579 312.727911   1.142650
 3768.335693 650.000000   5.050012  13.000000 -21.181997 240.798634  14.742955 314.676220   1.090646
 4415.565430 600.000000   0.850000  15.000000 -22.939410 237.268355  18.695591 317.102237   1.012313
 5107.954102 550.000000  -3.949988  24.000000 -21.600280 233.437285  19.580250 319.397378   1.242084
 5851.739258 500.000000  -9.650000  29.000000 -24.405650 229.398705  19.715073 321.273717   1.065300
 6653.970703 450.000000 -16.549994  36.000000 -28.165168 236.976133  18.548653 322.431812   0.839529
 7525.637695 400.000000 -24.250006  45.000000 -32.829438 245.308441  18.614751 323.471281   0.606420
 8483.138672 350.000000 -31.950003  42.000000 -40.610079 254.649863  20.562337 325.667063   0.316511
 9550.991211 300.000000 -40.750006  40.000000 -49.146449 233.004730  17.768203 327.928705   0.145428
10772.526367 250.000000 -46.950003  31.000000 -56.935600 195.546327  26.837059 336.265067   0.069240
11467.035156 225.000000 -48.950003  26.000000 -60.123513 192.695364  36.267456 343.487868   0.051520
12235.355469 200.000000 -51.349997  27.000000 -61.968106 194.743563  42.012893 351.452769   0.045662
13098.919922 175.000000 -53.250006  17.000000 -67.076229 201.725671  54.618098 362.006472   0.026272
14082.200195 150.000000 -57.849997  15.000000 -71.898547 204.236222  59.906514 370.409346   0.015442
15213.950195 125.000000 -63.349997  20.000000 -74.723590 201.518609  43.882690 380.267515   0.012177
16577.250000 100.000000 -65.150000  17.000000 -77.353126 226.485899  25.975222 401.849410   0.010167
18745.750000  70.000000 -64.750006   9.000000 -81.004261 202.055440   8.956293 445.861181   0.008116
20812.449219  50.000000 -60.250006   2.000000 -86.419103 258.111343   4.906935 501.499181   0.004560
24041.289062  30.000000 -54.549994   0.100000 -98.519591 287.482376   5.176883 595.927588   0.000000
