        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 1491.680054 856.500000  21.769006  22.747857  -0.449796  40.314101   5.889293 308.278144   4.334708
 1552.012939 850.000000  24.249994  24.000000   2.382391  55.757968   5.596830 311.549560   5.364444
 1808.240112 825.000000  22.649988  24.000000   1.032743  55.757968   5.596830 312.530439   5.015252
 2072.733887 800.000000  20.850000  24.000000  -0.487175  55.645662   5.580770 313.374457   4.630028
 2346.569092 775.000000  21.550012  21.000000  -1.726046 126.253840   4.339259 316.985843   4.363795
 2629.345215 750.000000  19.749994  23.000000  -1.995871 146.741368   7.160362 318.018102   4.420247
 3218.204102 700.000000  15.550012  27.000000  -3.402608 147.030596  12.002842 319.704510   4.264356
 3840.724365 650.000000  10.550012  34.000000  -4.682183 150.635290  17.443260 320.897353   4.169855
 4499.858887 600.000000   4.649988  37.000000  -8.823631 147.890240  15.836013 321.499991   3.281780
 5201.269531 550.000000  -0.850012  31.000000 -15.900266 158.018478  10.335244 323.075401   2.020687
 5953.399902 500.000000  -6.650000  37.000000 -18.953180 195.199056   6.970047 324.931483   1.717679
 6767.809570 450.000000 -11.850012  30.000000 -25.964960 177.917435   5.349533 328.337593   1.028107
 7658.020508 400.000000 -18.549994  37.000000 -29.675182 135.000000  10.447078 330.879036   0.820106
 8638.507812 350.000000 -26.150000  74.000000 -29.409249  93.814075   2.922473 333.498199   0.960569
 9737.009766 300.000000 -33.450003  15.000000 -51.264695  98.560889  18.282904 338.229396   0.114014
10991.333984 250.000000 -42.750006  15.000000 -59.080936 116.565051  12.606057 342.508711   0.052963
11694.457031 225.000000 -47.549994  22.000000 -60.194787 110.556045   8.304772 345.632766   0.051056
12464.105469 200.000000 -52.049994  26.000000 -62.879524  90.000000   3.888000 350.343590   0.040514
13319.629883 175.000000 -56.750006  28.000000 -66.529864 136.548158   5.087935 356.244659   0.028322
14285.080078 150.000000 -61.349997  23.000000 -72.020062 120.465545   3.450751 364.387828   0.015169
15400.619141 125.000000 -67.349997  34.000000 -74.800694  28.178591   3.087535 373.017419   0.012035
16729.039062 100.000000 -70.650000  38.000000 -77.116839  62.241461   2.921762 391.223584   0.010547
18838.380859  70.000000 -70.049994  17.000000 -81.612229  65.575851   9.308899 434.522127   0.007347
20871.400391  50.000000 -63.150000   2.000000 -88.553336  32.509910  15.445064 494.668065   0.003126
24069.929688  30.000000 -55.450003   0.100000 -99.049406  17.223436  16.282134 593.474064   0.000000
