        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2598.239990 751.900000   6.095026  30.415608 -10.043758  20.409882   3.567651 302.972814   2.376635
 2625.561035 750.000000  12.749994  19.000000 -10.340675   9.062856   3.208778 310.417806   2.328715
 3201.217285 700.000000  10.350000  21.000000 -11.077540 196.517814   2.940135 313.946050   2.352986
 3813.403809 650.000000   6.850000  31.000000  -9.140563 180.000000   6.726240 316.712213   2.954290
 4465.643066 600.000000   2.450006  45.000000  -8.298916 172.327588   7.571624 318.953936   3.418685
 5162.744141 550.000000  -2.049994  39.000000 -14.181264 189.360191   7.171648 321.651661   2.328863
 5913.505859 500.000000  -6.549994  15.000000 -28.984502 189.659894   9.268212 325.053416   0.700571
 6727.974609 450.000000 -11.850012   5.000000 -44.046541 190.388858  11.858400 328.337593   0.171116
 7617.225098 400.000000 -18.750006   6.000000 -47.566256 195.018361  16.504548 330.619100   0.130601
 8598.177734 350.000000 -25.450003   6.000000 -52.675376 176.423666  18.698815 334.443331   0.082877
 9699.483398 300.000000 -33.250006   6.000000 -58.673093 160.796026  18.321103 338.511602   0.046498
10950.839844 250.000000 -43.950003  14.000000 -60.631720 145.007979  16.610681 340.724815   0.043454
11648.238281 225.000000 -50.150000  23.000000 -62.132136 150.592812  12.273400 341.649400   0.039730
12407.080078 200.000000 -55.650000  36.000000 -63.673129 188.130103   8.247693 344.639207   0.036465
13248.019531 175.000000 -60.750006  50.000000 -65.977284 151.113419   6.438721 349.659730   0.030544
14191.919922 150.000000 -66.450003  64.000000 -69.642956 107.878695   8.231848 355.613607   0.021374
15287.990234 125.000000 -68.750006  61.000000 -72.189171  64.733796   7.287304 370.479869   0.017755
16616.337891 100.000000 -71.150000  54.000000 -75.301246 223.025066   2.393253 390.257600   0.013944
18726.679688  70.000000 -68.349997   8.000000 -84.676781  33.936499  10.028629 438.159184   0.004398
20766.158203  50.000000 -63.250006   3.000000 -86.334439   1.432096  17.890388 494.432494   0.004627
23964.250000  30.000000 -55.250006   0.100000 -98.931571 334.118027   5.833976 594.019278   0.000000
