        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2767.456055 741.000000   5.818018  31.557994  -9.818524  36.241779   4.965274 303.938985   2.455012
 3207.457031 700.000000  10.450006  19.000000 -12.245820  17.396021   4.746625 314.056797   2.142426
 3821.566162 650.000000   8.249994  19.000000 -14.071050  67.027280   1.942541 318.295767   1.989214
 4476.401855 600.000000   3.749994  23.000000 -15.526300 132.240892   6.853530 320.458421   1.911052
 5175.306152 550.000000  -1.750006  31.000000 -16.692097 118.560999   8.986181 322.007587   1.891211
 5925.601074 500.000000  -7.150000  32.000000 -21.086025 112.778939   5.924737 324.321855   1.428890
 6737.441406 450.000000 -13.150000  28.000000 -27.860379  77.471192   3.584559 326.704088   0.863847
 7622.376953 400.000000 -20.049994  31.000000 -32.872424  79.695153   6.520374 328.929631   0.604111
 8596.856445 350.000000 -27.950003  38.000000 -37.922762  98.426969   5.306087 331.067843   0.417742
 9683.613281 300.000000 -36.250006  40.000000 -45.015928 176.308614   6.038929 334.278443   0.230579
10923.049805 250.000000 -45.849997  38.000000 -54.264951 185.194429  10.736091 337.900317   0.095875
11615.590820 225.000000 -51.349997  39.000000 -59.106640 195.708637  12.924311 339.810933   0.058628
12371.603516 200.000000 -56.049994  33.000000 -64.688687 219.225674  12.296472 344.005398   0.031832
13214.750000 175.000000 -58.750006  40.000000 -65.745031 200.449548  12.241027 352.952195   0.031529
14172.490234 150.000000 -63.549994  46.000000 -69.210914 187.994865  17.471412 360.602880   0.022728
15277.508789 125.000000 -68.250006  38.000000 -74.894608 144.854453  17.830667 371.386131   0.011865
16599.789062 100.000000 -72.849997  48.000000 -77.676570 116.696614  15.144696 386.973260   0.009665
18688.039062  70.000000 -71.849997  20.000000 -82.204445  82.737269  21.067023 430.671112   0.006663
20693.800781  50.000000 -67.049994   5.000000 -86.352663  80.934991  15.669955 485.481386   0.004612
23842.310547  30.000000 -57.849997   1.000000 -88.621486  56.309932  10.513788 586.931417   0.005147
