        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2767.456055 735.600000  20.472009   8.974620 -13.578428 224.341457   2.391989 320.574574   1.831348
 3149.791016 700.000000  11.450006  12.000000 -17.036510 227.862405   2.202132 315.164190   1.444472
 3761.474365 650.000000   5.850000  15.000000 -18.875087 211.733519   1.737136 315.581098   1.330820
 4409.152832 600.000000   0.350000  18.000000 -21.271619 160.801153   2.305505 316.523583   1.171999
 5099.027832 550.000000  -5.150000  22.000000 -23.613166 141.736010   1.757896 317.973601   1.039796
 5838.938965 500.000000 -11.049994  37.000000 -22.911066  49.573922   1.379007 319.566768   1.216902
 6637.507324 450.000000 -17.750006  62.000000 -23.278907  12.680384   0.797040 320.923931   1.308231
 7505.707520 400.000000 -25.349997 100.000000 -25.349997 295.641007   5.390877 322.041729   1.221842
 8461.278320 350.000000 -31.549994  62.000000 -36.429858 276.581945  25.439675 326.207153   0.485645
 9543.752930 300.000000 -35.049994   5.000000 -61.480006 217.942152  14.543667 335.971724   0.032471
10799.168945 250.000000 -41.450003   8.000000 -62.881343 186.449534  22.498388 344.441273   0.032423
11506.652344 225.000000 -46.150000  11.000000 -64.298838 196.279673  22.884770 347.777641   0.029830
12282.528320 200.000000 -49.950003  13.000000 -66.224482 181.565969  27.031695 353.671126   0.025850
13146.110352 175.000000 -54.650000  13.000000 -70.173990 168.866754  30.908066 359.701757   0.016989
14116.719727 150.000000 -61.650000  18.000000 -73.939696 167.118968  25.724967 363.871693   0.011417
15235.139648 125.000000 -65.450003  27.000000 -74.601363 168.146996  16.089464 376.461204   0.012403
16576.980469 100.000000 -69.150000  33.000000 -76.645406 196.800278  10.559499 394.121537   0.011347
18709.460938  70.000000 -66.950003  10.000000 -82.189140 320.285448   3.133701 441.154400   0.006680
20765.298828  50.000000 -61.950003   3.000000 -85.347622 352.333196   5.099990 497.494732   0.005490
23945.759766  30.000000 -58.450003   1.000000 -89.038958  18.778033   6.159873 585.295735   0.004775
