        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2598.239990 743.700000  -0.326971  83.265982  -2.821113  90.682060   1.633076 296.934910   4.184436
 3105.586914 700.000000   9.450006  20.000000 -12.439699 169.515825   5.555386 312.949403   2.108966
 3715.113770 650.000000   5.850000  14.000000 -19.682056 173.640340   6.318000 315.581098   1.241921
 4365.300781 600.000000   2.149988  14.000000 -22.666651 160.780993  12.578897 318.606722   1.037143
 5060.779297 550.000000  -2.750006  26.000000 -19.641959 145.242992  17.083823 320.821118   1.472156
 5808.443359 500.000000  -8.150000  33.000000 -21.619748 138.545559  17.559959 323.102600   1.363717
 6616.950195 450.000000 -14.250006  30.000000 -28.082280 137.041284  20.453513 325.321871   0.846182
 7497.667480 400.000000 -21.150000  28.000000 -34.885280 144.481015  20.779359 327.500060   0.495982
 8468.113281 350.000000 -28.849997  39.000000 -38.487823 152.056966  25.306370 329.852676   0.394298
 9548.652344 300.000000 -38.549994  84.000000 -40.239216 158.827421  29.603105 331.033038   0.383676
10773.072266 250.000000 -48.450003 100.000000 -48.450003 160.709953  28.834835 334.035192   0.188784
11457.983398 225.000000 -53.750006  95.000000 -54.178429 158.002597  31.659161 336.133975   0.107597
12205.815430 200.000000 -58.650000  86.000000 -59.840366 164.545444  34.287773 339.885563   0.060069
13035.280273 175.000000 -63.250006  74.000000 -65.495710 166.917444  35.126101 345.544149   0.032612
13973.820312 150.000000 -66.049994  68.000000 -68.828441 156.467651  39.438295 356.301796   0.023989
15080.370117 125.000000 -65.750006  38.000000 -72.582241 155.418424  40.189584 375.917441   0.016759
16431.837891 100.000000 -67.650000  26.000000 -76.825816 171.395129  37.159883 397.019489   0.011034
18571.039062  70.000000 -68.150000  16.000000 -80.334717 154.580397  31.747526 438.587068   0.009047
20597.828125  50.000000 -66.250006   4.000000 -86.998834 135.470731  23.424240 487.365807   0.004119
23737.740234  30.000000 -60.250006   1.000000 -90.294065 178.678024  25.278728 580.388729   0.003800
