        HGHT       PRES       TEMP       RELH        DWPT       DRCT       SKNT       THTA       MIXR
 2713.823975 744.200000   2.517999  29.814611  -13.421480  92.009554   2.217524 299.973652   1.830344
 3196.732178 700.000000  11.350000  18.000000  -12.175099 178.025066   5.640951 315.053444   2.154858
 3809.757080 650.000000   6.950006  15.000000  -17.983106 196.427248   6.667948 316.825332   1.435842
 4460.709961 600.000000   1.950006   7.000000  -30.410239 214.300657   6.071383 318.375282   0.510792
 5154.758301 550.000000  -3.250006   4.000000  -39.881851 254.866917   6.403998 320.227884   0.217777
 5900.750488 500.000000  -8.350012   9.000000  -35.719822 293.168388   9.684554 322.858734   0.365598
 6709.282715 450.000000 -13.750006  13.000000  -36.339044 304.508522  11.323696 325.950148   0.381681
 7592.391113 400.000000 -20.349997  12.000000  -42.473393 275.572198  16.016483 328.539746   0.227736
 8564.683594 350.000000 -28.049994  13.000000  -48.032914 259.548367  20.361022 330.932836   0.141531
 9650.214844 300.000000 -36.950003  18.000000  -52.668010 228.674501  15.014176 333.290710   0.096690
10885.135742 250.000000 -46.349997  28.000000  -57.219970 225.690277  11.410137 337.157025   0.066847
11578.293945 225.000000 -50.250006  24.000000  -61.894403 212.471191   7.603998 341.496185   0.040982
12340.889648 200.000000 -53.549994  22.000000  -65.454430 190.407711   9.684945 347.966768   0.028706
13192.719727 175.000000 -57.150000  20.000000  -69.295137 201.388622   5.010696 355.586176   0.019254
14156.540039 150.000000 -62.049994  25.000000  -72.072844 168.690067   6.145746 363.183530   0.015052
15269.549805 125.000000 -66.549994  51.000000  -71.318204  83.047042   9.635340 374.467444   0.020161
16610.480469 100.000000 -68.849997  36.000000  -75.804020  34.174441  13.393426 394.701133   0.012914
18747.539062  70.000000 -66.849997  10.000000  -82.105691  27.865213  12.644087 441.368358   0.006773
20799.550781  50.000000 -62.549994   4.000000  -84.123066   9.155351  20.281576 496.081416   0.006766
23974.189453  30.000000 -58.150000   0.100000 -100.645941  37.715976  11.058678 586.113576   0.000000
