        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2598.239990 750.000000   1.238000  77.824263  -2.207427 279.360191   1.792912 297.918583   4.343787
 2604.472412 750.000000  15.050012  15.000000 -11.438927 250.486387   5.878021 312.915066   2.133970
 3182.725586 700.000000  10.749994  14.000000 -15.743476 262.715290  12.111681 314.389001   1.609130
 3794.358154 650.000000   6.249994  16.000000 -17.788277 260.363774  15.794292 316.033537   1.459620
 4443.788574 600.000000   1.550012  16.000000 -21.632798 263.610101  14.847198 317.912366   1.135729
 5137.935059 550.000000  -3.049994  15.000000 -26.120871 250.767112  11.035775 320.465192   0.829737
 5885.770508 500.000000  -7.250006   8.000000 -36.047531 219.200782   7.074237 324.199922   0.353869
 6698.716797 450.000000 -12.150000   6.000000 -42.571556 183.215484  10.397329 327.960642   0.200462
 7586.159180 400.000000 -19.450003   8.000000 -45.510127 192.804266  13.157592 329.709381   0.164033
 8560.899414 350.000000 -28.049994  15.000000 -46.753202 189.688787  16.171462 330.932836   0.163311
 9646.924805 300.000000 -36.950003  33.000000 -47.393545 189.950627  22.500067 333.290710   0.177289
10883.360352 250.000000 -45.750006  46.000000 -52.567530 201.925561  33.319615 338.048962   0.117348
11578.385742 225.000000 -49.549994  50.000000 -55.428691 198.345843  39.528264 342.568646   0.092532
12345.150391 200.000000 -51.950003  40.000000 -59.460021 194.632364  40.786027 350.502030   0.063066
13202.530273 175.000000 -56.849997  37.000000 -64.569238 199.093492  37.440553 356.080051   0.036967
14167.530273 150.000000 -60.849997  23.000000 -71.577112 203.519988  37.314451 365.248045   0.016182
15287.410156 125.000000 -66.049994  25.000000 -75.646643 196.854635  34.328221 375.373706   0.010583
16626.449219 100.000000 -69.349997  33.000000 -76.828549 206.510459  18.248362 393.735149   0.011030
18781.619141  70.000000 -64.150000   7.000000 -82.045404 225.897979   4.385562 447.144864   0.006841
20852.378906  50.000000 -61.549994   3.000000 -85.044348 333.895146   4.329668 498.436978   0.005783
24058.468750  30.000000 -55.349997   0.100000 -98.990477 345.963757   9.217615 593.746692   0.000000
