        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2713.823975 741.700000   2.986017  17.628356 -19.329283  37.800764   5.265047 300.772252   1.121256
 3162.380371 700.000000   7.350000  12.000000 -20.276108  48.837263   4.518870 310.623870   1.095650
 3766.031250 650.000000   2.749994  15.000000 -21.393060  78.949995   5.882744 312.074635   1.070527
 4407.449219 600.000000  -1.850012  14.000000 -25.903495  95.231525  10.873375 313.977492   0.775786
 5092.112305 550.000000  -7.049994  13.000000 -30.909343  96.887194  13.941882 315.719318   0.531028
 5827.287598 500.000000 -12.449988  12.000000 -36.087068  94.566645  12.208197 317.859818   0.352308
 6623.207520 450.000000 -17.849997  12.000000 -40.447546  99.162347  12.208567 320.798287   0.250650
 7492.788574 400.000000 -24.049994  16.000000 -42.821429  93.521453  12.659904 323.731218   0.219371
 8450.969727 350.000000 -32.250006  29.000000 -44.361310  89.225780  14.386914 325.262000   0.212286
 9516.137695 300.000000 -41.549994  49.000000 -48.096198  95.630683  13.869319 326.799879   0.163790
10728.599609 250.000000 -49.950003  52.000000 -55.483001 141.009004  21.009595 331.805318   0.082727
11409.847656 225.000000 -54.650000  58.000000 -59.061146 152.102728  22.436152 334.755130   0.058958
12156.401367 200.000000 -58.349997  62.000000 -62.082784 160.924901  22.009308 340.360932   0.044969
12992.259766 175.000000 -59.849997  45.000000 -65.904057 171.029805  23.813652 351.141354   0.030852
13953.070312 150.000000 -60.750006  26.000000 -70.641311 168.218637  20.851256 365.420073   0.018530
15077.719727 125.000000 -63.650000  22.000000 -74.355545 182.487435  22.844084 379.723752   0.012871
16438.019531 100.000000 -65.650000  18.000000 -77.421455 179.474365  23.309540 400.883426   0.010059
18601.769531  70.000000 -66.450003  10.000000 -81.772004 164.372615  11.546509 442.224124   0.007156
20649.158203  50.000000 -63.750006   3.000000 -86.714470 158.116316  12.569745 493.254713   0.004330
23826.460938  30.000000 -58.450003   0.900000 -89.620669 165.832307  16.440873 585.295735   0.004297
