        HGHT       PRES       TEMP       RELH       DWPT       DRCT       SKNT       THTA       MIXR
 2713.823975 741.700000   2.048029  14.993090 -21.969356  32.116725   5.302026 299.750579   0.891795
 3162.358887 700.000000   7.450006  10.000000 -22.292124  50.262395   4.196519 310.734616   0.919044
 3767.078857 650.000000   3.550012  10.000000 -25.326831 101.676738   5.955243 312.979547   0.754848
 4410.169922 600.000000  -1.150000  11.000000 -27.974060 105.902552  10.713204 314.787622   0.641576
 5097.028320 550.000000  -5.949988  11.000000 -31.777176  95.899294  11.159339 317.024440   0.488801
 5835.765137 500.000000 -10.949988  11.000000 -35.756631  72.794655  11.172521 319.688701   0.364174
 6635.618164 450.000000 -16.650000  11.000000 -40.315618  60.164461  15.239026 322.306149   0.254149
 7507.643066 400.000000 -23.950003  12.000000 -45.398562  52.184268  16.487366 323.861166   0.165990
 8464.074219 350.000000 -32.849997  19.000000 -48.698706  54.958069  18.282904 324.451895   0.131228
 9527.674805 300.000000 -41.849997  28.000000 -53.208483  72.159796  17.767139 326.376559   0.090663
10736.076172 250.000000 -50.950003  52.000000 -56.426675  83.018942   9.596747 330.318735   0.073706
11415.182617 225.000000 -54.849997  57.000000 -59.389048 121.429567   4.100872 334.448723   0.056558
12161.520508 200.000000 -58.250006  66.000000 -61.506683 106.144339   7.690480 340.519372   0.048475
12997.490234 175.000000 -60.049994  64.000000 -63.476229 140.883443   9.521255 350.812113   0.042773
13956.290039 150.000000 -61.250006  37.000000 -68.616083 175.458004  20.866329 364.559856   0.024720
15079.780273 125.000000 -63.750006  23.000000 -74.148225 185.013114  22.246699 379.542489   0.013279
16438.800781 100.000000 -65.950003  19.000000 -77.336846 177.483124  17.707483 400.303829   0.010192
18597.589844  70.000000 -66.450003  10.000000 -81.772004 169.348138  10.622319 442.224124   0.007156
20646.748047  50.000000 -63.549994   3.000000 -86.562416 165.105353   9.756207 493.725854   0.004447
23821.689453  30.000000 -58.150000   0.900000 -89.413451 176.201903  23.184520 586.113576   0.004462
