height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9973 27.2499 33.7764 0.3277 5.6174 40.7743 0.0000 0.0000 0.0000 6.8760 1.1351 -0.0454 307.0764 306.7486
0.0500 856.7004 27.2748 33.1950 1.8948 5.6170 39.5998 0.0000 0.0000 0.0000 6.8760 1.1368 -0.0454 306.4950 304.6002
0.1500 847.9058 27.4908 32.1824 4.3748 5.6141 37.6898 0.0000 0.0000 0.0000 9.2649 1.1413 -0.0414 305.4824 301.1076
0.2500 838.4000 27.6149 31.1728 4.0116 5.6109 35.9032 0.0000 0.0000 0.0000 8.5088 1.1460 -0.0546 304.4727 300.4612
0.3500 828.8943 27.6958 30.1650 3.6502 5.6071 34.1986 0.0000 0.0000 0.0000 7.8222 1.1511 -0.0589 303.4650 299.8148
0.4500 819.5138 27.7426 29.1599 3.3488 5.6028 32.5686 0.0000 0.0000 0.0000 7.2532 1.1563 -0.0615 302.4598 299.1111
0.5500 810.2201 27.7673 28.1577 3.0901 5.5979 31.0121 0.0000 0.0000 0.0000 6.7348 1.1615 -0.0618 301.4577 298.3676
0.6500 800.9265 27.7773 27.1584 2.8343 5.5926 29.5290 0.0000 0.0000 0.0000 6.3113 1.1666 -0.0611 300.4584 297.6241
0.7500 791.8744 27.7786 26.1612 2.6587 5.5865 28.1055 0.0000 0.0000 0.0000 5.9921 1.1717 -0.0602 299.4612 296.8024
0.8500 782.8491 27.7731 25.1657 2.4936 5.5797 26.7467 0.0000 0.0000 0.0000 5.6909 1.1767 -0.0589 298.4657 295.9721
0.9500 773.8488 27.7621 24.1722 2.3373 5.5722 25.4499 0.0000 0.0000 0.0000 5.4392 1.1816 -0.0578 297.4722 295.1349
1.0500 765.0149 27.7477 23.1799 2.2284 5.5646 24.2068 0.0000 0.0000 0.0000 5.2315 1.1864 -0.0566 296.4799 294.2515
1.1500 756.1810 27.7305 22.1887 2.1206 5.5567 23.0205 0.0000 0.0000 0.0000 5.0142 1.1912 -0.0554 295.4887 293.3681
1.2500 747.4420 27.7084 21.1989 2.0046 5.5487 21.8860 0.0000 0.0000 0.0000 4.7581 1.1959 -0.0541 294.4988 292.4942
1.3500 738.9240 27.6815 20.2105 1.8681 5.5408 20.7977 0.0000 0.0000 0.0000 4.4765 1.2004 -0.0525 293.5105 291.6424
1.4500 730.4062 27.6516 19.2237 1.7331 5.5329 19.7603 0.0000 0.0000 0.0000 4.1985 1.2049 -0.0505 292.5237 290.7906
1.5500 721.8884 27.6185 18.2382 1.5994 5.5250 18.7712 0.0000 0.0000 0.0000 3.9239 1.2092 -0.0487 291.5382 289.9388
1.6500 713.3704 27.5817 17.2541 1.4670 5.5171 17.8284 0.0000 0.0000 0.0000 3.6524 1.2134 -0.0470 290.5540 289.0870
1.7500 704.8525 27.5410 16.2711 1.3358 5.5091 16.9296 0.0000 0.0000 0.0000 3.4088 1.2175 -0.0455 289.5711 288.2353
1.8500 696.5297 27.4987 15.2892 1.2279 5.5011 16.0683 0.0000 0.0000 0.0000 3.2262 1.2215 -0.0437 288.5892 287.3613
1.9500 688.4652 27.4588 14.3081 1.1500 5.4933 15.2412 0.0000 0.0000 0.0000 3.0794 1.2253 -0.0414 287.6081 286.4581
2.0500 680.4006 27.4225 13.3276 1.0727 5.4854 14.4531 0.0000 0.0000 0.0000 2.9348 1.2290 -0.0391 286.6276 285.5549
2.1500 672.3361 27.3887 12.3478 0.9961 5.4776 13.7022 0.0000 0.0000 0.0000 2.7919 1.2325 -0.0371 285.6478 284.6516
2.2500 664.2717 27.3560 11.3685 0.9201 5.4697 12.9867 0.0000 0.0000 0.0000 2.6505 1.2359 -0.0355 284.6685 283.7484
