height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9158 41.7266 27.1491 0.2189 4.2711 29.7460 0.0000 0.0000 0.0000 2.3462 3.8982 -0.0348 300.4491 300.2302
0.0500 790.4910 41.6787 26.3741 0.4837 4.2710 28.5287 0.0000 0.0000 0.0000 2.3462 3.9018 -0.0348 299.6741 299.1904
0.1500 781.6415 41.6851 25.3947 1.5839 4.2702 27.1724 0.0000 0.0000 0.0000 4.5123 3.9078 -0.0437 298.6946 297.1107
0.2500 772.7958 41.6838 24.4099 2.3715 4.2684 25.8661 0.0000 0.0000 0.0000 5.3000 3.9159 -0.0594 297.7098 295.3384
0.3500 763.9619 41.6453 23.4260 2.2357 4.2663 24.6181 0.0000 0.0000 0.0000 5.0444 3.9241 -0.0677 296.7260 294.4903
0.4500 755.1279 41.5989 22.4427 2.1004 4.2638 23.4257 0.0000 0.0000 0.0000 4.7733 3.9325 -0.0684 295.7427 293.6423
0.5500 746.4327 41.5437 21.4600 1.9596 4.2610 22.2823 0.0000 0.0000 0.0000 4.4666 3.9409 -0.0692 294.7600 292.8004
0.6500 737.9293 41.4787 20.4779 1.8109 4.2583 21.1847 0.0000 0.0000 0.0000 4.1412 3.9495 -0.0699 293.7779 291.9671
0.7500 729.4259 41.4039 19.4964 1.6627 4.2556 20.1368 0.0000 0.0000 0.0000 3.8183 3.9581 -0.0707 292.7964 291.1337
0.8500 720.9225 41.3193 18.5157 1.5153 4.2529 19.1366 0.0000 0.0000 0.0000 3.4978 3.9670 -0.0714 291.8156 290.3004
0.9500 712.4191 41.2251 17.5356 1.3685 4.2501 18.1822 0.0000 0.0000 0.0000 3.1795 3.9760 -0.0722 290.8356 289.4671
1.0500 703.9156 41.1212 16.5562 1.2225 4.2473 17.2716 0.0000 0.0000 0.0000 2.8925 3.9851 -0.0729 289.8562 288.6337
1.1500 695.6561 41.0095 15.5775 1.1053 4.2443 16.3968 0.0000 0.0000 0.0000 2.6619 3.9943 -0.0732 288.8775 287.7722
1.2500 687.6046 40.8931 14.5991 1.0126 4.2415 15.5576 0.0000 0.0000 0.0000 2.4592 4.0034 -0.0727 287.8991 286.8865
1.3500 679.5530 40.7732 13.6212 0.9204 4.2386 14.7574 0.0000 0.0000 0.0000 2.2596 4.0126 -0.0720 286.9212 286.0008
1.4500 671.5015 40.6499 12.6440 0.8288 4.2356 13.9948 0.0000 0.0000 0.0000 2.0625 4.0217 -0.0713 285.9439 285.1152
1.5500 663.4500 40.5230 11.6670 0.7375 4.2326 13.2678 0.0000 0.0000 0.0000 1.8679 4.0309 -0.0706 284.9670 284.2295
1.6500 655.3985 40.3926 10.6906 0.6468 4.2295 12.5753 0.0000 0.0000 0.0000 1.6668 4.0400 -0.0700 283.9906 283.3438
1.7500 647.4923 40.2579 9.7148 0.5506 4.2263 11.9129 0.0000 0.0000 0.0000 1.4410 4.0491 -0.0691 283.0147 282.4641
1.8500 639.8819 40.1203 8.7393 0.4427 4.2231 11.2767 0.0000 0.0000 0.0000 1.1996 4.0579 -0.0672 282.0392 281.5965
1.9500 632.2716 39.9824 7.7643 0.3354 4.2200 10.6714 0.0000 0.0000 0.0000 0.9606 4.0666 -0.0648 281.0643 280.7289
2.0500 624.6613 39.8442 6.7899 0.2286 4.2169 10.0956 0.0000 0.0000 0.0000 0.7236 4.0750 -0.0624 280.0899 279.8614
2.1500 617.0509 39.7055 5.8159 0.1221 4.2137 9.5478 0.0000 0.0000 0.0000 0.4884 4.0831 -0.0600 279.1159 278.9938
2.2500 609.4406 39.5665 4.8424 0.0161 4.2105 9.0269 0.0000 0.0000 0.0000 0.2548 4.0910 -0.0577 278.1424 278.1262
2.3500 601.8302 39.4267 3.8694 -0.0893 4.2073 8.5317 0.0000 0.0000 0.0000 -0.0154 4.0987 -0.0554 277.1694 277.2586
2.4500 594.5750 39.2841 2.8967 -0.2348 4.2039 8.0562 0.0000 0.0000 0.0000 -0.3357 4.1062 -0.0533 276.1967 276.4315
2.5500 587.4320 39.1373 1.9246 -0.3927 4.2002 7.6032 0.0000 0.0000 0.0000 -0.6701 4.1136 -0.0515 275.2246 275.6172
2.6500 580.2892 38.9855 0.9530 -0.5499 4.1962 7.1732 0.0000 0.0000 0.0000 -1.0066 4.1207 -0.0498 274.2530 274.8029
2.7500 573.1463 38.8290 -0.0180 -0.7067 4.1919 6.7652 0.0000 0.0000 0.0000 -1.3453 4.1278 -0.0482 273.2820 273.9887
2.8500 566.0035 38.6665 -0.9884 -0.8628 4.1875 6.3781 0.0000 0.0000 0.0000 -1.6861 4.1346 -0.0467 272.3116 273.1744
2.9500 558.8606 38.4992 -1.9584 -1.0185 4.1828 6.0111 0.0000 0.0000 0.0000 -2.0292 4.1414 -0.0452 271.3416 272.3601
3.0500 551.7178 38.3245 -2.9278 -1.1736 4.1779 5.6632 0.0000 0.0000 0.0000 -2.5704 4.1480 -0.0438 270.3722 271.5458
3.1500 544.9433 38.1324 -3.8962 -1.5012 4.1726 5.3300 0.0000 0.0000 0.0000 -3.3722 4.1547 -0.0433 269.4038 270.9050
3.2500 538.2855 37.9144 -4.8629 -1.8820 4.1665 5.0139 0.0000 0.0000 0.0000 -4.2407 4.1616 -0.0440 268.4371 270.3191
3.3500 531.6277 37.6707 -5.8288 -2.2620 4.1601 4.7148 0.0000 0.0000 0.0000 -5.1085 4.1687 -0.0449 267.4712 269.7332
3.4500 524.9700 37.3983 -6.7884 -2.6357 4.1512 4.4338 0.0004 0.0000 0.0000 -6.0193 4.1760 -0.0457 266.5116 269.1473
3.5500 518.3121 37.0977 -7.7821 -3.0436 4.1560 4.1566 0.0134 0.0000 0.0000 -6.7126 4.1836 -0.0465 265.5179 268.5615
3.6500 511.6544 36.7819 -8.5176 -3.1931 4.0573 3.9750 0.1107 0.0000 0.0000 -7.0404 4.1915 -0.0473 264.7824 267.9756
3.7500 504.9966 36.4552 -9.1566 -3.2462 3.9199 3.8297 0.2288 0.0000 0.0000 -7.2418 4.1996 -0.0480 264.1434 267.3897
3.8500 498.4730 36.1188 -9.7866 -3.2838 3.7789 3.6910 0.3293 0.0000 0.0000 -7.4029 4.2079 -0.0487 263.5134 266.7973
3.9500 492.3530 35.7736 -10.4186 -3.3039 3.6385 3.5534 0.4647 0.0000 0.0000 -7.5541 4.2165 -0.0491 262.8814 266.1853
4.0500 486.2331 35.4199 -11.0567 -3.3300 3.5005 3.4189 0.5893 0.0000 0.0000 -7.7203 4.2252 -0.0494 262.2433 265.5733
4.1500 480.1131 35.0568 -11.7019 -3.3632 3.3652 3.2873 0.7119 0.0000 0.0000 -7.9050 4.2342 -0.0496 261.5981 264.9613
4.2500 473.9932 34.6839 -12.3543 -3.4036 3.2329 3.1584 0.8304 0.0000 0.0000 -8.1079 4.2435 -0.0497 260.9457 264.3493
4.3500 467.8732 34.3000 -13.0139 -3.4512 3.1034 3.0324 0.9452 0.0000 0.0000 -8.3290 4.2529 -0.0498 260.2861 263.7373
4.4500 461.7533 33.9050 -13.6808 -3.5061 2.9769 2.9093 1.0562 0.0000 0.0000 -8.5683 4.2626 -0.0499 259.6192 263.1253
4.5500 455.6333 33.4973 -14.3549 -3.5683 2.8534 2.7891 1.1634 0.0000 0.0000 -8.8117 4.2725 -0.0499 258.9450 262.5133
4.6500 449.5538 33.0785 -15.0362 -3.6255 2.7330 2.6716 1.2666 0.0000 0.0000 -8.8951 4.2827 -0.0498 258.2638 261.8893
4.7500 443.9421 32.6585 -15.7213 -3.5474 2.6144 2.5552 1.3684 0.0000 0.0000 -8.8304 4.2927 -0.0483 257.5787 261.1261
