   1464     861    22.8    19.0    -2.1    35.5     3.3   308.8     3.8
   1578     850    27.6    17.0     0.4    92.2     1.8   315.1     4.6
   1841     825    25.7    19.0     0.4   103.3     1.8   315.8     4.8
   2110     800    23.7    21.0     0.1   109.5     1.9   316.5     4.8
   2386     775    21.6    24.0     0.1   113.1     1.8   317.0     5.0
   2668     750    19.1    27.0    -0.3   117.9     1.8   317.4     5.0
   3255     700    14.2    32.0    -2.2   142.3     1.6   318.3     4.7
   3875     650     9.1    38.0    -4.4   216.4     1.6   319.3     4.2
   4532     600     4.1    44.0    -7.1   287.4     3.5   320.8     3.7
   5232     550    -1.8    51.0   -10.6   288.2     6.3   322.0     3.1
   5983     500    -7.0    47.0   -16.5   281.8     8.8   324.4     2.1
   6796     450   -12.2    23.0   -29.1   284.0     9.2   328.0     0.8
   7685     400   -19.0    15.0   -39.2   285.8     8.0   330.4     0.3
   8664     350   -25.8    12.0   -46.9   265.7     4.0   333.9     0.2
   9766     300   -32.6    17.0   -49.5   243.4     2.2   339.4     0.1
  11025     250   -42.0    17.0   -57.4   266.1     4.4   343.7     0.1
  11729     225   -47.1    19.0   -61.0   267.3     4.3   346.2     0.0
  12500     200   -52.3    25.0   -63.4   278.7     3.9   350.0     0.0
  13354     175   -56.8    34.0   -65.1   294.6     5.3   356.2     0.0
  14319     150   -61.8    31.0   -70.3   304.4     6.4   363.7     0.0
  15432     125   -67.8    35.0   -75.0   312.0     5.7   372.3     0.0
  16761     100   -71.0    41.0   -77.0   324.5     5.9   390.5     0.0
  18872      70   -69.3    14.0   -82.1    19.9     5.4   436.2     0.0
  20914      50   -61.3     1.0   -91.0    21.4     6.8   499.1     0.0
  24125      30   -55.5     0.1   -99.1     5.2    11.0   593.2     0.0
