height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 853.9150 28.8558 31.7154 0.2993 4.3276 36.3780 0.0000 0.0000 0.0000 2.0897 1.3841 -0.0749 305.0154 304.7160
0.0500 848.2039 28.6808 30.9187 1.1980 4.3319 34.9275 0.0000 0.0000 0.0000 2.0897 1.3899 -0.0749 304.2187 303.0207
0.1500 838.5885 28.4646 29.9379 0.9095 4.3360 33.3220 0.0000 0.0000 0.0000 1.5314 1.3971 -0.0784 303.2379 302.3284
0.2500 828.9731 28.2314 28.9603 0.6242 4.3386 31.7906 0.0000 0.0000 0.0000 0.9120 1.4043 -0.0766 302.2603 301.6361
0.3500 819.5261 27.9797 27.9864 0.2867 4.3399 30.3241 0.0000 0.0000 0.0000 0.1877 1.4114 -0.0748 301.2863 300.9997
0.4500 810.1978 27.6998 27.0164 -0.0862 4.3402 28.9225 0.0000 0.0000 0.0000 -0.5770 1.4186 -0.0730 300.3164 300.4026
0.5500 800.8694 27.4058 26.0508 -0.4548 4.3395 27.5875 0.0000 0.0000 0.0000 -0.8611 1.4257 -0.0712 299.3508 299.8056
0.6500 791.8453 27.1202 25.0845 -0.3869 4.3375 26.2972 0.0000 0.0000 0.0000 -0.6183 1.4331 -0.0708 298.3845 298.7714
0.7500 782.8525 26.8397 24.1170 -0.2753 4.3341 25.0590 0.0000 0.0000 0.0000 -0.3380 1.4408 -0.0718 297.4170 297.6923
0.8500 773.8839 26.5602 23.1485 -0.1720 4.3293 23.8717 0.0000 0.0000 0.0000 -0.1405 1.4488 -0.0728 296.4485 296.6205
0.9500 765.0811 26.2817 22.1793 -0.1201 4.3242 22.7295 0.0000 0.0000 0.0000 -0.0137 1.4569 -0.0725 295.4793 295.5994
1.0500 756.2782 26.0102 21.2095 -0.0688 4.3187 21.6359 0.0000 0.0000 0.0000 0.0619 1.4650 -0.0713 294.5095 294.5783
