height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9969 27.2852 22.9519 0.3006 3.9537 21.1126 0.0000 0.0000 0.0000 -9.5217 1.1970 -0.0483 296.2519 295.9513
0.0500 856.1724 26.8000 22.1784 -2.5782 3.9556 20.2314 0.0000 0.0000 0.0000 -9.5217 1.2002 -0.0483 295.4784 298.0566
0.1500 846.5750 26.1473 21.2455 -5.9442 3.9600 19.3006 0.0000 0.0000 0.0000 -13.5081 1.2035 -0.0363 294.5455 300.4897
0.2500 837.0692 25.4855 20.3140 -6.1533 3.9647 18.4081 0.0000 0.0000 0.0000 -14.0098 1.2068 -0.0310 293.6140 299.7673
0.3500 827.5635 24.7909 19.3846 -6.3602 3.9697 17.5552 0.0000 0.0000 0.0000 -14.4874 1.2102 -0.0298 292.6846 299.0448
0.4500 818.2126 24.0615 18.4576 -6.5494 3.9749 16.7372 0.0000 0.0000 0.0000 -14.9340 1.2136 -0.0288 291.7576 298.3070
0.5500 808.9190 23.2940 17.5332 -6.7303 3.9803 15.9550 0.0000 0.0000 0.0000 -15.3668 1.2172 -0.0278 290.8332 297.5635
0.6500 799.6348 22.4841 16.6118 -6.9075 3.9859 15.2086 0.0000 0.0000 0.0000 -15.7886 1.2209 -0.0269 289.9118 296.8193
0.7500 790.5768 21.6295 15.6922 -7.0663 3.9919 14.4910 0.0000 0.0000 0.0000 -16.1999 1.2246 -0.0255 288.9922 296.0584
0.8500 781.5189 20.7278 14.7745 -7.2231 3.9982 13.8056 0.0000 0.0000 0.0000 -16.5636 1.2283 -0.0236 288.0745 295.2976
0.9500 772.5150 19.7801 13.8589 -7.3426 4.0049 13.1502 0.0000 0.0000 0.0000 -16.7753 1.2321 -0.0219 287.1589 294.5015
1.0500 763.6497 18.7863 12.9452 -7.3698 4.0116 12.5220 0.0000 0.0000 0.0000 -16.8748 1.2360 -0.0203 286.2452 293.6150
1.1500 754.7844 17.7370 12.0342 -7.3943 4.0184 11.9228 0.0000 0.0000 0.0000 -16.9891 1.2401 -0.0188 285.3342 292.7285
1.2500 746.0791 16.6180 11.1257 -7.4400 4.0252 11.3489 0.0000 0.0000 0.0000 -17.1473 1.2442 -0.0171 284.4257 291.8658
