   1491     854    31.6    12.0    -1.2   195.5     4.7   318.8     4.1
   1523     850    30.0    15.0     0.5   185.4     5.5   317.5     4.7
   1783     825    28.2    15.0    -0.9   185.4     5.5   318.4     4.4
   2051     800    26.6    15.0    -2.2   185.4     5.5   319.5     4.1
   2329     775    23.6    16.0    -3.8   180.0     6.2   319.1     3.8
   2613     750    20.7    18.0    -4.5   171.6     6.4   319.1     3.7
   3203     700    15.6    23.0    -5.5   153.6     6.9   319.8     3.7
   3825     650    10.5    28.0    -7.3   138.9     8.0   320.8     3.4
   4484     600     5.0    27.0   -12.5   129.3     8.5   321.8     2.4
   5186     550    -0.4     9.0   -29.6   137.3     8.5   323.6     0.6
   5938     500    -6.3    13.0   -30.3   153.6     8.6   325.4     0.6
   6753     450   -11.9    18.0   -31.4   137.8    10.6   328.3     0.6
   7643     400   -18.5    17.0   -37.6   129.2     6.3   330.9     0.4
   8622     350   -26.3    13.0   -46.6   106.1     4.0   333.2     0.2
   9721     300   -32.8     8.0   -56.0   101.4    10.1   339.1     0.1
  10979     250   -41.8    11.0   -60.8    93.4    10.1   343.8     0.0
  11685     225   -46.3    16.0   -61.6   102.0     6.7   347.5     0.0
  12458     200   -51.5    23.0   -63.4   121.4     6.3   351.1     0.0
  13314     175   -56.6    29.0   -66.2   108.4     6.3   356.4     0.0
  14278     150   -62.6    36.0   -70.1    87.6     4.7   362.2     0.0
  15388     125   -67.8    38.0   -74.4   101.6     3.0   372.3     0.0
  16716     100   -70.8    39.0   -77.1   110.1     4.4   390.8     0.0
  18826      70   -69.3    16.0   -81.4    57.7     8.1   436.0     0.0
  20868      50   -62.8     2.0   -88.3    21.7     5.9   495.6     0.0
  24071      30   -54.8     0.1   -98.6    14.6    11.4   595.4     0.0
