height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 792.9164 34.4566 27.0937 0.2641 4.6347 29.7234 0.0000 0.0000 0.0000 2.7455 2.2030 -0.0440 300.3937 300.1296
0.0500 788.5262 34.3763 26.3109 0.5545 4.6336 28.4920 0.0000 0.0000 0.0000 2.7455 2.2065 -0.0440 299.6109 299.0564
0.1500 779.7457 34.3869 25.3290 1.7189 4.6301 27.1308 0.0000 0.0000 0.0000 4.7761 2.2111 -0.0433 298.6290 296.9101
0.2500 770.9550 34.4039 24.3425 2.2322 4.6242 25.8218 0.0000 0.0000 0.0000 5.1315 2.2168 -0.0500 297.6425 295.4102
0.3500 762.1522 34.3834 23.3576 1.9868 4.6185 24.5734 0.0000 0.0000 0.0000 4.5848 2.2225 -0.0551 296.6576 294.6708
0.4500 753.3493 34.3445 22.3741 1.7428 4.6129 23.3819 0.0000 0.0000 0.0000 4.0962 2.2284 -0.0561 295.6741 293.9313
0.5500 744.7410 34.2914 21.3919 1.5468 4.6073 22.2386 0.0000 0.0000 0.0000 3.6997 2.2342 -0.0562 294.6919 293.1451
0.6500 736.2520 34.2298 20.4107 1.3805 4.6019 21.1439 0.0000 0.0000 0.0000 3.3396 2.2399 -0.0553 293.7107 292.3302
0.7500 727.7630 34.1617 19.4306 1.2153 4.5965 20.0993 0.0000 0.0000 0.0000 2.9819 2.2456 -0.0540 292.7306 291.5153
0.8500 719.2740 34.0865 18.4515 1.0511 4.5912 19.1026 0.0000 0.0000 0.0000 2.6262 2.2512 -0.0528 291.7515 290.7003
0.9500 710.7852 34.0040 17.4733 0.8879 4.5858 18.1517 0.0000 0.0000 0.0000 2.2726 2.2567 -0.0517 290.7733 289.8854
1.0500 702.2961 33.9138 16.4962 0.7257 4.5804 17.2447 0.0000 0.0000 0.0000 1.9150 2.2622 -0.0508 289.7961 289.0704
1.1500 694.1357 33.8151 15.5198 0.5679 4.5752 16.3715 0.0000 0.0000 0.0000 1.5522 2.2676 -0.0500 288.8198 288.2519
1.2500 686.0971 33.7073 14.5442 0.4123 4.5701 15.5361 0.0000 0.0000 0.0000 1.1908 2.2730 -0.0494 287.8442 287.4319
1.3500 678.0585 33.5898 13.5695 0.2576 4.5651 14.7399 0.0000 0.0000 0.0000 0.8326 2.2785 -0.0490 286.8695 286.6120
1.4500 670.0200 33.4622 12.5956 0.1036 4.5602 13.9811 0.0000 0.0000 0.0000 0.4775 2.2840 -0.0487 285.8956 285.7920
1.5500 661.9813 33.3242 11.6227 -0.0494 4.5553 13.2582 0.0000 0.0000 0.0000 0.1254 2.2895 -0.0486 284.9227 284.9721
1.6500 653.9428 33.1750 10.6506 -0.2015 4.5504 12.5697 0.0000 0.0000 0.0000 -0.2277 2.2950 -0.0486 283.9506 284.1522
1.7500 646.1401 33.0143 9.6794 -0.3537 4.5455 11.9095 0.0000 0.0000 0.0000 -0.5856 2.3006 -0.0483 282.9794 283.3331
1.8500 638.5643 32.8445 8.7089 -0.5060 4.5407 11.2769 0.0000 0.0000 0.0000 -0.9443 2.3061 -0.0473 282.0089 282.5150
1.9500 630.9885 32.6663 7.7392 -0.6576 4.5360 10.6749 0.0000 0.0000 0.0000 -1.3001 2.3116 -0.0463 281.0392 281.6967
2.0500 623.4128 32.4788 6.7704 -0.8082 4.5314 10.1023 0.0000 0.0000 0.0000 -1.6532 2.3171 -0.0456 280.0704 280.8786
2.1500 615.8370 32.2808 5.8024 -0.9580 4.5266 9.5578 0.0000 0.0000 0.0000 -2.0037 2.3226 -0.0452 279.1024 280.0604
2.2500 608.2612 32.0716 4.8353 -1.1069 4.5218 9.0401 0.0000 0.0000 0.0000 -2.3518 2.3282 -0.0451 278.1353 279.2422
2.3500 600.6855 31.8492 3.8694 -1.2546 4.5167 8.5482 0.0000 0.0000 0.0000 -2.7108 2.3340 -0.0453 277.1694 278.4240
2.4500 593.5312 31.6132 2.9041 -1.4214 4.5114 8.0749 0.0000 0.0000 0.0000 -3.0838 2.3397 -0.0449 276.2041 277.6255
2.5500 586.4188 31.3671 1.9397 -1.5892 4.5057 7.6248 0.0000 0.0000 0.0000 -3.4587 2.3453 -0.0438 275.2397 276.8289
2.6500 579.3065 31.1105 0.9762 -1.7562 4.4997 7.1976 0.0000 0.0000 0.0000 -3.8342 2.3510 -0.0427 274.2762 276.0323
2.7500 572.1941 30.8432 0.0135 -1.9223 4.4934 6.7922 0.0000 0.0000 0.0000 -4.2104 2.3566 -0.0416 273.3135 275.2357
2.8500 565.0817 30.5644 -0.9483 -2.0875 4.4868 6.4077 0.0000 0.0000 0.0000 -4.5872 2.3621 -0.0406 272.3517 274.4391
2.9500 557.9693 30.2742 -1.9092 -2.2518 4.4799 6.0429 0.0000 0.0000 0.0000 -4.9649 2.3677 -0.0396 271.3907 273.6425
3.0500 550.8569 29.9710 -2.8693 -2.4153 4.4727 5.6971 0.0000 0.0000 0.0000 -5.4569 2.3732 -0.0387 270.4307 272.8460
3.1500 544.1754 29.6452 -3.8276 -2.6951 4.4644 5.3654 0.0000 0.0000 0.0000 -6.0819 2.3789 -0.0383 269.4724 272.1675
3.2500 537.5529 29.2954 -4.7851 -2.9904 4.4554 5.0507 0.0000 0.0000 0.0000 -6.7201 2.3847 -0.0383 268.5149 271.5053
3.3500 530.9304 28.9158 -5.7335 -3.2766 4.4424 4.7558 0.0001 0.0000 0.0000 -7.4217 2.3907 -0.0385 267.5665 270.8430
3.4500 524.3078 28.5069 -6.7373 -3.6181 4.4512 4.4571 0.0078 0.0000 0.0000 -7.9088 2.3969 -0.0387 266.5627 270.1808
3.5500 517.6854 28.0859 -7.4620 -3.6806 4.3477 4.2671 0.1033 0.0000 0.0000 -8.0011 2.4033 -0.0389 265.8380 269.5185
3.6500 511.0628 27.6584 -8.0870 -3.6433 4.2038 4.1165 0.1992 0.0000 0.0000 -7.9881 2.4099 -0.0391 265.2130 268.8563
3.7500 504.4403 27.2235 -8.7054 -3.5994 4.0568 3.9730 0.3302 0.0000 0.0000 -7.9850 2.4168 -0.0393 264.5946 268.1940
3.8500 497.9858 26.7807 -9.3287 -3.5572 3.9117 3.8314 0.4582 0.0000 0.0000 -7.9859 2.4239 -0.0394 263.9713 267.5284
3.9500 491.8734 26.3311 -9.9558 -3.5119 3.7678 3.6907 0.5840 0.0000 0.0000 -7.9940 2.4311 -0.0390 263.3441 266.8561
4.0500 485.7609 25.8757 -10.5892 -3.4729 3.6264 3.5531 0.7064 0.0000 0.0000 -8.0176 2.4385 -0.0382 262.7108 266.1837
4.1500 479.6484 25.4137 -11.2296 -3.4409 3.4879 3.4183 0.8253 0.0000 0.0000 -8.0574 2.4460 -0.0375 262.0704 265.5113
4.2500 473.5359 24.9440 -11.8770 -3.4160 3.3523 3.2863 0.9403 0.0000 0.0000 -8.1135 2.4536 -0.0367 261.4230 264.8390
4.3500 467.4235 24.4656 -12.5316 -3.3982 3.2196 3.1571 1.0517 0.0000 0.0000 -8.1858 2.4614 -0.0360 260.7684 264.1666
4.4500 461.3110 23.9775 -13.1932 -3.3874 3.0900 3.0309 1.1592 0.0000 0.0000 -8.2743 2.4693 -0.0352 260.1068 263.4942
4.5500 455.1985 23.4781 -13.8620 -3.3839 2.9634 2.9077 1.2629 0.0000 0.0000 -8.3670 2.4774 -0.0344 259.4380 262.8218
4.6500 449.1628 22.9686 -14.5373 -3.3768 2.8398 2.7870 1.3628 0.0000 0.0000 -8.3943 2.4856 -0.0335 258.7627 262.1395
4.7500 443.5637 22.4539 -15.2163 -3.3167 2.7179 2.6676 1.4610 0.0000 0.0000 -8.3669 2.4938 -0.0322 258.0837 261.4004
4.8500 437.9646 21.9356 -15.9016 -3.2629 2.5989 2.5514 1.5563 0.0000 0.0000 -8.3537 2.5020 -0.0305 257.3984 260.6613
4.9500 432.3655 21.4124 -16.5938 -3.2161 2.4831 2.4384 1.6485 0.0000 0.0000 -8.3554 2.5102 -0.0289 256.7061 259.9222
