height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 792.9192 24.6518 10.1641 0.3575 7.9020 9.9948 0.0000 0.0000 0.0000 -14.9126 0.7861 -0.0178 283.4641 283.1066
0.0500 788.6740 24.1340 9.3896 -3.3887 7.9006 9.5331 0.0000 0.0000 0.0000 -14.9126 0.7877 -0.0178 282.6896 286.0783
0.1500 780.1834 22.9832 8.5049 -10.2168 7.8885 9.0716 0.0000 0.0000 0.0000 -26.0999 0.7906 -0.0261 281.8049 292.0217
0.2500 771.5590 21.4446 7.6911 -14.3836 7.8458 8.6739 0.0000 0.0000 0.0000 -30.2110 0.7944 -0.0360 280.9911 295.3747
0.3500 762.7252 19.7437 6.8949 -14.4731 7.7989 8.3044 0.0000 0.0000 0.0000 -30.4839 0.7987 -0.0383 280.1949 294.6680
0.4500 753.8912 17.8672 6.1086 -14.5527 7.7513 7.9544 0.0005 0.0000 0.0000 -30.6189 0.8035 -0.0361 279.4086 293.9613
0.5500 745.2502 15.7734 5.3830 -14.5016 7.6837 7.6484 0.0098 0.0000 0.0000 -30.3558 0.8089 -0.0330 278.6830 293.1845
0.6500 736.7614 13.3585 4.8846 -14.1680 7.5310 7.4705 0.0872 0.0000 0.0000 -29.7614 0.8154 -0.0288 278.1846 292.3526
0.7500 728.2724 10.0016 4.4303 -13.7904 7.3819 7.3196 0.1434 0.0000 0.0000 -28.7763 0.8250 -0.0220 277.7303 291.5207
0.8500 719.7834 5.2131 4.2192 -13.1696 7.2708 7.2968 0.0602 0.0000 0.0000 -25.4027 0.8584 -0.0112 277.5192 290.6888
0.9500 711.2944 0.7378 5.8878 -10.6690 6.8385 8.3077 0.0068 0.0000 0.0000 -18.1068 0.9660 -0.0014 279.1878 289.8568
1.0500 702.8055 -1.2691 9.2463 -6.4787 6.1440 10.6133 0.0001 0.0000 0.0000 -9.8700 1.1344 -0.0019 282.5463 289.0249
1.1500 694.6180 -1.2285 11.7653 -3.1358 5.5477 12.7445 0.0000 0.0000 0.0000 -4.3171 1.2815 -0.0014 285.0653 288.2010
1.2500 686.5795 -0.7022 12.6923 -1.3889 5.1362 13.7250 0.0000 0.0000 0.0000 -1.5684 1.3828 -0.0006 285.9922 287.3811
1.3500 678.5409 -0.3016 12.6757 -0.5855 4.8362 13.8758 0.0000 0.0000 0.0000 -0.3627 1.4544 -0.0002 285.9756 286.5612
1.4500 670.5023 -0.0894 12.2071 -0.2342 4.5934 13.6112 0.0000 0.0000 0.0000 0.1171 1.5090 -0.0001 285.5070 285.7412
1.5500 662.4637 -0.0013 11.5330 -0.0883 4.3819 13.1684 0.0000 0.0000 0.0000 0.2744 1.5522 -0.0000 284.8330 284.9213
1.6500 654.4251 0.0253 10.7701 -0.0313 4.1898 12.6625 0.0000 0.0000 0.0000 0.2983 1.5863 -0.0000 284.0701 284.1013
1.7500 646.5894 0.0277 9.9712 -0.0104 4.0118 12.1407 0.0000 0.0000 0.0000 0.2737 1.6118 -0.0000 283.2712 283.2816
1.8500 639.0022 0.0230 9.1588 -0.0034 3.8455 11.6230 0.0000 0.0000 0.0000 0.2347 1.6286 -0.0000 282.4588 282.4622
1.9500 631.4149 0.0173 8.3418 -0.0010 3.6896 11.1217 0.0000 0.0000 0.0000 0.1941 1.6359 -0.0000 281.6418 281.6428
2.0500 623.8276 0.0126 7.5233 -0.0001 3.5432 10.6390 0.0000 0.0000 0.0000 0.1569 1.6327 -0.0000 280.8233 280.8234
2.1500 616.2404 0.0092 6.7050 0.0010 3.4055 10.1753 0.0000 0.0000 0.0000 0.1267 1.6175 -0.0000 280.0050 280.0040
2.2500 608.6531 0.0072 5.8889 0.0043 3.2756 9.7313 0.0000 0.0000 0.0000 0.1148 1.5889 -0.0000 279.1889 279.1845
2.3500 601.0659 0.0053 5.0828 0.0176 3.1525 9.3116 0.0000 0.0000 0.0000 0.0942 1.5449 -0.0000 278.3828 278.3651
2.4500 593.8868 0.0033 4.3207 0.0064 3.0352 8.9299 0.0000 0.0000 0.0000 0.0600 1.4830 -0.0000 277.6207 277.6142
2.5500 586.7744 0.0020 3.5759 0.0014 2.9229 8.5721 0.0000 0.0000 0.0000 0.0400 1.4014 -0.0000 276.8759 276.8745
2.6500 579.6620 0.0012 2.8351 0.0003 2.8150 8.2297 0.0000 0.0000 0.0000 0.0267 1.2981 -0.0000 276.1351 276.1349
2.7500 572.5497 0.0006 2.0952 0.0001 2.7109 7.9002 0.0000 0.0000 0.0000 0.0156 1.1700 -0.0000 275.3952 275.3951
2.8500 565.4373 0.0001 1.3555 0.0000 2.6098 7.5829 0.0000 0.0000 0.0000 0.0000 1.0130 -0.0000 274.6555 274.6555
2.9500 558.3250 0.0000 0.6158 0.0000 2.5107 7.2772 0.0000 0.0000 0.0000 0.0000 0.8215 0.0000 273.9158 273.9158
3.0500 551.2126 0.0000 -0.1239 0.0000 2.4389 6.9828 0.0000 0.0000 0.0000 0.0000 0.8227 0.0000 273.1761 273.1761
3.1500 544.5065 0.0000 -0.8323 0.0000 2.3337 6.7097 0.0000 0.0000 0.0000 0.0000 0.8239 0.0000 272.4677 272.4677
3.2500 537.8840 0.0000 -1.5343 0.0000 2.2257 6.4485 0.0000 0.0000 0.0000 0.0000 0.8251 0.0000 271.7657 271.7657
3.3500 531.2615 0.0000 -2.2363 0.0000 2.1223 6.1965 0.0000 0.0000 0.0000 0.0000 0.8263 0.0000 271.0637 271.0637
3.4500 524.6390 0.0000 -2.9383 0.0000 2.0234 5.9536 0.0000 0.0000 0.0000 0.0000 0.8275 0.0000 270.3617 270.3617
3.5500 518.0165 0.0000 -3.6403 0.0000 1.9286 5.7194 0.0000 0.0000 0.0000 0.0000 0.8287 0.0000 269.6597 269.6597
3.6500 511.3939 0.0000 -4.3422 0.0000 1.8379 5.4936 0.0000 0.0000 0.0000 0.0000 0.8299 0.0000 268.9578 268.9578
3.7500 504.7714 0.0000 -5.0442 0.0000 1.7512 5.2760 0.0000 0.0000 0.0000 0.0000 0.8311 0.0000 268.2558 268.2558
3.8500 498.2915 0.0000 -5.7482 0.0000 1.6642 5.0641 0.0000 0.0000 0.0000 0.0000 0.8323 0.0000 267.5518 267.5518
3.9500 492.1790 0.0000 -6.4572 0.0000 1.5716 4.8545 0.0000 0.0000 0.0000 0.0000 0.8335 0.0000 266.8428 266.8428
4.0500 486.0666 0.0000 -7.1663 0.0000 1.4835 4.6527 0.0000 0.0000 0.0000 0.0000 0.8347 0.0000 266.1337 266.1337
