height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9973 27.0439 33.7672 0.3185 5.6168 40.7521 0.0000 0.0000 0.0000 6.8550 1.1501 -0.0444 307.0672 306.7486
0.0500 856.7004 27.0726 33.1852 1.8850 5.6165 39.5769 0.0000 0.0000 0.0000 6.8550 1.1518 -0.0444 306.4852 304.6002
0.1500 847.9058 27.2921 32.1729 4.3653 5.6136 37.6684 0.0000 0.0000 0.0000 9.2443 1.1563 -0.0405 305.4729 301.1076
0.2500 838.4000 27.4204 31.1635 4.0023 5.6104 35.8831 0.0000 0.0000 0.0000 8.4886 1.1611 -0.0535 304.4634 300.4612
0.3500 828.8943 27.5055 30.1559 3.6411 5.6067 34.1798 0.0000 0.0000 0.0000 7.8025 1.1662 -0.0576 303.4558 299.8148
0.4500 819.5138 27.5564 29.1510 3.3399 5.6024 32.5510 0.0000 0.0000 0.0000 7.2339 1.1715 -0.0603 302.4510 299.1111
0.5500 810.2201 27.5851 28.1490 3.0814 5.5976 30.9957 0.0000 0.0000 0.0000 6.7158 1.1767 -0.0606 301.4490 298.3676
0.6500 800.9265 27.5989 27.1499 2.8258 5.5922 29.5137 0.0000 0.0000 0.0000 6.2927 1.1818 -0.0599 300.4499 297.6241
0.7500 791.8744 27.6039 26.1528 2.6504 5.5862 28.0910 0.0000 0.0000 0.0000 5.9738 1.1869 -0.0590 299.4528 296.8024
0.8500 782.8491 27.6019 25.1576 2.4855 5.5795 26.7332 0.0000 0.0000 0.0000 5.6730 1.1919 -0.0578 298.4576 295.9721
0.9500 773.8488 27.5942 24.1642 2.3293 5.5721 25.4372 0.0000 0.0000 0.0000 5.4216 1.1968 -0.0566 297.4642 295.1349
1.0500 765.0149 27.5831 23.1720 2.2205 5.5645 24.1948 0.0000 0.0000 0.0000 5.2141 1.2017 -0.0555 296.4720 294.2515
1.1500 756.1810 27.5689 22.1810 2.1129 5.5567 23.0093 0.0000 0.0000 0.0000 4.9970 1.2065 -0.0543 295.4810 293.3681
1.2500 747.4420 27.5498 21.1912 1.9970 5.5487 21.8754 0.0000 0.0000 0.0000 4.7411 1.2112 -0.0531 294.4912 292.4942
1.3500 738.9240 27.5257 20.2030 1.8606 5.5408 20.7877 0.0000 0.0000 0.0000 4.4596 1.2158 -0.0515 293.5030 291.6424
1.4500 730.4062 27.4984 19.2162 1.7256 5.5330 19.7508 0.0000 0.0000 0.0000 4.1818 1.2203 -0.0496 292.5162 290.7906
1.5500 721.8884 27.4678 18.2309 1.5920 5.5252 18.7623 0.0000 0.0000 0.0000 3.9074 1.2246 -0.0478 291.5309 289.9388
1.6500 713.3704 27.4334 17.2468 1.4597 5.5173 17.8199 0.0000 0.0000 0.0000 3.6361 1.2288 -0.0462 290.5468 289.0870
1.7500 704.8525 27.3949 16.2639 1.3286 5.5094 16.9217 0.0000 0.0000 0.0000 3.3926 1.2330 -0.0446 289.5639 288.2353
1.8500 696.5297 27.3547 15.2821 1.2207 5.5015 16.0607 0.0000 0.0000 0.0000 3.2101 1.2370 -0.0429 288.5821 287.3613
1.9500 688.4652 27.3167 14.3010 1.1429 5.4937 15.2340 0.0000 0.0000 0.0000 3.0634 1.2408 -0.0407 287.6010 286.4581
2.0500 680.4006 27.2822 13.3205 1.0656 5.4859 14.4463 0.0000 0.0000 0.0000 2.9188 1.2445 -0.0384 286.6205 285.5549
2.1500 672.3361 27.2501 12.3408 0.9891 5.4782 13.6957 0.0000 0.0000 0.0000 2.7761 1.2480 -0.0364 285.6407 284.6516
2.2500 664.2717 27.2189 11.3616 0.9131 5.4703 12.9806 0.0000 0.0000 0.0000 2.6348 1.2514 -0.0349 284.6616 283.7484
2.3500 656.2072 27.1875 10.3829 0.8377 5.4623 12.2995 0.0000 0.0000 0.0000 2.4833 1.2547 -0.0337 283.6829 282.8452
2.4500 648.2419 27.1526 9.4049 0.7518 5.4541 11.6492 0.0000 0.0000 0.0000 2.2821 1.2580 -0.0328 282.7049 281.9531
2.5500 640.6083 27.1118 8.4274 0.6293 5.4456 11.0243 0.0000 0.0000 0.0000 2.0416 1.2613 -0.0320 281.7274 281.0981
2.6500 632.9747 27.0648 7.4507 0.5075 5.4366 10.4299 0.0000 0.0000 0.0000 1.8005 1.2645 -0.0315 280.7506 280.2432
2.7500 625.3411 27.0097 6.4747 0.3865 5.4271 9.8647 0.0000 0.0000 0.0000 1.5588 1.2678 -0.0315 279.7747 279.3882
2.8500 617.7075 26.9437 5.4995 0.2662 5.4169 9.3274 0.0000 0.0000 0.0000 1.3161 1.2711 -0.0320 278.7995 278.5332
2.9500 610.0739 26.8656 4.5251 0.1468 5.4058 8.8167 0.0000 0.0000 0.0000 1.0728 1.2746 -0.0331 277.8250 277.6783
3.0500 602.4403 26.7721 3.5516 0.0283 5.3937 8.3317 0.0000 0.0000 0.0000 0.7634 1.2783 -0.0346 276.8516 276.8233
