   2153     793    27.0    15.8    -1.2   201.5     4.0   320.7     4.4
   2358     775    22.6    15.0    -5.4   279.7     4.8   318.1     3.3
   2642     750    20.5    17.0    -5.5   282.2     5.2   318.8     3.4
   3231     700    15.7    21.0    -6.6   298.7     4.8   319.9     3.4
   3853     650    10.6    28.0    -7.2   319.9     5.0   320.9     3.4
   4513     600     5.2    37.0    -8.3   352.2     5.1   322.2     3.4
   5216     550    -0.4    42.0   -11.7   337.8     4.8   323.7     2.8
   5971     500    -5.4    27.0   -21.5   318.4     5.9   326.4     1.4
   6789     450   -10.9    15.0   -32.6   315.6     6.3   329.5     0.6
   7682     400   -17.5     9.0   -42.9   316.5     5.4   332.3     0.2
   8667     350   -25.0     6.0   -52.3   346.0     2.9   335.1     0.1
   9770     300   -32.0     7.0   -56.5   337.0     4.3   340.2     0.1
  11033     250   -40.6    10.0   -60.5   347.5     5.5   345.6     0.0
  11743     225   -45.0    14.0   -61.5   354.6     6.4   349.6     0.0
  12521     200   -50.3    23.0   -62.2   354.9     5.6   353.2     0.0
  13380     175   -56.8    31.0   -65.8   349.9     5.7   356.2     0.0
  14344     150   -62.5    37.0   -69.7   320.1     5.6   362.5     0.0
  15448     125   -69.7    56.0   -73.6   281.1     3.6   368.8     0.0
  16764     100   -72.8    57.0   -76.6   339.7     5.3   387.0     0.0
  18864      70   -70.3    15.0   -82.5   337.5     7.3   434.1     0.0
  20898      50   -62.3     1.0   -91.7     2.9     4.0   496.8     0.0
  24113      30   -55.3     1.0   -86.9   359.4    10.3   593.7     0.0
