height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9973 28.1416 33.7653 0.3166 5.6167 40.7474 0.0000 0.0000 0.0000 6.8628 1.2529 -0.0428 307.0652 306.7486
0.0500 856.7004 28.1737 33.1870 1.8867 5.6164 39.5809 0.0000 0.0000 0.0000 6.8628 1.2546 -0.0428 306.4869 304.6002
0.1500 847.9058 28.3902 32.1783 4.3707 5.6139 37.6806 0.0000 0.0000 0.0000 9.2598 1.2590 -0.0390 305.4783 301.1076
0.2500 838.4000 28.5214 31.1722 4.0110 5.6110 35.9021 0.0000 0.0000 0.0000 8.5116 1.2636 -0.0515 304.4722 300.4612
0.3500 828.8943 28.6117 30.1678 3.6530 5.6077 34.2045 0.0000 0.0000 0.0000 7.8323 1.2686 -0.0555 303.4678 299.8148
0.4500 819.5138 28.6695 29.1658 3.3547 5.6038 32.5803 0.0000 0.0000 0.0000 7.2698 1.2737 -0.0582 302.4658 299.1111
0.5500 810.2201 28.7058 28.1664 3.0988 5.5995 31.0286 0.0000 0.0000 0.0000 6.7572 1.2788 -0.0585 301.4664 298.3676
0.6500 800.9265 28.7276 27.1695 2.8454 5.5947 29.5492 0.0000 0.0000 0.0000 6.3390 1.2838 -0.0580 300.4695 297.6241
0.7500 791.8744 28.7406 26.1743 2.6719 5.5893 28.1283 0.0000 0.0000 0.0000 6.0245 1.2887 -0.0572 299.4743 296.8024
0.8500 782.8491 28.7467 25.1808 2.5087 5.5832 26.7717 0.0000 0.0000 0.0000 5.7278 1.2936 -0.0561 298.4808 295.9721
0.9500 773.8488 28.7469 24.1890 2.3541 5.5766 25.4766 0.0000 0.0000 0.0000 5.4801 1.2984 -0.0551 297.4890 295.1349
1.0500 765.0149 28.7436 23.1982 2.2467 5.5697 24.2346 0.0000 0.0000 0.0000 5.2761 1.3032 -0.0540 296.4982 294.2515
1.1500 756.1810 28.7372 22.2085 2.1404 5.5626 23.0493 0.0000 0.0000 0.0000 5.0623 1.3079 -0.0530 295.5085 293.3681
1.2500 747.4420 28.7256 21.2200 2.0258 5.5554 21.9153 0.0000 0.0000 0.0000 4.8094 1.3125 -0.0519 294.5200 292.4942
1.3500 738.9240 28.7090 20.2327 1.8903 5.5483 20.8271 0.0000 0.0000 0.0000 4.5304 1.3170 -0.0504 293.5327 291.6424
1.4500 730.4062 28.6891 19.2468 1.7562 5.5411 19.7896 0.0000 0.0000 0.0000 4.2549 1.3213 -0.0486 292.5468 290.7906
1.5500 721.8884 28.6656 18.2622 1.6234 5.5340 18.8003 0.0000 0.0000 0.0000 3.9825 1.3256 -0.0469 291.5622 289.9388
1.6500 713.3704 28.6382 17.2787 1.4916 5.5269 17.8569 0.0000 0.0000 0.0000 3.7128 1.3297 -0.0454 290.5787 289.0870
1.7500 704.8525 28.6066 16.2963 1.3610 5.5197 16.9575 0.0000 0.0000 0.0000 3.4708 1.3338 -0.0439 289.5963 288.2353
1.8500 696.5297 28.5731 15.3149 1.2536 5.5124 16.0954 0.0000 0.0000 0.0000 3.2897 1.3377 -0.0423 288.6149 287.3613
1.9500 688.4652 28.5413 14.3340 1.1759 5.5053 15.2675 0.0000 0.0000 0.0000 3.1441 1.3415 -0.0402 287.6340 286.4581
2.0500 680.4006 28.5125 13.3539 1.0990 5.4981 14.4785 0.0000 0.0000 0.0000 3.0005 1.3451 -0.0380 286.6539 285.5549
2.1500 672.3361 28.4857 12.3743 1.0227 5.4910 13.7266 0.0000 0.0000 0.0000 2.8586 1.3485 -0.0362 285.6743 284.6516
2.2500 664.2717 28.4596 11.3953 0.9468 5.4838 13.0102 0.0000 0.0000 0.0000 2.7181 1.3519 -0.0347 284.6953 283.7484
2.3500 656.2072 28.4331 10.4167 0.8715 5.4764 12.3278 0.0000 0.0000 0.0000 2.5673 1.3552 -0.0336 283.7167 282.8452
2.4500 648.2419 28.4030 9.4387 0.7856 5.4688 11.6762 0.0000 0.0000 0.0000 2.3666 1.3585 -0.0328 282.7387 281.9531
2.5500 640.6083 28.3673 8.4612 0.6631 5.4610 11.0500 0.0000 0.0000 0.0000 2.1266 1.3617 -0.0320 281.7612 281.0981
2.6500 632.9747 28.3256 7.4845 0.5413 5.4527 10.4544 0.0000 0.0000 0.0000 1.8859 1.3648 -0.0314 280.7845 280.2432
2.7500 625.3411 28.2759 6.5084 0.4202 5.4440 9.8880 0.0000 0.0000 0.0000 1.6444 1.3681 -0.0315 279.8084 279.3882
2.8500 617.7075 28.2160 5.5330 0.2997 5.4346 9.3494 0.0000 0.0000 0.0000 1.4017 1.3714 -0.0321 278.8330 278.5332
2.9500 610.0739 28.1445 4.5583 0.1800 5.4243 8.8376 0.0000 0.0000 0.0000 1.1583 1.3748 -0.0331 277.8583 277.6783
3.0500 602.4403 28.0584 3.5845 0.0612 5.4132 8.3513 0.0000 0.0000 0.0000 0.8486 1.3784 -0.0346 276.8845 276.8233
