height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
3.9500 538.2645 0.0000 -3.1766 0.0000 2.3636 5.6983 0.0000 0.0000 0.0000 0.0000 1.1500 0.0000 270.1234 270.1234
4.0500 531.5978 0.0000 -3.8166 0.0000 2.1706 5.4981 0.0000 0.0000 0.0000 0.0000 1.1512 0.0000 269.4834 269.4834
4.1500 524.9312 0.0000 -4.4566 0.0000 1.9880 5.3043 0.0000 0.0000 0.0000 0.0000 1.1524 0.0000 268.8434 268.8434
4.2500 518.2645 0.0000 -5.0966 0.0000 1.8155 5.1170 0.0000 0.0000 0.0000 0.0000 1.1536 0.0000 268.2034 268.2034
4.3500 511.5979 0.0000 -5.7366 0.0000 1.6525 4.9358 0.0000 0.0000 0.0000 0.0000 1.1548 0.0000 267.5634 267.5634
4.4500 504.9312 0.0000 -6.3766 0.0000 1.4986 4.7605 0.0000 0.0000 0.0000 0.0000 1.1560 0.0000 266.9234 266.9234
4.5500 498.4030 0.0000 -7.0033 0.0000 1.3461 4.5946 0.0000 0.0000 0.0000 0.0000 1.1572 0.0000 266.2967 266.2967
4.6500 492.2680 0.0000 -7.5923 0.0000 1.1819 4.4436 0.0000 0.0000 0.0000 0.0000 1.1584 0.0000 265.7077 265.7077
4.7500 486.1331 0.0000 -8.1812 0.0000 1.0270 4.2972 0.0000 0.0000 0.0000 0.0000 1.1596 0.0000 265.1187 265.1187
4.8500 479.9980 0.0000 -8.7702 0.0000 0.8809 4.1554 0.0000 0.0000 0.0000 0.0000 1.1608 0.0000 264.5298 264.5298
4.9500 473.8631 0.0000 -9.3592 0.0000 0.7433 4.0180 0.0000 0.0000 0.0000 0.0000 1.1620 0.0000 263.9408 263.9408
5.0500 467.7281 0.0000 -9.9481 0.0000 0.6138 3.8849 0.0000 0.0000 0.0000 0.0000 1.1632 0.0000 263.3519 263.3519
5.1500 461.5931 0.0000 -10.5370 0.0000 0.4921 3.7559 0.0000 0.0000 0.0000 0.0000 1.1644 0.0000 262.7629 262.7629
5.2500 455.4581 0.0000 -11.1260 0.0000 0.3777 3.6310 0.0000 0.0000 0.0000 0.0000 1.1656 0.0000 262.1740 262.1740
5.3500 449.3802 0.0000 -11.7380 0.0000 0.2794 3.5031 0.0000 0.0000 0.0000 0.0000 1.1668 0.0000 261.5620 261.5620
5.4500 443.7622 0.0000 -12.5358 0.0000 0.2577 3.3252 0.0000 0.0000 0.0000 0.0000 1.1680 0.0000 260.7642 260.7642
5.5500 438.1443 0.0000 -13.3335 0.0000 0.2375 3.1555 0.0000 0.0000 0.0000 0.0000 1.1692 0.0000 259.9665 259.9665
5.6500 432.5263 0.0000 -14.1313 0.0000 0.2186 2.9936 0.0000 0.0000 0.0000 0.0000 1.1704 0.0000 259.1687 259.1687
5.7500 426.9083 0.0000 -14.9290 0.0000 0.2009 2.8392 0.0000 0.0000 0.0000 0.0000 1.1716 0.0000 258.3710 258.3710
5.8500 421.2903 0.0000 -15.7268 0.0000 0.1844 2.6920 0.0000 0.0000 0.0000 0.0000 1.1728 0.0000 257.5732 257.5732
5.9500 415.6724 0.0000 -16.5245 0.0000 0.1691 2.5516 0.0000 0.0000 0.0000 0.0000 1.1740 0.0000 256.7755 256.7755
6.0500 410.0544 0.0000 -17.3223 0.0000 0.1548 2.4179 0.0000 0.0000 0.0000 0.0000 1.1752 0.0000 255.9777 255.9777
6.1500 404.4364 0.0000 -18.1200 0.0000 0.1415 2.2905 0.0000 0.0000 0.0000 0.0000 1.1764 0.0000 255.1800 255.1800
6.2500 398.9280 0.0000 -18.8979 0.0000 0.1303 2.1723 0.0000 0.0000 0.0000 0.0000 1.1776 0.0000 254.4021 254.4021
6.3500 393.8312 0.0000 -19.6013 0.0000 0.1243 2.0708 0.0000 0.0000 0.0000 0.0000 1.1788 0.0000 253.6987 253.6987
6.4500 388.7344 0.0000 -20.3047 0.0000 0.1184 1.9737 0.0000 0.0000 0.0000 0.0000 1.1800 0.0000 252.9953 252.9953
6.5500 383.6375 0.0000 -21.0080 0.0000 0.1128 1.8806 0.0000 0.0000 0.0000 0.0000 1.1812 0.0000 252.2920 252.2920
6.6500 378.5407 0.0000 -21.7114 0.0000 0.1075 1.7916 0.0000 0.0000 0.0000 0.0000 1.1824 0.0000 251.5886 251.5886
6.7500 373.4438 0.0000 -22.4147 0.0000 0.1024 1.7064 0.0000 0.0000 0.0000 0.0000 1.1836 0.0000 250.8852 250.8852
6.8500 368.3470 0.0000 -23.1181 0.0000 0.0975 1.6249 0.0000 0.0000 0.0000 0.0000 1.1848 0.0000 250.1819 250.1819
6.9500 363.2502 0.0000 -23.8215 0.0000 0.0928 1.5470 0.0000 0.0000 0.0000 0.0000 1.1860 0.0000 249.4785 249.4785
7.0500 358.1533 0.0000 -24.5248 0.0000 0.0884 1.4725 0.0000 0.0000 0.0000 0.0000 1.1872 0.0000 248.7751 248.7751
7.1500 353.0565 0.0000 -25.2282 0.0000 0.0841 1.4013 0.0000 0.0000 0.0000 0.0000 1.1884 0.0000 248.0718 248.0718
7.2500 348.1804 0.0000 -25.9084 0.0000 0.0801 1.3353 0.0000 0.0000 0.0000 0.0000 1.1896 0.0000 247.3916 247.3916
7.3500 343.6349 0.0000 -26.5538 0.0000 0.0765 1.2749 0.0000 0.0000 0.0000 0.0000 1.1908 0.0000 246.7462 246.7462
7.4500 339.0895 0.0000 -27.1993 0.0000 0.0730 1.2171 0.0000 0.0000 0.0000 0.0000 1.1920 0.0000 246.1007 246.1007
7.5500 334.5440 0.0000 -27.8447 0.0000 0.0697 1.1616 0.0000 0.0000 0.0000 0.0000 1.1932 0.0000 245.4552 245.4552
7.6500 329.9985 0.0000 -28.4902 0.0000 0.0665 1.1085 0.0000 0.0000 0.0000 0.0000 1.1944 0.0000 244.8098 244.8098
7.7500 325.4531 0.0000 -29.1357 0.0000 0.0635 1.0577 0.0000 0.0000 0.0000 0.0000 1.1956 0.0000 244.1643 244.1643
7.8500 320.9076 0.0000 -29.7811 0.0000 0.0605 1.0089 0.0000 0.0000 0.0000 0.0000 1.1968 0.0000 243.5189 243.5189
7.9500 316.3622 0.0000 -30.4266 0.0000 0.0577 0.9623 0.0000 0.0000 0.0000 0.0000 1.1980 0.0000 242.8734 242.8734
8.0500 311.8167 0.0000 -31.0720 0.0000 0.0551 0.9176 0.0000 0.0000 0.0000 0.0000 1.1992 0.0000 242.2280 242.2280
8.1500 307.2713 0.0000 -31.7175 0.0000 0.0525 0.8749 0.0000 0.0000 0.0000 0.0000 1.2004 0.0000 241.5825 241.5825
8.2500 302.7258 0.0000 -32.3629 0.0000 0.0500 0.8340 0.0000 0.0000 0.0000 0.0000 1.2016 0.0000 240.9371 240.9371
8.3500 298.4114 0.0000 -33.0328 0.0000 0.0483 0.7924 0.0000 0.0000 0.0000 0.0000 1.2028 0.0000 240.2672 240.2672
8.4500 294.4432 0.0000 -33.7391 0.0000 0.0474 0.7491 0.0000 0.0000 0.0000 0.0000 1.2040 0.0000 239.5609 239.5609
8.5500 290.4749 0.0000 -34.4455 0.0000 0.0465 0.7080 0.0000 0.0000 0.0000 0.0000 1.2052 0.0000 238.8545 238.8545
8.6500 286.5067 0.0000 -35.1518 0.0000 0.0455 0.6689 0.0000 0.0000 0.0000 0.0000 1.2064 0.0000 238.1482 238.1482
8.7500 282.5384 0.0000 -35.8582 0.0000 0.0445 0.6318 0.0000 0.0000 0.0000 0.0000 1.2076 0.0000 237.4418 237.4418
8.8500 278.5702 0.0000 -36.5645 0.0000 0.0435 0.5965 0.0000 0.0000 0.0000 0.0000 1.2088 0.0000 236.7355 236.7355
8.9500 274.6019 0.0000 -37.2709 0.0000 0.0424 0.5631 0.0000 0.0000 0.0000 0.0000 1.2100 0.0000 236.0291 236.0291
9.0500 270.6336 0.0000 -37.9772 0.0000 0.0412 0.5314 0.0000 0.0000 0.0000 0.0000 1.2112 0.0000 235.3228 235.3228
9.1500 266.6654 0.0000 -38.6836 0.0000 0.0401 0.5013 0.0000 0.0000 0.0000 0.0000 1.2124 0.0000 234.6164 234.6164
9.2500 262.6971 0.0000 -39.3899 0.0000 0.0389 0.4728 0.0000 0.0000 0.0000 0.0000 1.2136 0.0000 233.9101 233.9101
9.3500 258.7289 0.0000 -40.0963 0.0000 0.0378 0.4457 0.0000 0.0000 0.0000 0.0000 1.2148 0.0000 233.2037 233.2037
9.4500 254.7606 0.0000 -40.8026 0.0000 0.0366 0.4201 0.0000 0.0000 0.0000 0.0000 1.2160 0.0000 232.4974 232.4974
9.5500 250.7924 0.0000 -41.5090 0.0000 0.0354 0.3959 0.0000 0.0000 0.0000 0.0000 1.2172 0.0000 231.7910 231.7910
9.6500 247.1700 0.0000 -42.1934 0.0000 0.0353 0.3733 0.0000 0.0000 0.0000 0.0000 1.2184 0.0000 231.1066 231.1066
9.7500 243.6340 0.0000 -42.8723 0.0000 0.0353 0.3519 0.0000 0.0000 0.0000 0.0000 1.2196 0.0000 230.4277 230.4277
9.8500 240.0979 0.0000 -43.5512 0.0000 0.0351 0.3317 0.0000 0.0000 0.0000 0.0000 1.2208 0.0000 229.7488 229.7488
9.9500 236.5618 0.0000 -44.2301 0.0000 0.0349 0.3126 0.0000 0.0000 0.0000 0.0000 1.2220 0.0000 229.0699 229.0699
10.0500 233.0258 0.0000 -44.9091 0.0000 0.0345 0.2944 0.0000 0.0000 0.0000 0.0000 1.2232 0.0000 228.3909 228.3909
10.1500 229.4897 0.0000 -45.5880 0.0000 0.0341 0.2773 0.0000 0.0000 0.0000 0.0000 1.2244 0.0000 227.7120 227.7120
10.2500 225.9536 0.0000 -46.2669 0.0000 0.0335 0.2610 0.0000 0.0000 0.0000 0.0000 1.2256 0.0000 227.0331 227.0331
10.3500 222.6380 0.0000 -46.9413 0.0000 0.0338 0.2456 0.0000 0.0000 0.0000 0.0000 1.2268 0.0000 226.3587 226.3587
10.4500 219.4039 0.0000 -47.6140 0.0000 0.0341 0.2309 0.0000 0.0000 0.0000 0.0000 1.2280 0.0000 225.6860 225.6860
10.5500 216.1697 0.0000 -48.2867 0.0000 0.0343 0.2170 0.0000 0.0000 0.0000 0.0000 1.2292 0.0000 225.0133 225.0133
10.6500 212.9356 0.0000 -48.9594 0.0000 0.0344 0.2039 0.0000 0.0000 0.0000 0.0000 1.2304 0.0000 224.3406 224.3406
10.7500 209.7014 0.0000 -49.6321 0.0000 0.0343 0.1915 0.0000 0.0000 0.0000 0.0000 1.2316 0.0000 223.6679 223.6679
10.8500 206.4673 0.0000 -50.3048 0.0000 0.0340 0.1799 0.0000 0.0000 0.0000 0.0000 1.2328 0.0000 222.9952 222.9952
10.9500 203.2331 0.0000 -50.9775 0.0000 0.0337 0.1688 0.0000 0.0000 0.0000 0.0000 1.2340 0.0000 222.3225 222.3225
11.0500 199.9991 0.0000 -51.6502 0.0000 0.0333 0.1585 0.0000 0.0000 0.0000 0.0000 1.2352 0.0000 221.6498 221.6498
11.1500 197.0819 0.0000 -52.1752 0.0000 0.0330 0.1511 0.0000 0.0000 0.0000 0.0000 1.2364 0.0000 221.1247 221.1247
11.2500 194.1647 0.0000 -52.7003 0.0000 0.0326 0.1440 0.0000 0.0000 0.0000 0.0000 1.2376 0.0000 220.5997 220.5997
11.3500 191.2476 0.0000 -53.2254 0.0000 0.0322 0.1372 0.0000 0.0000 0.0000 0.0000 1.2388 0.0000 220.0746 220.0746
11.4500 188.3305 0.0000 -53.7505 0.0000 0.0317 0.1308 0.0000 0.0000 0.0000 0.0000 1.2400 0.0000 219.5495 219.5495
11.5500 185.4133 0.0000 -54.2756 0.0000 0.0313 0.1246 0.0000 0.0000 0.0000 0.0000 1.2412 0.0000 219.0244 219.0244
11.6500 182.4962 0.0000 -54.8007 0.0000 0.0307 0.1187 0.0000 0.0000 0.0000 0.0000 1.2424 0.0000 218.4993 218.4993
11.7500 179.5790 0.0000 -55.3258 0.0000 0.0302 0.1131 0.0000 0.0000 0.0000 0.0000 1.2436 0.0000 217.9742 217.9742
11.8500 176.6618 0.0000 -55.8509 0.0000 0.0297 0.1077 0.0000 0.0000 0.0000 0.0000 1.2448 0.0000 217.4491 217.4491
11.9500 173.8886 0.0000 -56.3856 0.0000 0.0286 0.1024 0.0000 0.0000 0.0000 0.0000 1.2460 0.0000 216.9144 216.9144
12.0500 171.3060 0.0000 -56.9331 0.0000 0.0270 0.0970 0.0000 0.0000 0.0000 0.0000 1.2472 0.0000 216.3669 216.3669
12.1500 168.7234 0.0000 -57.4807 0.0000 0.0255 0.0919 0.0000 0.0000 0.0000 0.0000 1.2484 0.0000 215.8193 215.8193
12.2500 166.1407 0.0000 -58.0282 0.0000 0.0241 0.0871 0.0000 0.0000 0.0000 0.0000 1.2496 0.0000 215.2718 215.2718
12.3500 163.5581 0.0000 -58.5757 0.0000 0.0227 0.0825 0.0000 0.0000 0.0000 0.0000 1.2508 0.0000 214.7243 214.7243
12.4500 160.9754 0.0000 -59.1232 0.0000 0.0214 0.0781 0.0000 0.0000 0.0000 0.0000 1.2520 0.0000 214.1768 214.1768
12.5500 158.3928 0.0000 -59.6707 0.0000 0.0202 0.0740 0.0000 0.0000 0.0000 0.0000 1.2532 0.0000 213.6293 213.6293
12.6500 155.8101 0.0000 -60.2182 0.0000 0.0191 0.0700 0.0000 0.0000 0.0000 0.0000 1.2544 0.0000 213.0817 213.0817
12.7500 153.2275 0.0000 -60.7658 0.0000 0.0180 0.0663 0.0000 0.0000 0.0000 0.0000 1.2556 0.0000 212.5342 212.5342
12.8500 150.6448 0.0000 -61.3133 0.0000 0.0170 0.0627 0.0000 0.0000 0.0000 0.0000 1.2568 0.0000 211.9867 211.9867
12.9500 148.3162 0.0000 -61.8676 0.0000 0.0163 0.0592 0.0000 0.0000 0.0000 0.0000 1.2580 0.0000 211.4324 211.4324
13.0500 146.0720 0.0000 -62.4241 0.0000 0.0157 0.0558 0.0000 0.0000 0.0000 0.0000 1.2592 0.0000 210.8758 210.8758
13.1500 143.8278 0.0000 -62.9807 0.0000 0.0151 0.0526 0.0000 0.0000 0.0000 0.0000 1.2604 0.0000 210.3193 210.3193
13.2500 141.5837 0.0000 -63.5372 0.0000 0.0145 0.0496 0.0000 0.0000 0.0000 0.0000 1.2616 0.0000 209.7627 209.7627
13.3500 139.3395 0.0000 -64.0938 0.0000 0.0140 0.0467 0.0000 0.0000 0.0000 0.0000 1.2628 0.0000 209.2062 209.2062
13.4500 137.0953 0.0000 -64.6504 0.0000 0.0135 0.0440 0.0000 0.0000 0.0000 0.0000 1.2640 0.0000 208.6496 208.6496
13.5500 134.8512 0.0000 -65.2069 0.0000 0.0129 0.0414 0.0000 0.0000 0.0000 0.0000 1.2652 0.0000 208.0931 208.0931
13.6500 132.6070 0.0000 -65.7635 0.0000 0.0124 0.0390 0.0000 0.0000 0.0000 0.0000 1.2664 0.0000 207.5365 207.5365
13.7500 130.3628 0.0000 -66.3200 0.0000 0.0119 0.0367 0.0000 0.0000 0.0000 0.0000 1.2676 0.0000 206.9800 206.9800
13.8500 128.1187 0.0000 -66.8766 0.0000 0.0114 0.0345 0.0000 0.0000 0.0000 0.0000 1.2688 0.0000 206.4234 206.4234
13.9500 125.8745 0.0000 -67.4331 0.0000 0.0110 0.0325 0.0000 0.0000 0.0000 0.0000 1.2700 0.0000 205.8669 205.8669
14.0500 123.8528 0.0000 -67.8106 0.0000 0.0107 0.0313 0.0000 0.0000 0.0000 0.0000 1.2712 0.0000 205.4894 205.4894
14.1500 121.9731 0.0000 -68.0738 0.0000 0.0107 0.0306 0.0000 0.0000 0.0000 0.0000 1.2724 0.0000 205.2262 205.2262
14.2500 120.0934 0.0000 -68.3369 0.0000 0.0106 0.0299 0.0000 0.0000 0.0000 0.0000 1.2736 0.0000 204.9631 204.9631
14.3500 118.2137 0.0000 -68.6001 0.0000 0.0105 0.0293 0.0000 0.0000 0.0000 0.0000 1.2748 0.0000 204.6999 204.6999
14.4500 116.3340 0.0000 -68.8632 0.0000 0.0104 0.0286 0.0000 0.0000 0.0000 0.0000 1.2760 0.0000 204.4368 204.4368
14.5500 114.4543 0.0000 -69.1264 0.0000 0.0104 0.0280 0.0000 0.0000 0.0000 0.0000 1.2772 0.0000 204.1736 204.1736
14.6500 112.5746 0.0000 -69.3896 0.0000 0.0103 0.0274 0.0000 0.0000 0.0000 0.0000 1.2784 0.0000 203.9104 203.9104
14.7500 110.6949 0.0000 -69.6527 0.0000 0.0102 0.0269 0.0000 0.0000 0.0000 0.0000 1.2796 0.0000 203.6473 203.6473
14.8500 108.8152 0.0000 -69.9159 0.0000 0.0101 0.0263 0.0000 0.0000 0.0000 0.0000 1.2808 0.0000 203.3841 203.3841
14.9500 106.9355 0.0000 -70.1790 0.0000 0.0101 0.0257 0.0000 0.0000 0.0000 0.0000 1.2820 0.0000 203.1210 203.1210
15.0500 105.0558 0.0000 -70.4422 0.0000 0.0100 0.0252 0.0000 0.0000 0.0000 0.0000 1.2832 0.0000 202.8578 202.8578
15.1500 103.1761 0.0000 -70.7053 0.0000 0.0099 0.0247 0.0000 0.0000 0.0000 0.0000 1.2844 0.0000 202.5947 202.5947
15.2500 101.2964 0.0000 -70.9685 0.0000 0.0098 0.0242 0.0000 0.0000 0.0000 0.0000 1.2856 0.0000 202.3315 202.3315
15.3500 99.5594 0.0000 -71.1177 0.0000 0.0098 0.0241 0.0000 0.0000 0.0000 0.0000 1.2868 0.0000 202.1823 202.1823
15.4500 98.1396 0.0000 -71.0136 0.0000 0.0097 0.0248 0.0000 0.0000 0.0000 0.0000 1.2880 0.0000 202.2864 202.2864
15.5500 96.7198 0.0000 -70.9095 0.0000 0.0097 0.0256 0.0000 0.0000 0.0000 0.0000 1.2892 0.0000 202.3905 202.3905
15.6500 95.3001 0.0000 -70.8053 0.0000 0.0096 0.0263 0.0000 0.0000 0.0000 0.0000 1.2904 0.0000 202.4947 202.4947
15.7500 93.8803 0.0000 -70.7012 0.0000 0.0096 0.0272 0.0000 0.0000 0.0000 0.0000 1.2916 0.0000 202.5988 202.5988
15.8500 92.4605 0.0000 -70.5971 0.0000 0.0095 0.0280 0.0000 0.0000 0.0000 0.0000 1.2928 0.0000 202.7029 202.7029
15.9500 91.0407 0.0000 -70.4930 0.0000 0.0094 0.0289 0.0000 0.0000 0.0000 0.0000 1.2940 0.0000 202.8070 202.8070
16.0500 89.6209 0.0000 -70.3889 0.0000 0.0093 0.0298 0.0000 0.0000 0.0000 0.0000 1.2952 0.0000 202.9111 202.9111
16.1500 88.2012 0.0000 -70.2847 0.0000 0.0092 0.0307 0.0000 0.0000 0.0000 0.0000 1.2964 0.0000 203.0152 203.0152
16.2500 86.7814 0.0000 -70.1806 0.0000 0.0091 0.0317 0.0000 0.0000 0.0000 0.0000 1.2976 0.0000 203.1194 203.1194
16.3500 85.3616 0.0000 -70.0765 0.0000 0.0089 0.0327 0.0000 0.0000 0.0000 0.0000 1.2988 0.0000 203.2235 203.2235
16.4500 83.9418 0.0000 -69.9724 0.0000 0.0088 0.0338 0.0000 0.0000 0.0000 0.0000 1.3000 0.0000 203.3276 203.3276
16.5500 82.5220 0.0000 -69.8683 0.0000 0.0086 0.0349 0.0000 0.0000 0.0000 0.0000 1.3012 0.0000 203.4317 203.4317
16.6500 81.1023 0.0000 -69.7642 0.0000 0.0084 0.0361 0.0000 0.0000 0.0000 0.0000 1.3024 0.0000 203.5358 203.5358
16.7500 79.6825 0.0000 -69.6600 0.0000 0.0082 0.0373 0.0000 0.0000 0.0000 0.0000 1.3036 0.0000 203.6399 203.6399
16.8500 78.2627 0.0000 -69.5559 0.0000 0.0080 0.0385 0.0000 0.0000 0.0000 0.0000 1.3048 0.0000 203.7441 203.7441
16.9500 76.8429 0.0000 -69.4518 0.0000 0.0077 0.0398 0.0000 0.0000 0.0000 0.0000 1.3060 0.0000 203.8482 203.8482
17.0500 75.4231 0.0000 -69.3477 0.0000 0.0074 0.0412 0.0000 0.0000 0.0000 0.0000 1.3072 0.0000 203.9523 203.9523
17.1500 74.0033 0.0000 -69.2436 0.0000 0.0071 0.0426 0.0000 0.0000 0.0000 0.0000 1.3084 0.0000 204.0564 204.0564
17.2500 72.5836 0.0000 -69.1395 0.0000 0.0068 0.0441 0.0000 0.0000 0.0000 0.0000 1.3096 0.0000 204.1605 204.1605
17.3500 71.1638 0.0000 -69.0353 0.0000 0.0064 0.0457 0.0000 0.0000 0.0000 0.0000 1.3108 0.0000 204.2646 204.2646
17.4500 69.8237 0.0000 -68.8857 0.0000 0.0061 0.0476 0.0000 0.0000 0.0000 0.0000 1.3120 0.0000 204.4143 204.4143
17.5500 68.8462 0.0000 -68.5289 0.0000 0.0063 0.0508 0.0000 0.0000 0.0000 0.0000 1.3132 0.0000 204.7711 204.7711
17.6500 67.8687 0.0000 -68.1721 0.0000 0.0064 0.0542 0.0000 0.0000 0.0000 0.0000 1.3144 0.0000 205.1279 205.1279
17.7500 66.8912 0.0000 -67.8153 0.0000 0.0065 0.0579 0.0000 0.0000 0.0000 0.0000 1.3156 0.0000 205.4847 205.4847
17.8500 65.9137 0.0000 -67.4585 0.0000 0.0066 0.0618 0.0000 0.0000 0.0000 0.0000 1.3168 0.0000 205.8415 205.8415
