height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9158 36.4507 27.1806 0.2504 4.2729 29.8035 0.0000 0.0000 0.0000 2.4005 2.6009 -0.0445 300.4806 300.2302
0.0500 790.4910 36.3733 26.4001 0.5097 4.2726 28.5744 0.0000 0.0000 0.0000 2.4005 2.6049 -0.0445 299.7001 299.1904
0.1500 781.6415 36.3539 25.4178 1.6070 4.2713 27.2113 0.0000 0.0000 0.0000 4.5566 2.6117 -0.0559 298.7177 297.1107
0.2500 772.7958 36.3097 24.4268 2.3884 4.2683 25.8934 0.0000 0.0000 0.0000 5.3312 2.6208 -0.0761 297.7268 295.3384
0.3500 763.9619 36.2141 23.4375 2.2472 4.2647 24.6358 0.0000 0.0000 0.0000 5.0634 2.6300 -0.0864 296.7375 294.4903
0.4500 755.1279 36.1096 22.4492 2.1069 4.2605 23.4352 0.0000 0.0000 0.0000 4.7808 2.6392 -0.0868 295.7492 293.6423
0.5500 746.4327 35.9952 21.4619 1.9615 4.2560 22.2849 0.0000 0.0000 0.0000 4.4635 2.6487 -0.0873 294.7618 292.8004
0.6500 737.9293 35.8697 20.4755 1.8084 4.2515 21.1814 0.0000 0.0000 0.0000 4.1284 2.6582 -0.0877 293.7755 291.9671
0.7500 729.4259 35.7331 19.4902 1.6565 4.2471 20.1287 0.0000 0.0000 0.0000 3.7968 2.6680 -0.0882 292.7902 291.1337
0.8500 720.9225 35.5855 18.5061 1.5057 4.2427 19.1248 0.0000 0.0000 0.0000 3.4685 2.6778 -0.0886 291.8061 290.3004
0.9500 712.4191 35.4270 17.5230 1.3559 4.2382 18.1674 0.0000 0.0000 0.0000 3.1433 2.6879 -0.0890 290.8230 289.4671
1.0500 703.9156 35.2574 16.5412 1.2075 4.2335 17.2547 0.0000 0.0000 0.0000 2.8503 2.6981 -0.0894 289.8412 288.6337
1.1500 695.6561 35.0791 15.5604 1.0882 4.2288 16.3784 0.0000 0.0000 0.0000 2.6144 2.7083 -0.0893 288.8604 287.7722
1.2500 687.6046 34.8965 14.5802 0.9937 4.2242 15.5381 0.0000 0.0000 0.0000 2.4071 2.7186 -0.0881 287.8802 286.8865
1.3500 679.5530 34.7114 13.6009 0.9000 4.2196 14.7374 0.0000 0.0000 0.0000 2.2036 2.7288 -0.0866 286.9008 286.0008
1.4500 671.5015 34.5238 12.6223 0.8071 4.2149 13.9744 0.0000 0.0000 0.0000 2.0032 2.7390 -0.0852 285.9222 285.1152
1.5500 663.4500 34.3333 11.6444 0.7149 4.2101 13.2476 0.0000 0.0000 0.0000 1.8060 2.7492 -0.0838 284.9444 284.2295
1.6500 655.3985 34.1401 10.6674 0.6235 4.2052 12.5554 0.0000 0.0000 0.0000 1.6027 2.7594 -0.0825 283.9673 283.3438
1.7500 647.4923 33.9429 9.6910 0.5269 4.2001 11.8936 0.0000 0.0000 0.0000 1.3754 2.7695 -0.0809 282.9910 282.4641
1.8500 639.8819 33.7442 8.7155 0.4190 4.1951 11.2583 0.0000 0.0000 0.0000 1.1334 2.7793 -0.0781 282.0155 281.5965
1.9500 632.2716 33.5476 7.7408 0.3119 4.1902 10.6541 0.0000 0.0000 0.0000 0.8941 2.7889 -0.0747 281.0408 280.7289
2.0500 624.6613 33.3529 6.7668 0.2054 4.1854 10.0793 0.0000 0.0000 0.0000 0.6577 2.7982 -0.0713 280.0668 279.8614
2.1500 617.0509 33.1598 5.7935 0.0997 4.1805 9.5327 0.0000 0.0000 0.0000 0.4235 2.8072 -0.0681 279.0935 278.9938
2.2500 609.4406 32.9684 4.8209 -0.0053 4.1756 9.0131 0.0000 0.0000 0.0000 0.1914 2.8160 -0.0649 278.1209 278.1262
2.3500 601.8302 32.7781 3.8490 -0.1096 4.1707 8.5193 0.0000 0.0000 0.0000 -0.0766 2.8244 -0.0618 277.1490 277.2586
2.4500 594.5750 32.5862 2.8777 -0.2538 4.1654 8.0452 0.0000 0.0000 0.0000 -0.3942 2.8327 -0.0590 276.1777 276.4315
2.5500 587.4320 32.3907 1.9073 -0.4100 4.1597 7.5936 0.0000 0.0000 0.0000 -0.7251 2.8407 -0.0566 275.2073 275.6172
2.6500 580.2892 32.1907 0.9377 -0.5653 4.1536 7.1651 0.0000 0.0000 0.0000 -1.0577 2.8485 -0.0543 274.2377 274.8029
2.7500 573.1463 31.9861 -0.0312 -0.7198 4.1471 6.7586 0.0000 0.0000 0.0000 -1.3919 2.8562 -0.0522 273.2688 273.9887
2.8500 566.0035 31.7757 -0.9992 -0.8736 4.1403 6.3731 0.0000 0.0000 0.0000 -1.7276 2.8637 -0.0501 272.3008 273.1744
2.9500 558.8606 31.5604 -1.9664 -1.0266 4.1332 6.0075 0.0000 0.0000 0.0000 -2.0652 2.8710 -0.0482 271.3336 272.3601
3.0500 551.7178 31.3372 -2.9331 -1.1789 4.1259 5.6609 0.0000 0.0000 0.0000 -2.5999 2.8782 -0.0463 270.3669 271.5458
3.1500 544.9433 31.0928 -3.8980 -1.5030 4.1177 5.3293 0.0000 0.0000 0.0000 -3.3933 2.8855 -0.0456 269.4020 270.9050
3.2500 538.2855 30.8169 -4.8602 -1.8793 4.1084 5.0149 0.0000 0.0000 0.0000 -4.2513 2.8930 -0.0461 268.4398 270.3191
3.3500 531.6277 30.5084 -5.8209 -2.2541 4.0985 4.7177 0.0000 0.0000 0.0000 -5.1037 2.9008 -0.0469 267.4791 269.7332
3.4500 524.9700 30.1647 -6.7720 -2.6194 4.0848 4.4394 0.0000 0.0000 0.0000 -6.0019 2.9089 -0.0476 266.5280 269.1473
3.5500 518.3121 29.7840 -7.7654 -3.0268 4.0879 4.1621 0.0040 0.0000 0.0000 -6.7665 2.9173 -0.0482 265.5346 268.5615
3.6500 511.6544 29.3791 -8.5741 -3.2497 4.0171 3.9573 0.0721 0.0000 0.0000 -7.1805 2.9261 -0.0488 264.7259 267.9756
3.7500 504.9966 28.9583 -9.2321 -3.3218 3.8859 3.8069 0.1578 0.0000 0.0000 -7.4067 2.9352 -0.0493 264.0678 267.3897
3.8500 498.4730 28.5232 -9.8663 -3.3636 3.7452 3.6676 0.2822 0.0000 0.0000 -7.5808 2.9446 -0.0496 263.4337 266.7973
3.9500 492.3530 28.0752 -10.5014 -3.3867 3.6046 3.5300 0.4051 0.0000 0.0000 -7.7344 2.9543 -0.0497 262.7986 266.1853
4.0500 486.2331 27.6145 -11.1427 -3.4160 3.4662 3.3954 0.5243 0.0000 0.0000 -7.9051 2.9643 -0.0495 262.1573 265.5733
4.1500 480.1131 27.1399 -11.7913 -3.4526 3.3307 3.2636 0.6393 0.0000 0.0000 -8.0940 2.9746 -0.0493 261.5087 264.9613
4.2500 473.9932 26.6505 -12.4472 -3.4966 3.1980 3.1346 0.7500 0.0000 0.0000 -8.3011 2.9853 -0.0489 260.8528 264.3493
