height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9969 27.2922 22.9518 0.3005 3.9536 21.1125 0.0000 0.0000 0.0000 -9.5219 1.1981 -0.0483 296.2518 295.9513
0.0500 856.1724 26.8072 22.1783 -2.5783 3.9556 20.2313 0.0000 0.0000 0.0000 -9.5219 1.2012 -0.0483 295.4783 298.0566
0.1500 846.5750 26.1548 21.2454 -5.9443 3.9600 19.3005 0.0000 0.0000 0.0000 -13.5084 1.2045 -0.0363 294.5454 300.4897
0.2500 837.0692 25.4932 20.3138 -6.1534 3.9647 18.4079 0.0000 0.0000 0.0000 -14.0102 1.2079 -0.0310 293.6138 299.7673
0.3500 827.5635 24.7990 19.3844 -6.3604 3.9696 17.5549 0.0000 0.0000 0.0000 -14.4879 1.2112 -0.0298 292.6844 299.0448
0.4500 818.2126 24.0698 18.4574 -6.5497 3.9748 16.7369 0.0000 0.0000 0.0000 -14.9345 1.2147 -0.0287 291.7574 298.3070
0.5500 808.9190 23.3026 17.5330 -6.7306 3.9802 15.9548 0.0000 0.0000 0.0000 -15.3675 1.2183 -0.0278 290.8329 297.5635
0.6500 799.6348 22.4930 16.6115 -6.9078 3.9858 15.2083 0.0000 0.0000 0.0000 -15.7894 1.2219 -0.0269 289.9115 296.8193
0.7500 790.5768 21.6388 15.6918 -7.0667 3.9918 14.4907 0.0000 0.0000 0.0000 -16.2007 1.2256 -0.0255 288.9918 296.0584
0.8500 781.5189 20.7375 14.7741 -7.2235 3.9982 13.8053 0.0000 0.0000 0.0000 -16.5645 1.2294 -0.0236 288.0741 295.2976
0.9500 772.5150 19.7902 13.8584 -7.3431 4.0048 13.1498 0.0000 0.0000 0.0000 -16.7764 1.2332 -0.0219 287.1584 294.5015
1.0500 763.6497 18.7970 12.9447 -7.3702 4.0116 12.5216 0.0000 0.0000 0.0000 -16.8759 1.2371 -0.0203 286.2447 293.6150
1.1500 754.7844 17.7482 12.0336 -7.3948 4.0184 11.9224 0.0000 0.0000 0.0000 -16.9904 1.2411 -0.0188 285.3336 292.7285
1.2500 746.0791 16.6300 11.1252 -7.4406 4.0251 11.3484 0.0000 0.0000 0.0000 -17.1488 1.2453 -0.0171 284.4251 291.8658
1.3500 737.5612 15.4254 10.2194 -7.5117 4.0315 10.7984 0.0000 0.0000 0.0000 -17.3267 1.2495 -0.0153 283.5193 291.0310
