height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 859.9973 27.2232 21.9648 0.3128 4.2646 19.8701 0.0000 0.0000 0.0000 -12.2598 1.1410 -0.0377 295.2647 294.9519
0.0500 855.6113 26.6944 21.1922 -3.4422 4.2643 19.0264 0.0000 0.0000 0.0000 -12.2598 1.1434 -0.0377 294.4922 297.9344
0.1500 846.5750 25.9256 20.2741 -7.9019 4.2623 18.1493 0.0000 0.0000 0.0000 -17.1665 1.1468 -0.0316 293.5741 301.4760
0.2500 837.0692 25.1052 19.3617 -8.0539 4.2600 17.3248 0.0000 0.0000 0.0000 -17.5260 1.1504 -0.0341 292.6617 300.7155
0.3500 827.5635 24.2373 18.4553 -8.1998 4.2573 16.5405 0.0000 0.0000 0.0000 -17.9018 1.1543 -0.0350 291.7552 299.9551
0.4500 818.2379 23.3154 17.5553 -8.3538 4.2547 15.7912 0.0000 0.0000 0.0000 -18.3026 1.1586 -0.0356 290.8553 299.2090
0.5500 808.9786 22.3344 16.6622 -8.5061 4.2524 15.0780 0.0000 0.0000 0.0000 -18.6959 1.1632 -0.0359 289.9622 298.4683
0.6500 799.7254 21.2897 15.7768 -8.6501 4.2503 14.4009 0.0000 0.0000 0.0000 -19.0463 1.1683 -0.0357 289.0768 297.7269
0.7500 790.6675 20.1742 14.9003 -8.7658 4.2484 13.7557 0.0000 0.0000 0.0000 -19.3516 1.1737 -0.0354 288.2003 296.9661
0.8500 781.6095 18.9770 14.0339 -8.8713 4.2466 13.1454 0.0000 0.0000 0.0000 -19.6099 1.1798 -0.0348 287.3339 296.2052
0.9500 772.6204 17.6894 13.1789 -8.9427 4.2449 12.5678 0.0000 0.0000 0.0000 -19.7583 1.1864 -0.0338 286.4789 295.4216
1.0500 763.8176 16.2970 12.3368 -8.9397 4.2439 12.0205 0.0000 0.0000 0.0000 -19.8122 1.1939 -0.0324 285.6367 294.5765
1.1500 755.0148 14.7716 11.5104 -8.9211 4.2434 11.5067 0.0000 0.0000 0.0000 -19.8217 1.2023 -0.0305 284.8104 293.7314
1.2500 746.3408 13.0679 10.7035 -8.8806 4.2435 11.0254 0.0000 0.0000 0.0000 -19.7714 1.2120 -0.0278 284.0034 292.8841
1.3500 737.8375 11.0581 9.9250 -8.8087 4.2446 10.5803 0.0000 0.0000 0.0000 -19.5865 1.2235 -0.0240 283.2250 292.0338
1.4500 729.3340 8.2926 9.2328 -8.6506 4.2460 10.2115 0.0000 0.0000 0.0000 -18.8637 1.2420 -0.0181 282.5328 291.1834
1.5500 720.8307 4.4552 8.9285 -8.1046 4.2422 10.1207 0.0000 0.0000 0.0000 -16.6300 1.3011 -0.0094 282.2285 290.3331
1.6500 712.3272 0.7068 9.5732 -6.6095 4.2186 10.7058 0.0000 0.0000 0.0000 -12.4597 1.4641 -0.0013 282.8732 289.4827
1.7500 703.8239 -1.2996 10.9751 -4.3573 4.1731 11.9213 0.0000 0.0000 0.0000 -7.6607 1.7055 -0.0019 284.2751 288.6324
1.8500 695.5691 -1.4869 12.1385 -2.3241 4.1250 13.0502 0.0000 0.0000 0.0000 -3.9774 1.9142 -0.0016 285.4385 287.7626
1.9500 687.5176 -0.9808 12.4997 -1.0773 4.0844 13.5302 0.0000 0.0000 0.0000 -1.8864 2.0524 -0.0008 285.7997 286.8769
2.0500 679.4660 -0.5195 12.2271 -0.4642 4.0484 13.4459 0.0000 0.0000 0.0000 -0.8847 2.1431 -0.0004 285.5271 285.9913
2.1500 671.4146 -0.2431 11.6196 -0.1860 4.0124 13.0653 0.0000 0.0000 0.0000 -0.4389 2.2073 -0.0002 284.9196 285.1056
2.2500 663.3630 -0.1069 10.8538 -0.0662 3.9737 12.5596 0.0000 0.0000 0.0000 -0.2472 2.2547 -0.0001 284.1538 284.2199
2.3500 655.3115 -0.0481 10.0212 -0.0131 3.9307 12.0169 0.0000 0.0000 0.0000 -0.1661 2.2898 -0.0000 283.3212 283.3343
2.4500 647.4140 -0.0255 9.1723 0.0068 3.8826 11.4798 0.0000 0.0000 0.0000 -0.1445 2.3142 -0.0000 282.4723 282.4655
2.5500 639.8152 -0.0172 8.3318 0.0022 3.8290 10.9656 0.0000 0.0000 0.0000 -0.1441 2.3284 -0.0000 281.6318 281.6297
2.6500 632.2164 -0.0134 7.4945 0.0007 3.7701 10.4744 0.0000 0.0000 0.0000 -0.1400 2.3323 -0.0000 280.7945 280.7938
2.7500 624.6177 -0.0111 6.6581 0.0001 3.7056 10.0037 0.0000 0.0000 0.0000 -0.1358 2.3252 -0.0000 279.9581 279.9579
2.8500 617.0189 -0.0096 5.8219 -0.0002 3.6357 9.5523 0.0000 0.0000 0.0000 -0.1334 2.3064 -0.0000 279.1219 279.1221
2.9500 609.4201 -0.0085 4.9852 -0.0010 3.5601 9.1189 0.0000 0.0000 0.0000 -0.1360 2.2746 -0.0000 278.2852 278.2862
3.0500 601.8214 -0.0070 4.1462 -0.0042 3.4787 8.7018 0.0000 0.0000 0.0000 -0.1244 2.2285 -0.0000 277.4462 277.4503
3.1500 594.5692 -0.0049 3.2963 -0.0020 3.3909 8.2906 0.0000 0.0000 0.0000 -0.0938 2.1663 -0.0000 276.5963 276.5983
3.2500 587.4263 -0.0032 2.4407 -0.0004 3.2970 7.8921 0.0000 0.0000 0.0000 -0.0660 2.0844 -0.0000 275.7407 275.7411
3.3500 580.2834 -0.0020 1.5839 -0.0001 3.1976 7.5102 0.0000 0.0000 0.0000 -0.0444 1.9785 -0.0000 274.8839 274.8840
3.4500 573.1406 -0.0011 0.7268 -0.0000 3.0935 7.1447 0.0000 0.0000 0.0000 -0.0274 1.8431 -0.0000 274.0268 274.0269
3.5500 565.9978 -0.0005 -0.1303 -0.0000 2.9854 6.7952 0.0000 0.0000 0.0000 -0.0142 1.6718 -0.0000 273.1697 273.1697
3.6500 558.8549 -0.0001 -0.9874 0.0000 2.8744 6.4611 0.0000 0.0000 0.0000 0.0000 1.4563 -0.0000 272.3126 272.3126
3.7500 551.7120 0.0000 -1.8445 0.0000 2.7617 6.1417 0.0000 0.0000 0.0000 0.0000 1.1860 0.0000 271.4554 271.4554
3.8500 544.9312 0.0000 -2.5366 0.0000 2.5676 5.9053 0.0000 0.0000 0.0000 0.0000 1.1872 0.0000 270.7634 270.7634
3.9500 538.2645 0.0000 -3.1766 0.0000 2.3636 5.6983 0.0000 0.0000 0.0000 0.0000 1.1884 0.0000 270.1234 270.1234
4.0500 531.5978 0.0000 -3.8166 0.0000 2.1706 5.4981 0.0000 0.0000 0.0000 0.0000 1.1896 0.0000 269.4834 269.4834
4.1500 524.9312 0.0000 -4.4566 0.0000 1.9880 5.3043 0.0000 0.0000 0.0000 0.0000 1.1908 0.0000 268.8434 268.8434
4.2500 518.2645 0.0000 -5.0966 0.0000 1.8155 5.1170 0.0000 0.0000 0.0000 0.0000 1.1920 0.0000 268.2034 268.2034
4.3500 511.5979 0.0000 -5.7366 0.0000 1.6525 4.9358 0.0000 0.0000 0.0000 0.0000 1.1932 0.0000 267.5634 267.5634
4.4500 504.9312 0.0000 -6.3766 0.0000 1.4986 4.7605 0.0000 0.0000 0.0000 0.0000 1.1944 0.0000 266.9234 266.9234
4.5500 498.4030 0.0000 -7.0033 0.0000 1.3461 4.5946 0.0000 0.0000 0.0000 0.0000 1.1956 0.0000 266.2967 266.2967
4.6500 492.2680 0.0000 -7.5923 0.0000 1.1819 4.4436 0.0000 0.0000 0.0000 0.0000 1.1968 0.0000 265.7077 265.7077
4.7500 486.1331 0.0000 -8.1812 0.0000 1.0270 4.2972 0.0000 0.0000 0.0000 0.0000 1.1980 0.0000 265.1187 265.1187
4.8500 479.9980 0.0000 -8.7702 0.0000 0.8809 4.1554 0.0000 0.0000 0.0000 0.0000 1.1992 0.0000 264.5298 264.5298
4.9500 473.8631 0.0000 -9.3592 0.0000 0.7433 4.0180 0.0000 0.0000 0.0000 0.0000 1.2004 0.0000 263.9408 263.9408
5.0500 467.7281 0.0000 -9.9481 0.0000 0.6138 3.8849 0.0000 0.0000 0.0000 0.0000 1.2016 0.0000 263.3519 263.3519
5.1500 461.5931 0.0000 -10.5370 0.0000 0.4921 3.7559 0.0000 0.0000 0.0000 0.0000 1.2028 0.0000 262.7629 262.7629
5.2500 455.4581 0.0000 -11.1260 0.0000 0.3777 3.6310 0.0000 0.0000 0.0000 0.0000 1.2040 0.0000 262.1740 262.1740
5.3500 449.3802 0.0000 -11.7380 0.0000 0.2794 3.5031 0.0000 0.0000 0.0000 0.0000 1.2052 0.0000 261.5620 261.5620
5.4500 443.7622 0.0000 -12.5358 0.0000 0.2577 3.3252 0.0000 0.0000 0.0000 0.0000 1.2064 0.0000 260.7642 260.7642
5.5500 438.1443 0.0000 -13.3335 0.0000 0.2375 3.1555 0.0000 0.0000 0.0000 0.0000 1.2076 0.0000 259.9665 259.9665
5.6500 432.5263 0.0000 -14.1313 0.0000 0.2186 2.9936 0.0000 0.0000 0.0000 0.0000 1.2088 0.0000 259.1687 259.1687
5.7500 426.9083 0.0000 -14.9290 0.0000 0.2009 2.8392 0.0000 0.0000 0.0000 0.0000 1.2100 0.0000 258.3710 258.3710
5.8500 421.2903 0.0000 -15.7268 0.0000 0.1844 2.6920 0.0000 0.0000 0.0000 0.0000 1.2112 0.0000 257.5732 257.5732
5.9500 415.6724 0.0000 -16.5245 0.0000 0.1691 2.5516 0.0000 0.0000 0.0000 0.0000 1.2124 0.0000 256.7755 256.7755
6.0500 410.0544 0.0000 -17.3223 0.0000 0.1548 2.4179 0.0000 0.0000 0.0000 0.0000 1.2136 0.0000 255.9777 255.9777
6.1500 404.4364 0.0000 -18.1200 0.0000 0.1415 2.2905 0.0000 0.0000 0.0000 0.0000 1.2148 0.0000 255.1800 255.1800
6.2500 398.9280 0.0000 -18.8979 0.0000 0.1303 2.1723 0.0000 0.0000 0.0000 0.0000 1.2160 0.0000 254.4021 254.4021
6.3500 393.8312 0.0000 -19.6013 0.0000 0.1243 2.0708 0.0000 0.0000 0.0000 0.0000 1.2172 0.0000 253.6987 253.6987
6.4500 388.7344 0.0000 -20.3047 0.0000 0.1184 1.9737 0.0000 0.0000 0.0000 0.0000 1.2184 0.0000 252.9953 252.9953
6.5500 383.6375 0.0000 -21.0080 0.0000 0.1128 1.8806 0.0000 0.0000 0.0000 0.0000 1.2196 0.0000 252.2920 252.2920
6.6500 378.5407 0.0000 -21.7114 0.0000 0.1075 1.7916 0.0000 0.0000 0.0000 0.0000 1.2208 0.0000 251.5886 251.5886
6.7500 373.4438 0.0000 -22.4147 0.0000 0.1024 1.7064 0.0000 0.0000 0.0000 0.0000 1.2220 0.0000 250.8852 250.8852
6.8500 368.3470 0.0000 -23.1181 0.0000 0.0975 1.6249 0.0000 0.0000 0.0000 0.0000 1.2232 0.0000 250.1819 250.1819
6.9500 363.2502 0.0000 -23.8215 0.0000 0.0928 1.5470 0.0000 0.0000 0.0000 0.0000 1.2244 0.0000 249.4785 249.4785
7.0500 358.1533 0.0000 -24.5248 0.0000 0.0884 1.4725 0.0000 0.0000 0.0000 0.0000 1.2256 0.0000 248.7751 248.7751
7.1500 353.0565 0.0000 -25.2282 0.0000 0.0841 1.4013 0.0000 0.0000 0.0000 0.0000 1.2268 0.0000 248.0718 248.0718
7.2500 348.1804 0.0000 -25.9084 0.0000 0.0801 1.3353 0.0000 0.0000 0.0000 0.0000 1.2280 0.0000 247.3916 247.3916
7.3500 343.6349 0.0000 -26.5538 0.0000 0.0765 1.2749 0.0000 0.0000 0.0000 0.0000 1.2292 0.0000 246.7462 246.7462
7.4500 339.0895 0.0000 -27.1993 0.0000 0.0730 1.2171 0.0000 0.0000 0.0000 0.0000 1.2304 0.0000 246.1007 246.1007
