height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 793.9167 23.9812 8.2718 0.3643 6.8230 8.7707 0.0000 0.0000 0.0000 -15.3270 0.7251 -0.0293 281.5718 281.2075
0.0500 789.5388 23.3965 7.5108 -3.4151 6.8224 8.3687 0.0000 0.0000 0.0000 -15.3270 0.7276 -0.0293 280.8108 284.2259
0.1500 780.7831 22.0723 6.6870 -10.2758 6.8121 7.9933 0.0000 0.0000 0.0000 -27.1687 0.7323 -0.0469 279.9870 290.2628
0.2500 771.9901 20.2483 5.9995 -14.7097 6.7605 7.7066 0.0000 0.0000 0.0000 -31.5474 0.7388 -0.0636 279.2995 294.0092
0.3500 763.1249 18.1964 5.3529 -14.6471 6.7027 7.4513 0.0000 0.0000 0.0000 -31.4605 0.7463 -0.0665 278.6529 293.3000
0.4500 754.2596 15.8971 4.7554 -14.5354 6.6372 7.2289 0.0000 0.0000 0.0000 -31.1947 0.7551 -0.0610 278.0554 292.5908
0.5500 745.5748 13.1991 4.2153 -14.3098 6.5630 7.0396 0.0000 0.0000 0.0000 -30.5862 0.7656 -0.0518 277.5153 291.8252
0.6500 737.0569 9.4506 3.8209 -13.8866 6.4679 6.9250 0.0000 0.0000 0.0000 -28.9456 0.7818 -0.0363 277.1209 291.0074
0.7500 728.5391 4.4331 4.1626 -12.7272 6.2685 7.1792 0.0000 0.0000 0.0000 -24.4878 0.8386 -0.0155 277.4626 290.1897
0.8500 720.0211 0.1504 6.3100 -9.7620 5.8250 8.4519 0.0000 0.0000 0.0000 -16.7554 0.9999 -0.0004 279.6100 289.3720
0.9500 711.5033 -1.5413 9.5859 -5.6684 5.2495 10.7277 0.0000 0.0000 0.0000 -8.9603 1.2226 -0.0030 282.8859 288.5543
1.0500 702.9855 -1.3433 11.7566 -2.6800 4.7913 12.5823 0.0000 0.0000 0.0000 -4.0131 1.4001 -0.0018 285.0566 287.7366
1.1500 694.7620 -0.7771 12.4508 -1.1754 4.4791 13.3423 0.0000 0.0000 0.0000 -1.6176 1.5167 -0.0008 285.7508 286.9262
1.2500 686.6974 -0.3648 12.3261 -0.4937 4.2475 13.3899 0.0000 0.0000 0.0000 -0.5633 1.5970 -0.0003 285.6261 286.1197
1.3500 678.6329 -0.1428 11.8163 -0.1969 4.0550 13.0959 0.0000 0.0000 0.0000 -0.1309 1.6565 -0.0001 285.1163 285.3133
1.4500 670.5684 -0.0440 11.1331 -0.0738 3.8819 12.6591 0.0000 0.0000 0.0000 0.0254 1.7022 -0.0000 284.4330 284.5068
1.5500 662.5040 -0.0073 10.3753 -0.0251 3.7192 12.1741 0.0000 0.0000 0.0000 0.0674 1.7368 -0.0000 283.6753 283.7004
1.6500 654.4394 0.0034 9.5887 -0.0052 3.5628 11.6829 0.0000 0.0000 0.0000 0.0693 1.7610 -0.0000 282.8887 282.8939
1.7500 646.5790 0.0053 8.7952 0.0009 3.4103 11.2009 0.0000 0.0000 0.0000 0.0625 1.7750 -0.0000 282.0952 282.0942
1.8500 638.9687 0.0048 8.0030 0.0003 3.2609 10.7337 0.0000 0.0000 0.0000 0.0557 1.7780 -0.0000 281.3030 281.3027
1.9500 631.3583 0.0039 7.2114 0.0002 3.1145 10.2845 0.0000 0.0000 0.0000 0.0489 1.7692 -0.0000 280.5114 280.5113
2.0500 623.7480 0.0031 6.4200 0.0002 2.9709 9.8525 0.0000 0.0000 0.0000 0.0421 1.7472 -0.0000 279.7200 279.7198
2.1500 616.1376 0.0025 5.6292 0.0009 2.8300 9.4373 0.0000 0.0000 0.0000 0.0373 1.7102 -0.0000 278.9292 278.9283
2.2500 608.5273 0.0024 4.8402 0.0033 2.6917 9.0392 0.0000 0.0000 0.0000 0.0432 1.6561 -0.0000 278.1402 278.1368
2.3500 600.9169 0.0020 4.0591 0.0137 2.5555 8.6612 0.0000 0.0000 0.0000 0.0392 1.5822 -0.0000 277.3591 277.3454
2.4500 593.7178 0.0012 3.3139 0.0047 2.4212 8.3131 0.0000 0.0000 0.0000 0.0224 1.4853 -0.0000 276.6139 276.6092
2.5500 586.5749 0.0007 2.5816 0.0010 2.2887 7.9844 0.0000 0.0000 0.0000 0.0145 1.3611 -0.0000 275.8816 275.8806
2.6500 579.4320 0.0004 1.8523 0.0002 2.1583 7.6692 0.0000 0.0000 0.0000 0.0092 1.2040 -0.0000 275.1523 275.1521
2.7500 572.2892 0.0000 1.1235 0.0000 2.0299 7.3656 0.0000 0.0000 0.0000 0.0000 1.0068 -0.0000 274.4235 274.4235
2.8500 565.1464 0.0000 0.3949 0.0000 1.9033 7.0731 0.0000 0.0000 0.0000 0.0000 0.7593 0.0000 273.6949 273.6949
2.9500 558.0035 0.0000 -0.3336 0.0000 1.7983 6.7912 0.0000 0.0000 0.0000 0.0000 0.7605 0.0000 272.9663 272.9663
3.0500 550.8606 0.0000 -1.0622 0.0000 1.6985 6.5196 0.0000 0.0000 0.0000 0.0000 0.7617 0.0000 272.2378 272.2378
3.1500 544.1522 0.0000 -1.7933 0.0000 1.5670 6.2517 0.0000 0.0000 0.0000 0.0000 0.7629 0.0000 271.5067 271.5067
3.2500 537.5032 0.0000 -2.5246 0.0000 1.4384 5.9931 0.0000 0.0000 0.0000 0.0000 0.7641 0.0000 270.7754 270.7754
3.3500 530.8543 0.0000 -3.2560 0.0000 1.3175 5.7441 0.0000 0.0000 0.0000 0.0000 0.7653 0.0000 270.0440 270.0440
3.4500 524.2053 0.0000 -3.9874 0.0000 1.2040 5.5046 0.0000 0.0000 0.0000 0.0000 0.7665 0.0000 269.3126 269.3126
3.5500 517.5564 0.0000 -4.7188 0.0000 1.0975 5.2741 0.0000 0.0000 0.0000 0.0000 0.7677 0.0000 268.5812 268.5812
3.6500 510.9075 0.0000 -5.4502 0.0000 0.9976 5.0525 0.0000 0.0000 0.0000 0.0000 0.7689 0.0000 267.8498 267.8498
3.7500 504.2585 0.0000 -6.1815 0.0000 0.9041 4.8393 0.0000 0.0000 0.0000 0.0000 0.7701 0.0000 267.1184 267.1184
3.8500 497.7917 0.0000 -6.8797 0.0000 0.8135 4.6447 0.0000 0.0000 0.0000 0.0000 0.7713 0.0000 266.4203 266.4203
3.9500 491.6492 0.0000 -7.5185 0.0000 0.7233 4.4749 0.0000 0.0000 0.0000 0.0000 0.7725 0.0000 265.7815 265.7815
