height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9158 38.8832 27.1652 0.2350 4.2721 29.7753 0.0000 0.0000 0.0000 2.3741 3.1540 -0.0396 300.4651 300.2302
0.0500 790.4910 38.8214 26.3874 0.4970 4.2718 28.5521 0.0000 0.0000 0.0000 2.3741 3.1578 -0.0396 299.6874 299.1904
0.1500 781.6415 38.8161 25.4066 1.5959 4.2708 27.1925 0.0000 0.0000 0.0000 4.5356 3.1642 -0.0497 298.7066 297.1107
0.2500 772.7958 38.7950 24.4190 2.3806 4.2684 25.8808 0.0000 0.0000 0.0000 5.3172 3.1728 -0.0677 297.7190 295.3384
0.3500 763.9619 38.7298 23.4326 2.2422 4.2656 24.6282 0.0000 0.0000 0.0000 5.0560 3.1815 -0.0770 296.7326 294.4903
0.4500 755.1279 38.6561 22.4470 2.1047 4.2623 23.4319 0.0000 0.0000 0.0000 4.7796 3.1903 -0.0776 295.7469 293.6423
0.5500 746.4327 38.5730 21.4621 1.9617 4.2588 22.2853 0.0000 0.0000 0.0000 4.4680 3.1993 -0.0783 294.7621 292.8004
0.6500 737.9293 38.4793 20.4780 1.8109 4.2553 21.1848 0.0000 0.0000 0.0000 4.1380 3.2083 -0.0789 293.7780 291.9671
0.7500 729.4259 38.3751 19.4948 1.6610 4.2518 20.1346 0.0000 0.0000 0.0000 3.8110 3.2176 -0.0796 292.7947 291.1337
0.8500 720.9225 38.2605 18.5124 1.5120 4.2483 19.1326 0.0000 0.0000 0.0000 3.4869 3.2269 -0.0802 291.8124 290.3004
0.9500 712.4191 38.1355 17.5309 1.3638 4.2447 18.1767 0.0000 0.0000 0.0000 3.1655 3.2364 -0.0808 290.8309 289.4671
1.0500 703.9156 38.0000 16.5505 1.2167 4.2410 17.2651 0.0000 0.0000 0.0000 2.8756 3.2461 -0.0814 289.8505 288.6337
1.1500 695.6561 37.8562 15.5707 1.0985 4.2372 16.3895 0.0000 0.0000 0.0000 2.6426 3.2558 -0.0815 288.8707 287.7722
1.2500 687.6046 37.7077 14.5915 1.0050 4.2335 15.5498 0.0000 0.0000 0.0000 2.4378 3.2656 -0.0808 287.8915 286.8865
1.3500 679.5530 37.5561 13.6129 0.9121 4.2298 14.7493 0.0000 0.0000 0.0000 2.2362 3.2752 -0.0797 286.9129 286.0008
1.4500 671.5015 37.4014 12.6350 0.8198 4.2260 13.9864 0.0000 0.0000 0.0000 2.0376 3.2849 -0.0787 285.9350 285.1152
1.5500 663.4500 37.2435 11.6577 0.7281 4.2222 13.2595 0.0000 0.0000 0.0000 1.8417 3.2946 -0.0777 284.9576 284.2295
1.6500 655.3985 37.0822 10.6809 0.6371 4.2182 12.5670 0.0000 0.0000 0.0000 1.6395 3.3043 -0.0768 283.9809 283.3438
1.7500 647.4923 36.9168 9.7049 0.5407 4.2141 11.9048 0.0000 0.0000 0.0000 1.4131 3.3139 -0.0755 283.0049 282.4641
1.8500 639.8819 36.7491 8.7293 0.4328 4.2101 11.2691 0.0000 0.0000 0.0000 1.1714 3.3232 -0.0733 282.0293 281.5965
1.9500 632.2716 36.5821 7.7545 0.3256 4.2061 10.6642 0.0000 0.0000 0.0000 0.9323 3.3324 -0.0703 281.0545 280.7289
2.0500 624.6613 36.4158 6.7803 0.2189 4.2022 10.0888 0.0000 0.0000 0.0000 0.6956 3.3412 -0.0674 280.0803 279.8614
2.1500 617.0509 36.2500 5.8066 0.1129 4.1982 9.5415 0.0000 0.0000 0.0000 0.4609 3.3498 -0.0646 279.1066 278.9938
2.2500 609.4406 36.0847 4.8335 0.0073 4.1942 9.0212 0.0000 0.0000 0.0000 0.2280 3.3582 -0.0619 278.1335 278.1262
2.3500 601.8302 35.9196 3.8611 -0.0976 4.1902 8.5267 0.0000 0.0000 0.0000 -0.0412 3.3662 -0.0592 277.1610 277.2586
2.4500 594.5750 35.7522 2.8890 -0.2425 4.1858 8.0517 0.0000 0.0000 0.0000 -0.3604 3.3741 -0.0568 276.1890 276.4315
2.5500 587.4320 35.5809 1.9176 -0.3997 4.1812 7.5993 0.0000 0.0000 0.0000 -0.6933 3.3818 -0.0547 275.2176 275.6172
2.6500 580.2892 35.4047 0.9470 -0.5560 4.1761 7.1700 0.0000 0.0000 0.0000 -1.0278 3.3893 -0.0527 274.2470 274.8029
2.7500 573.1463 35.2239 -0.0229 -0.7116 4.1708 6.7627 0.0000 0.0000 0.0000 -1.3643 3.3967 -0.0508 273.2770 273.9887
2.8500 566.0035 35.0372 -0.9923 -0.8667 4.1652 6.3763 0.0000 0.0000 0.0000 -1.7027 3.4039 -0.0490 272.3077 273.1744
2.9500 558.8606 34.8456 -1.9609 -1.0211 4.1593 6.0100 0.0000 0.0000 0.0000 -2.0432 3.4110 -0.0473 271.3391 272.3601
3.0500 551.7178 34.6464 -2.9290 -1.1749 4.1533 5.6627 0.0000 0.0000 0.0000 -2.5814 3.4178 -0.0457 270.3709 271.5458
3.1500 544.9433 34.4281 -3.8958 -1.5008 4.1466 5.3302 0.0000 0.0000 0.0000 -3.3791 3.4248 -0.0451 269.4042 270.9050
3.2500 538.2855 34.1810 -4.8603 -1.8794 4.1389 5.0149 0.0000 0.0000 0.0000 -4.2432 3.4321 -0.0457 268.4397 270.3191
3.3500 531.6277 33.9052 -5.8243 -2.2575 4.1310 4.7165 0.0000 0.0000 0.0000 -5.1004 3.4396 -0.0465 267.4757 269.7332
3.4500 524.9700 33.5974 -6.7764 -2.6238 4.1185 4.4379 0.0000 0.0000 0.0000 -6.0179 3.4473 -0.0473 266.5236 269.1473
3.5500 518.3121 33.2567 -7.7858 -3.0472 4.1288 4.1555 0.0047 0.0000 0.0000 -6.7541 3.4553 -0.0481 265.5142 268.5615
3.6500 511.6544 32.8971 -8.5485 -3.2241 4.0403 3.9653 0.0910 0.0000 0.0000 -7.1103 3.4636 -0.0487 264.7515 267.9756
3.7500 504.9966 32.5247 -9.1924 -3.2821 3.9042 3.8189 0.1932 0.0000 0.0000 -7.3189 3.4722 -0.0494 264.1076 267.3897
3.8500 498.4730 32.1404 -9.8239 -3.3212 3.7631 3.6800 0.3076 0.0000 0.0000 -7.4854 3.4811 -0.0499 263.4761 266.7973
3.9500 492.3530 31.7456 -10.4574 -3.3427 3.6226 3.5424 0.4339 0.0000 0.0000 -7.6377 3.4902 -0.0502 262.8426 266.1853
4.0500 486.2331 31.3404 -11.0970 -3.3703 3.4844 3.4079 0.5595 0.0000 0.0000 -7.8068 3.4996 -0.0502 262.2030 265.5733
4.1500 480.1131 30.9239 -11.7438 -3.4051 3.3490 3.2761 0.6771 0.0000 0.0000 -7.9932 3.5092 -0.0502 261.5562 264.9613
4.2500 473.9932 30.4953 -12.3979 -3.4472 3.2164 3.1472 0.7921 0.0000 0.0000 -8.1982 3.5191 -0.0502 260.9021 264.3493
4.3500 467.8732 30.0535 -13.0594 -3.4967 3.0869 3.0211 0.9030 0.0000 0.0000 -8.4215 3.5293 -0.0501 260.2406 263.7373
4.4500 461.7533 29.5980 -13.7280 -3.5533 2.9603 2.8980 1.0098 0.0000 0.0000 -8.6628 3.5398 -0.0499 259.5720 263.1253
4.5500 455.6333 29.1267 -14.4039 -3.6172 2.8367 2.7778 1.1125 0.0000 0.0000 -8.9078 3.5505 -0.0496 258.8961 262.5133
4.6500 449.5538 28.6418 -15.0869 -3.6762 2.7163 2.6604 1.2108 0.0000 0.0000 -8.9927 3.5616 -0.0492 258.2130 261.8893
4.7500 443.9421 28.1546 -15.7738 -3.5999 2.5976 2.5440 1.3078 0.0000 0.0000 -8.9294 3.5725 -0.0475 257.5262 261.1261
4.8500 438.3304 27.6713 -16.4669 -3.5299 2.4819 2.4310 1.4023 0.0000 0.0000 -8.8802 3.5832 -0.0446 256.8330 260.3629
4.9500 432.7188 27.1912 -17.1670 -3.4668 2.3694 2.3212 1.4942 0.0000 0.0000 -8.8458 3.5935 -0.0419 256.1330 259.5997
5.0500 427.1071 26.7134 -17.8742 -3.4107 2.2602 2.2145 1.5833 0.0000 0.0000 -8.8265 3.6036 -0.0392 255.4258 258.8365
5.1500 421.4954 26.2371 -18.5885 -3.3618 2.1542 2.1111 1.6697 0.0000 0.0000 -8.8225 3.6134 -0.0367 254.7115 258.0734
5.2500 415.8837 25.7614 -19.3098 -3.3200 2.0516 2.0108 1.7534 0.0000 0.0000 -8.8340 3.6230 -0.0342 253.9901 257.3102
5.3500 410.2721 25.2854 -20.0383 -3.2853 1.9521 1.9136 1.8345 0.0000 0.0000 -8.8609 3.6322 -0.0319 253.2617 256.5470
5.4500 404.6604 24.8080 -20.7739 -3.2577 1.8560 1.8196 1.9129 0.0000 0.0000 -8.8923 3.6412 -0.0296 252.5261 255.7838
5.5500 399.1369 24.3299 -21.5159 -3.2278 1.7629 1.7285 1.9889 0.0000 0.0000 -8.8750 3.6499 -0.0274 251.7841 255.0119
5.6500 394.0452 23.8543 -22.2625 -3.1597 1.6718 1.6390 2.0639 0.0000 0.0000 -8.8188 3.6581 -0.0250 251.0375 254.1972
5.7500 388.9536 23.3819 -23.0157 -3.0983 1.5837 1.5528 2.1370 0.0000 0.0000 -8.7768 3.6658 -0.0225 250.2843 253.3826
5.8500 383.8619 22.9115 -23.7761 -3.0440 1.4988 1.4698 2.2079 0.0000 0.0000 -8.7498 3.6731 -0.0202 249.5239 252.5679
