height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9969 27.2600 22.9522 0.3008 3.9537 21.1130 0.0000 0.0000 0.0000 -9.5208 1.1938 -0.0484 296.2522 295.9513
0.0500 856.1724 26.7740 22.1787 -2.5779 3.9556 20.2318 0.0000 0.0000 0.0000 -9.5208 1.1970 -0.0484 295.4787 298.0566
0.1500 846.5750 26.1205 21.2460 -5.9437 3.9600 19.3012 0.0000 0.0000 0.0000 -13.5070 1.2003 -0.0364 294.5460 300.4897
0.2500 837.0692 25.4578 20.3146 -6.1527 3.9647 18.4088 0.0000 0.0000 0.0000 -14.0083 1.2036 -0.0311 293.6146 299.7673
0.3500 827.5635 24.7624 19.3853 -6.3595 3.9697 17.5560 0.0000 0.0000 0.0000 -14.4856 1.2070 -0.0298 292.6853 299.0448
0.4500 818.2126 24.0321 18.4585 -6.5486 3.9749 16.7381 0.0000 0.0000 0.0000 -14.9319 1.2104 -0.0288 291.7585 298.3070
0.5500 808.9190 23.2635 17.5342 -6.7293 3.9804 15.9561 0.0000 0.0000 0.0000 -15.3644 1.2140 -0.0279 290.8342 297.5635
0.6500 799.6348 22.4525 16.6130 -6.9063 3.9860 15.2098 0.0000 0.0000 0.0000 -15.7858 1.2177 -0.0269 289.9130 296.8193
0.7500 790.5768 21.5966 15.6935 -7.0649 3.9920 14.4923 0.0000 0.0000 0.0000 -16.1966 1.2214 -0.0255 288.9935 296.0584
0.8500 781.5189 20.6936 14.7760 -7.2216 3.9984 13.8070 0.0000 0.0000 0.0000 -16.5600 1.2251 -0.0237 288.0760 295.2976
0.9500 772.5150 19.7443 13.8605 -7.3410 4.0051 13.1516 0.0000 0.0000 0.0000 -16.7714 1.2289 -0.0219 287.1605 294.5015
1.0500 763.6497 18.7488 12.9471 -7.3679 4.0118 12.5236 0.0000 0.0000 0.0000 -16.8703 1.2328 -0.0203 286.2471 293.6150
1.1500 754.7844 17.6975 12.0363 -7.3922 4.0187 11.9245 0.0000 0.0000 0.0000 -16.9840 1.2369 -0.0188 285.3363 292.7285
1.2500 746.0791 16.5761 11.1281 -7.4377 4.0254 11.3507 0.0000 0.0000 0.0000 -17.1416 1.2411 -0.0171 284.4281 291.8658
1.3500 737.5612 15.3675 10.2227 -7.5083 4.0319 10.8009 0.0000 0.0000 0.0000 -17.3187 1.2453 -0.0153 283.5227 291.0310
1.4500 729.0433 14.0471 9.3212 -7.5750 4.0381 10.2776 0.0000 0.0000 0.0000 -17.4846 1.2497 -0.0133 282.6212 290.1962
1.5500 720.5255 12.5728 8.4253 -7.6362 4.0440 9.7808 0.0000 0.0000 0.0000 -17.6327 1.2543 -0.0113 281.7253 289.3615
1.6500 712.0075 10.8422 7.5392 -7.6875 4.0499 9.3119 0.0000 0.0000 0.0000 -17.7210 1.2593 -0.0093 280.8392 288.5267
1.7500 703.4896 8.4761 6.6959 -7.6961 4.0551 8.8896 0.0000 0.0000 0.0000 -17.4817 1.2661 -0.0069 279.9959 287.6920
1.8500 695.2394 5.0341 6.1072 -7.4572 4.0538 8.6339 0.0000 0.0000 0.0000 -16.0555 1.2845 -0.0036 279.4072 286.8644
1.9500 687.1749 1.3356 6.3219 -6.4199 4.0278 8.8690 0.0000 0.0000 0.0000 -12.6762 1.3401 -0.0008 279.6219 286.0418
2.0500 679.1104 -0.9085 7.4485 -4.4708 3.9706 9.7088 0.0000 0.0000 0.0000 -8.1607 1.4361 -0.0004 280.7485 285.2193
2.1500 671.0458 -1.3246 8.6435 -2.4532 3.9065 10.6734 0.0000 0.0000 0.0000 -4.3416 1.5326 -0.0003 281.9435 284.3967
2.2500 662.9813 -0.9209 9.1410 -1.1331 3.8534 11.1814 0.0000 0.0000 0.0000 -2.0501 1.6057 -0.0001 282.4410 283.5741
2.3500 654.9169 -0.4947 8.9877 -0.4639 3.8098 11.2030 0.0000 0.0000 0.0000 -0.9248 1.6609 -0.0001 282.2877 282.7515
2.4500 647.0295 -0.2327 8.4863 -0.1667 3.7701 10.9573 0.0000 0.0000 0.0000 -0.4456 1.7066 -0.0000 281.7863 281.9529
2.5500 639.4192 -0.1041 7.8317 -0.0603 3.7310 10.5995 0.0000 0.0000 0.0000 -0.2633 1.7482 -0.0000 281.1317 281.1919
2.6500 631.8088 -0.0486 7.1107 -0.0202 3.6910 10.2052 0.0000 0.0000 0.0000 -0.1882 1.7883 -0.0000 280.4107 280.4309
2.7500 624.1985 -0.0262 6.3633 -0.0066 3.6488 9.8062 0.0000 0.0000 0.0000 -0.1562 1.8272 -0.0000 279.6633 279.6699
2.8500 616.5882 -0.0175 5.6054 -0.0034 3.6036 9.4146 0.0000 0.0000 0.0000 -0.1442 1.8641 -0.0000 278.9054 278.9088
2.9500 608.9778 -0.0141 4.8416 -0.0061 3.5547 9.0334 0.0000 0.0000 0.0000 -0.1538 1.8972 -0.0000 278.1416 278.1478
3.0500 601.3674 -0.0113 4.0664 -0.0204 3.5017 8.6591 0.0000 0.0000 0.0000 -0.1451 1.9244 -0.0000 277.3664 277.3867
3.1500 594.1406 -0.0081 3.2499 -0.0087 3.4440 8.2691 0.0000 0.0000 0.0000 -0.1101 1.9433 -0.0000 276.5499 276.5586
3.2500 586.9977 -0.0058 2.4137 -0.0020 3.3815 7.8826 0.0000 0.0000 0.0000 -0.0880 1.9514 -0.0000 275.7137 275.7157
3.3500 579.8549 -0.0044 1.5724 -0.0004 3.3142 7.5096 0.0000 0.0000 0.0000 -0.0752 1.9464 -0.0000 274.8724 274.8729
3.4500 572.7120 -0.0034 0.7301 0.0001 3.2420 7.1518 0.0000 0.0000 0.0000 -0.0652 1.9255 -0.0000 274.0301 274.0300
3.5500 565.5692 -0.0024 -0.1119 0.0009 3.1651 6.8096 0.0000 0.0000 0.0000 -0.0534 1.8854 -0.0000 273.1880 273.1872
3.6500 558.4263 -0.0010 -0.9511 0.0046 3.0832 6.4835 0.0000 0.0000 0.0000 -0.0213 1.8226 -0.0000 272.3489 272.3443
3.7500 551.2834 -0.0003 -1.7744 0.0241 2.9962 6.1787 0.0000 0.0000 0.0000 -0.0050 1.7328 -0.0000 271.5256 271.5015
3.8500 544.5385 -0.0004 -2.5091 0.0089 2.9034 5.9218 0.0000 0.0000 0.0000 -0.0129 1.6105 -0.0000 270.7909 270.7820
3.9500 537.8807 -0.0000 -3.2090 0.0014 2.8059 5.6885 0.0000 0.0000 0.0000 0.0000 1.4498 -0.0000 270.0910 270.0896
4.0500 531.2229 0.0000 -3.9028 0.0000 2.7056 5.4662 0.0000 0.0000 0.0000 0.0000 1.2424 0.0000 269.3972 269.3972
4.1500 524.5651 0.0000 -4.5952 0.0000 2.5718 5.2523 0.0000 0.0000 0.0000 0.0000 1.2436 0.0000 268.7048 268.7048
4.2500 517.9073 0.0000 -5.2876 0.0000 2.4440 5.0462 0.0000 0.0000 0.0000 0.0000 1.2448 0.0000 268.0124 268.0124
4.3500 511.2495 0.0000 -5.9800 0.0000 2.3219 4.8474 0.0000 0.0000 0.0000 0.0000 1.2460 0.0000 267.3199 267.3199
4.4500 504.5917 0.0000 -6.6725 0.0000 2.2054 4.6559 0.0000 0.0000 0.0000 0.0000 1.2472 0.0000 266.6275 266.6275
4.5500 498.0915 0.0000 -7.3485 0.0000 2.0625 4.4756 0.0000 0.0000 0.0000 0.0000 1.2484 0.0000 265.9515 265.9515
4.6500 491.9415 0.0000 -7.9881 0.0000 1.8594 4.3109 0.0000 0.0000 0.0000 0.0000 1.2496 0.0000 265.3119 265.3119
4.7500 485.7914 0.0000 -8.6277 0.0000 1.6682 4.1519 0.0000 0.0000 0.0000 0.0000 1.2508 0.0000 264.6723 264.6723
4.8500 479.6414 0.0000 -9.2673 0.0000 1.4885 3.9983 0.0000 0.0000 0.0000 0.0000 1.2520 0.0000 264.0327 264.0327
4.9500 473.4913 0.0000 -9.9069 0.0000 1.3196 3.8499 0.0000 0.0000 0.0000 0.0000 1.2532 0.0000 263.3931 263.3931
5.0500 467.3412 0.0000 -10.5465 0.0000 1.1611 3.7066 0.0000 0.0000 0.0000 0.0000 1.2544 0.0000 262.7535 262.7535
5.1500 461.1911 0.0000 -11.1861 0.0000 1.0124 3.5683 0.0000 0.0000 0.0000 0.0000 1.2556 0.0000 262.1139 262.1139
5.2500 455.0411 0.0000 -11.8257 0.0000 0.8731 3.4348 0.0000 0.0000 0.0000 0.0000 1.2568 0.0000 261.4742 261.4742
5.3500 448.9858 0.0000 -12.4879 0.0000 0.7535 3.2992 0.0000 0.0000 0.0000 0.0000 1.2580 0.0000 260.8120 260.8120
5.4500 443.3615 0.0000 -13.2528 0.0000 0.6886 3.1389 0.0000 0.0000 0.0000 0.0000 1.2592 0.0000 260.0471 260.0471
5.5500 437.7372 0.0000 -14.0177 0.0000 0.6281 2.9857 0.0000 0.0000 0.0000 0.0000 1.2604 0.0000 259.2823 259.2823
5.6500 432.1130 0.0000 -14.7827 0.0000 0.5718 2.8392 0.0000 0.0000 0.0000 0.0000 1.2616 0.0000 258.5173 258.5173
5.7500 426.4886 0.0000 -15.5475 0.0000 0.5193 2.6992 0.0000 0.0000 0.0000 0.0000 1.2628 0.0000 257.7524 257.7524
5.8500 420.8644 0.0000 -16.3124 0.0000 0.4705 2.5654 0.0000 0.0000 0.0000 0.0000 1.2640 0.0000 256.9875 256.9875
5.9500 415.2401 0.0000 -17.0774 0.0000 0.4251 2.4377 0.0000 0.0000 0.0000 0.0000 1.2652 0.0000 256.2226 256.2226
6.0500 409.6158 0.0000 -17.8423 0.0000 0.3830 2.3157 0.0000 0.0000 0.0000 0.0000 1.2664 0.0000 255.4577 255.4577
6.1500 403.9915 0.0000 -18.6072 0.0000 0.3439 2.1993 0.0000 0.0000 0.0000 0.0000 1.2676 0.0000 254.6928 254.6928
6.2500 398.5173 0.0000 -19.3517 0.0000 0.3118 2.0911 0.0000 0.0000 0.0000 0.0000 1.2688 0.0000 253.9483 253.9483
6.3500 393.4100 0.0000 -20.0462 0.0000 0.2913 1.9945 0.0000 0.0000 0.0000 0.0000 1.2700 0.0000 253.2538 253.2538
6.4500 388.3028 0.0000 -20.7408 0.0000 0.2720 1.9020 0.0000 0.0000 0.0000 0.0000 1.2712 0.0000 252.5592 252.5592
6.5500 383.1955 0.0000 -21.4354 0.0000 0.2537 1.8134 0.0000 0.0000 0.0000 0.0000 1.2724 0.0000 251.8646 251.8646
6.6500 378.0883 0.0000 -22.1300 0.0000 0.2366 1.7286 0.0000 0.0000 0.0000 0.0000 1.2736 0.0000 251.1700 251.1700
6.7500 372.9810 0.0000 -22.8246 0.0000 0.2204 1.6473 0.0000 0.0000 0.0000 0.0000 1.2748 0.0000 250.4754 250.4754
6.8500 367.8738 0.0000 -23.5192 0.0000 0.2052 1.5696 0.0000 0.0000 0.0000 0.0000 1.2760 0.0000 249.7808 249.7808
6.9500 362.7665 0.0000 -24.2138 0.0000 0.1909 1.4952 0.0000 0.0000 0.0000 0.0000 1.2772 0.0000 249.0862 249.0862
7.0500 357.6592 0.0000 -24.9083 0.0000 0.1774 1.4241 0.0000 0.0000 0.0000 0.0000 1.2784 0.0000 248.3916 248.3916
7.1500 352.5520 0.0000 -25.6029 0.0000 0.1648 1.3561 0.0000 0.0000 0.0000 0.0000 1.2796 0.0000 247.6971 247.6971
7.2500 347.7299 0.0000 -26.2587 0.0000 0.1583 1.2946 0.0000 0.0000 0.0000 0.0000 1.2808 0.0000 247.0413 247.0413
7.3500 343.1927 0.0000 -26.8758 0.0000 0.1571 1.2391 0.0000 0.0000 0.0000 0.0000 1.2820 0.0000 246.4242 246.4242
7.4500 338.6555 0.0000 -27.4928 0.0000 0.1557 1.1858 0.0000 0.0000 0.0000 0.0000 1.2832 0.0000 245.8071 245.8071
7.5500 334.1183 0.0000 -28.1099 0.0000 0.1542 1.1346 0.0000 0.0000 0.0000 0.0000 1.2844 0.0000 245.1901 245.1901
7.6500 329.5811 0.0000 -28.7270 0.0000 0.1524 1.0855 0.0000 0.0000 0.0000 0.0000 1.2856 0.0000 244.5730 244.5730
