height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 853.9150 25.9610 31.7619 0.3459 4.3302 36.4795 0.0000 0.0000 0.0000 2.1684 0.9697 -0.0944 305.0619 304.7160
0.0500 848.2039 25.6927 30.9556 1.2350 4.3369 35.0051 0.0000 0.0000 0.0000 2.1684 0.9761 -0.0944 304.2556 303.0207
0.1500 838.5885 25.3751 29.9717 0.9433 4.3430 33.3900 0.0000 0.0000 0.0000 1.6059 0.9839 -0.0977 303.2717 302.3284
0.2500 828.9731 25.0430 28.9925 0.6564 4.3469 31.8528 0.0000 0.0000 0.0000 0.9855 0.9917 -0.0943 302.2925 301.6361
0.3500 819.5261 24.6939 28.0188 0.3191 4.3488 30.3842 0.0000 0.0000 0.0000 0.2642 0.9995 -0.0909 301.3188 300.9997
0.4500 810.1978 24.3166 27.0511 -0.0515 4.3491 28.9841 0.0000 0.0000 0.0000 -0.4936 1.0073 -0.0876 300.3511 300.4026
0.5500 800.8694 23.9280 26.0897 -0.4160 4.3478 27.6537 0.0000 0.0000 0.0000 -0.7692 1.0150 -0.0844 299.3897 299.8056
0.6500 791.8453 23.5523 25.1270 -0.3444 4.3446 26.3666 0.0000 0.0000 0.0000 -0.5194 1.0231 -0.0828 298.4270 298.7714
0.7500 782.8525 23.1837 24.1625 -0.2298 4.3393 25.1301 0.0000 0.0000 0.0000 -0.2340 1.0316 -0.0830 297.4625 297.6923
0.8500 773.8839 22.8173 23.1963 -0.1243 4.3319 23.9433 0.0000 0.0000 0.0000 -0.0325 1.0403 -0.0830 296.4962 296.6205
0.9500 765.0811 22.4549 22.2290 -0.0704 4.3241 22.8007 0.0000 0.0000 0.0000 0.0973 1.0491 -0.0817 295.5290 295.5994
1.0500 756.2782 22.1037 21.2606 -0.0177 4.3157 21.7061 0.0000 0.0000 0.0000 0.1753 1.0580 -0.0793 294.5606 294.5783
1.1500 747.5695 21.7544 20.2920 -0.0101 4.3068 20.6562 0.0000 0.0000 0.0000 0.0705 1.0671 -0.0770 293.5920 293.6021
1.2500 739.0949 21.3994 19.3250 -0.1127 4.2982 19.6479 0.0000 0.0000 0.0000 -0.1620 1.0762 -0.0746 292.6250 292.7377
1.3500 730.6204 21.0394 18.3598 -0.2135 4.2897 18.6862 0.0000 0.0000 0.0000 -0.3886 1.0853 -0.0722 291.6598 291.8733
1.4500 722.1459 20.6729 17.3964 -0.3125 4.2812 17.7691 0.0000 0.0000 0.0000 -0.6098 1.0946 -0.0701 290.6964 291.0089
1.5500 713.6712 20.2989 16.4347 -0.4098 4.2725 16.8945 0.0000 0.0000 0.0000 -0.8256 1.1041 -0.0682 289.7347 290.1445
1.6500 705.1967 19.9157 15.4750 -0.5050 4.2635 16.0608 0.0000 0.0000 0.0000 -1.0554 1.1137 -0.0664 288.7750 289.2801
1.7500 696.8907 19.5197 14.5175 -0.6154 4.2541 15.2626 0.0000 0.0000 0.0000 -1.3299 1.1236 -0.0648 287.8175 288.4329
1.8500 688.8522 19.1075 13.5627 -0.7502 4.2441 14.4969 0.0000 0.0000 0.0000 -1.6289 1.1338 -0.0633 286.8627 287.6129
1.9500 680.8135 18.6782 12.6108 -0.8822 4.2335 13.7685 0.0000 0.0000 0.0000 -1.9214 1.1442 -0.0618 285.9108 286.7930
