height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 855.9363 27.6227 24.4862 0.3129 4.6724 23.3700 0.0000 0.0000 0.0000 -5.9002 1.1847 -0.0549 297.7862 297.4734
0.0500 851.2488 27.2207 23.7126 -2.1795 4.6767 22.4009 0.0000 0.0000 0.0000 -5.9002 1.1887 -0.0549 297.0126 299.1921
0.1500 841.6008 26.7648 22.7688 -2.9765 4.6824 21.3699 0.0000 0.0000 0.0000 -7.0224 1.1935 -0.0533 296.0688 299.0453
0.2500 831.9109 26.2899 21.8273 -3.2203 4.6868 20.3860 0.0000 0.0000 0.0000 -7.5368 1.1984 -0.0517 295.1273 298.3476
0.3500 822.3046 25.7870 20.8884 -3.4891 4.6899 19.4443 0.0000 0.0000 0.0000 -8.1595 1.2034 -0.0501 294.1884 297.6775
0.4500 812.9060 25.2585 19.9528 -3.8232 4.6921 18.5409 0.0000 0.0000 0.0000 -8.8579 1.2084 -0.0484 293.2528 297.0760
0.5500 803.5076 24.6831 19.0206 -4.1539 4.6933 17.6793 0.0000 0.0000 0.0000 -10.1745 1.2134 -0.0467 292.3206 296.4745
0.6500 794.3224 24.0187 18.0943 -5.0601 4.6932 16.8556 0.0000 0.0000 0.0000 -12.4690 1.2182 -0.0430 291.3943 296.4544
0.7500 785.2645 23.2351 17.1761 -6.3044 4.6918 16.0723 0.0000 0.0000 0.0000 -15.1031 1.2227 -0.0377 290.4760 296.7805
0.8500 776.2065 22.3472 16.2697 -7.5369 4.6888 15.3336 0.0000 0.0000 0.0000 -16.7947 1.2272 -0.0343 289.5697 297.1066
0.9500 767.3965 21.3953 15.3716 -7.8701 4.6855 14.6286 0.0000 0.0000 0.0000 -17.4105 1.2322 -0.0336 288.6716 296.5417
1.0500 758.6246 20.3701 14.4843 -8.0557 4.6821 13.9619 0.0000 0.0000 0.0000 -17.8542 1.2378 -0.0343 287.7842 295.8400
1.1500 749.8582 19.2635 13.6119 -8.2231 4.6784 13.3358 0.0000 0.0000 0.0000 -18.0654 1.2443 -0.0358 286.9119 295.1349
1.2500 741.4122 18.0825 12.7479 -8.1918 4.6748 12.7364 0.0000 0.0000 0.0000 -18.0514 1.2514 -0.0360 286.0479 294.2397
1.3500 732.9663 16.8241 11.8933 -8.1511 4.6711 12.1691 0.0000 0.0000 0.0000 -18.0100 1.2593 -0.0345 285.1933 293.3444
1.4500 724.5203 15.4724 11.0499 -8.0993 4.6671 11.6331 0.0000 0.0000 0.0000 -17.9370 1.2680 -0.0327 284.3499 292.4492
1.5500 716.0743 14.0022 10.2199 -8.0340 4.6628 11.1286 0.0000 0.0000 0.0000 -17.8257 1.2777 -0.0303 283.5199 291.5539
1.6500 707.6284 12.3713 9.4070 -7.9516 4.6577 10.6563 0.0000 0.0000 0.0000 -17.6661 1.2888 -0.0273 282.7070 290.6586
1.7500 699.2244 10.4510 8.6202 -7.8460 4.6517 10.2198 0.0000 0.0000 0.0000 -17.4320 1.3019 -0.0233 281.9202 289.7662
1.8500 691.2116 7.8433 7.9077 -7.6932 4.6437 9.8444 0.0000 0.0000 0.0000 -16.7736 1.3217 -0.0172 281.2077 288.9008
1.9500 683.1987 4.3083 7.5267 -7.2087 4.6239 9.7023 0.0000 0.0000 0.0000 -14.8335 1.3764 -0.0088 280.8267 288.0355
2.0500 675.1859 0.8743 7.9420 -5.9281 4.5730 10.1058 0.0000 0.0000 0.0000 -11.2200 1.5161 -0.0015 281.2420 287.1701
2.1500 667.1731 -1.0116 9.0261 -3.9786 4.4952 11.0226 0.0000 0.0000 0.0000 -6.9679 1.7209 -0.0014 282.3261 286.3047
2.2500 659.1602 -1.2541 9.9830 -2.1563 4.4218 11.9143 0.0000 0.0000 0.0000 -3.5976 1.9026 -0.0014 283.2830 285.4393
2.3500 651.1475 -0.8298 10.2695 -1.0045 4.3664 12.3016 0.0000 0.0000 0.0000 -1.6352 2.0258 -0.0008 283.5695 284.5739
2.4500 643.5287 -0.4252 9.9810 -0.4312 4.3239 12.2077 0.0000 0.0000 0.0000 -0.6849 2.1059 -0.0003 283.2810 283.7122
2.5500 635.9758 -0.1835 9.3789 -0.1723 4.2879 11.8570 0.0000 0.0000 0.0000 -0.2617 2.1597 -0.0001 282.6789 282.8512
2.6500 628.4230 -0.0678 8.6263 -0.0639 4.2548 11.3971 0.0000 0.0000 0.0000 -0.0838 2.1961 -0.0000 281.9263 281.9902
2.7500 620.8701 -0.0204 7.8074 -0.0218 4.2233 10.9033 0.0000 0.0000 0.0000 -0.0103 2.2190 -0.0000 281.1074 281.1292
2.8500 613.3172 -0.0033 6.9616 -0.0066 4.1928 10.4093 0.0000 0.0000 0.0000 0.0237 2.2302 -0.0000 280.2616 280.2682
2.9500 605.7643 0.0020 6.1064 -0.0008 4.1634 9.9290 0.0000 0.0000 0.0000 0.0405 2.2307 -0.0000 279.4063 279.4071
3.0500 598.3182 0.0023 5.2498 0.0016 4.1352 9.4661 0.0000 0.0000 0.0000 0.0332 2.2209 -0.0000 278.5498 278.5482
3.1500 591.2159 0.0010 4.3964 0.0004 4.1084 9.0192 0.0000 0.0000 0.0000 0.0125 2.2011 -0.0000 277.6964 277.6959
3.2500 584.1136 -0.0000 3.5437 0.0001 4.0823 8.5919 0.0000 0.0000 0.0000 -0.0020 2.1712 -0.0000 276.8437 276.8436
3.3500 577.0114 -0.0006 2.6914 0.0000 4.0563 8.1829 0.0000 0.0000 0.0000 -0.0117 2.1307 -0.0000 275.9914 275.9914
3.4500 569.9091 -0.0009 1.8391 -0.0000 4.0302 7.7915 0.0000 0.0000 0.0000 -0.0177 2.0788 -0.0000 275.1391 275.1391
3.5500 562.8068 -0.0010 0.9866 -0.0002 4.0035 7.4168 0.0000 0.0000 0.0000 -0.0210 2.0142 -0.0000 274.2866 274.2868
3.6500 555.7046 -0.0010 0.1338 -0.0008 3.9760 7.0581 0.0000 0.0000 0.0000 -0.0227 1.9351 -0.0000 273.4337 273.4345
3.7500 548.6932 -0.0009 -0.7217 -0.0018 3.9476 6.7127 0.0000 0.0000 0.0000 -0.0210 1.8392 -0.0000 272.5783 272.5801
3.8500 542.0532 -0.0006 -1.5833 -0.0003 3.9180 6.3751 0.0000 0.0000 0.0000 -0.0165 1.7237 -0.0000 271.7166 271.7169
3.9500 535.4130 -0.0004 -2.4463 -0.0000 3.8873 6.0521 0.0000 0.0000 0.0000 -0.0113 1.5866 -0.0000 270.8537 270.8537
4.0500 528.7729 -0.0000 -3.3095 0.0000 3.8554 5.7437 0.0000 0.0000 0.0000 0.0000 1.4248 -0.0000 269.9905 269.9905
4.1500 522.1328 0.0000 -4.1727 0.0000 3.8226 5.4494 0.0000 0.0000 0.0000 0.0000 1.2345 0.0000 269.1273 269.1273
