height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 853.9150 28.0609 31.7236 0.3076 4.3280 36.3960 0.0000 0.0000 0.0000 2.1027 1.2738 -0.0788 305.0236 304.7160
0.0500 848.2039 27.8673 30.9247 1.2041 4.3329 34.9402 0.0000 0.0000 0.0000 2.1027 1.2798 -0.0788 304.2247 303.0207
0.1500 838.5885 27.6306 29.9434 0.9150 4.3373 33.3330 0.0000 0.0000 0.0000 1.5437 1.2871 -0.0823 303.2434 302.3284
0.2500 828.9731 27.3771 28.9655 0.6295 4.3402 31.8007 0.0000 0.0000 0.0000 0.9241 1.2944 -0.0802 302.2655 301.6361
0.3500 819.5261 27.1052 27.9916 0.2920 4.3417 30.3339 0.0000 0.0000 0.0000 0.2004 1.3018 -0.0781 301.2916 300.9997
0.4500 810.1978 26.8048 27.0222 -0.0804 4.3420 28.9328 0.0000 0.0000 0.0000 -0.5627 1.3091 -0.0761 300.3222 300.4026
0.5500 800.8694 26.4906 26.0576 -0.4481 4.3412 27.5989 0.0000 0.0000 0.0000 -0.8450 1.3164 -0.0740 299.3575 299.8056
0.6500 791.8453 26.1858 25.0920 -0.3794 4.3389 26.3094 0.0000 0.0000 0.0000 -0.6006 1.3240 -0.0734 298.3920 298.7714
0.7500 782.8525 25.8864 24.1252 -0.2671 4.3352 25.0718 0.0000 0.0000 0.0000 -0.3190 1.3319 -0.0742 297.4252 297.6923
0.8500 773.8839 25.5880 23.1572 -0.1633 4.3299 23.8848 0.0000 0.0000 0.0000 -0.1206 1.3401 -0.0750 296.4572 296.6205
0.9500 765.0811 25.2913 22.1885 -0.1109 4.3242 22.7427 0.0000 0.0000 0.0000 0.0069 1.3483 -0.0745 295.4885 295.5994
1.0500 756.2782 25.0023 21.2191 -0.0592 4.3180 21.6491 0.0000 0.0000 0.0000 0.0832 1.3566 -0.0731 294.5190 294.5783
1.1500 747.5695 24.7130 20.2494 -0.0527 4.3115 20.6001 0.0000 0.0000 0.0000 -0.0238 1.3651 -0.0718 293.5493 293.6021
1.2500 739.0949 24.4164 19.2810 -0.1567 4.3051 19.5925 0.0000 0.0000 0.0000 -0.2593 1.3735 -0.0703 292.5810 292.7377
1.3500 730.6204 24.1132 18.3139 -0.2594 4.2988 18.6310 0.0000 0.0000 0.0000 -0.4900 1.3821 -0.0688 291.6139 291.8733
1.4500 722.1459 23.8023 17.3483 -0.3606 4.2924 17.7137 0.0000 0.0000 0.0000 -0.7159 1.3908 -0.0674 290.6483 291.0089
1.5500 713.6712 23.4830 16.3841 -0.4604 4.2859 16.8387 0.0000 0.0000 0.0000 -0.9375 1.3996 -0.0663 289.6841 290.1445
1.6500 705.1967 23.1541 15.4214 -0.5587 4.2791 16.0042 0.0000 0.0000 0.0000 -1.1743 1.4085 -0.0653 288.7213 289.2801
1.7500 696.8907 22.8125 14.4603 -0.6726 4.2720 15.2049 0.0000 0.0000 0.0000 -1.4568 1.4177 -0.0644 287.7603 288.4329
1.8500 688.8522 22.4555 13.5013 -0.8116 4.2644 14.4378 0.0000 0.0000 0.0000 -1.7655 1.4271 -0.0636 286.8013 287.6129
1.9500 680.8135 22.0824 12.5446 -0.9483 4.2563 13.7076 0.0000 0.0000 0.0000 -2.0692 1.4367 -0.0628 285.8446 286.7930
2.0500 672.7750 21.6923 11.5903 -1.0827 4.2477 13.0126 0.0000 0.0000 0.0000 -2.3680 1.4466 -0.0620 284.8903 285.9730
2.1500 664.7363 21.2845 10.6385 -1.2146 4.2383 12.3513 0.0000 0.0000 0.0000 -2.6617 1.4569 -0.0613 283.9385 285.1531
2.2500 656.6978 20.8583 9.6892 -1.3439 4.2283 11.7223 0.0000 0.0000 0.0000 -2.9433 1.4674 -0.0605 282.9892 284.3332
2.3500 648.7344 20.4142 8.7427 -1.4681 4.2172 11.1227 0.0000 0.0000 0.0000 -3.1813 1.4783 -0.0596 282.0427 283.5108
2.4500 641.1472 19.9567 7.7979 -1.5783 4.2038 10.5457 0.0000 0.0000 0.0000 -3.3852 1.4894 -0.0580 281.0979 282.6762
2.5500 633.5599 19.4887 6.8552 -1.6864 4.1881 9.9969 0.0000 0.0000 0.0000 -3.5899 1.5006 -0.0559 280.1552 281.8416
2.6500 625.9727 19.0091 5.9145 -1.7925 4.1702 9.4750 0.0000 0.0000 0.0000 -3.7950 1.5121 -0.0539 279.2144 281.0070
2.7500 618.3855 18.5167 4.9759 -1.8965 4.1501 8.9789 0.0000 0.0000 0.0000 -4.0000 1.5238 -0.0518 278.2759 280.1724
2.8500 610.7982 18.0105 4.0395 -1.9983 4.1278 8.5073 0.0000 0.0000 0.0000 -4.2048 1.5358 -0.0498 277.3395 279.3378
2.9500 603.2109 17.4884 3.1055 -2.0977 4.1036 8.0593 0.0000 0.0000 0.0000 -4.4293 1.5480 -0.0478 276.4055 278.5032
3.0500 595.8918 16.9470 2.1741 -2.2322 4.0758 7.6304 0.0000 0.0000 0.0000 -4.6914 1.5605 -0.0457 275.4741 277.7063
3.1500 588.7693 16.3851 1.2458 -2.3913 4.0433 7.2210 0.0000 0.0000 0.0000 -4.9734 1.5732 -0.0431 274.5458 276.9371
3.2500 581.6467 15.8012 0.3206 -2.5473 4.0064 6.8329 0.0000 0.0000 0.0000 -5.2600 1.5861 -0.0405 273.6206 276.1678
3.3500 574.5242 15.1919 -0.6013 -2.6999 3.9653 6.4650 0.0000 0.0000 0.0000 -5.5502 1.5992 -0.0380 272.6987 275.3986
3.4500 567.4017 14.5533 -1.5196 -2.8490 3.9202 6.1164 0.0000 0.0000 0.0000 -5.8427 1.6126 -0.0355 271.7804 274.6294
3.5500 560.2792 13.8811 -2.4341 -2.9943 3.8711 5.7863 0.0000 0.0000 0.0000 -6.1363 1.6263 -0.0330 270.8659 273.8601
3.6500 553.1567 13.1686 -3.3443 -3.1353 3.8180 5.4739 0.0000 0.0000 0.0000 -6.4417 1.6405 -0.0305 269.9557 273.0909
3.7500 546.2979 12.4070 -4.2502 -3.2633 3.7628 5.1758 0.0000 0.0000 0.0000 -6.7640 1.6552 -0.0279 269.0498 272.3131
3.8500 539.6489 11.5860 -5.1513 -3.3799 3.7072 4.8921 0.0000 0.0000 0.0000 -7.0853 1.6704 -0.0253 268.1487 271.5286
3.9500 533.0000 10.6916 -6.0466 -3.4906 3.6504 4.6243 0.0000 0.0000 0.0000 -7.3922 1.6864 -0.0226 267.2534 270.7440
4.0500 526.3511 9.7009 -6.9344 -3.5939 3.5917 4.3722 0.0000 0.0000 0.0000 -7.6792 1.7035 -0.0198 266.3655 269.9594
4.1500 519.7021 8.5689 -7.8117 -3.6866 3.5295 4.1359 0.0000 0.0000 0.0000 -7.9311 1.7222 -0.0169 265.4883 269.1749
4.2500 513.0532 7.1809 -8.6683 -3.7586 3.4599 3.9173 0.0000 0.0000 0.0000 -8.0841 1.7443 -0.0137 264.6317 268.3903
4.3500 506.4043 5.3415 -9.4592 -3.7650 3.3667 3.7285 0.0000 0.0000 0.0000 -7.9244 1.7788 -0.0098 263.8408 267.6057
4.4500 499.7742 3.0847 -10.0419 -3.5666 3.2033 3.6072 0.0000 0.0000 0.0000 -7.1726 1.8537 -0.0052 263.2581 266.8247
4.5500 493.6393 1.0352 -10.2242 -3.0619 2.9197 3.5996 0.0000 0.0000 0.0000 -5.6418 2.0015 -0.0016 263.0757 266.1376
4.6500 487.5043 -0.1302 -10.0516 -2.2021 2.5525 3.6957 0.0000 0.0000 0.0000 -3.5945 2.2026 -0.0002 263.2484 265.4505
4.7500 481.3693 -0.4107 -9.8109 -1.2743 2.2007 3.8155 0.0000 0.0000 0.0000 -1.7610 2.3971 -0.0004 263.4890 264.7634
4.8500 475.2344 -0.2744 -9.8323 -0.6086 1.9141 3.8585 0.0000 0.0000 0.0000 -0.6077 2.5523 -0.0003 263.4677 264.0763
4.9500 469.0994 -0.1097 -10.1679 -0.2570 1.6852 3.8061 0.0000 0.0000 0.0000 -0.0612 2.6696 -0.0001 263.1321 263.3891
5.0500 462.9644 -0.0192 -10.6983 -0.1004 1.4951 3.6966 0.0000 0.0000 0.0000 0.1380 2.7573 -0.0000 262.6017 262.7020
5.1500 456.8295 0.0123 -11.3261 -0.0410 1.3320 3.5622 0.0000 0.0000 0.0000 0.1670 2.8200 -0.0000 261.9739 262.0149
5.2500 450.6945 0.0183 -12.0018 -0.0296 1.1899 3.4190 0.0000 0.0000 0.0000 0.1586 2.8581 -0.0000 261.2982 261.3278
5.3500 445.0180 0.0172 -12.7184 -0.0108 1.0657 3.2668 0.0000 0.0000 0.0000 0.1574 2.8703 -0.0000 260.5816 260.5924
5.4500 439.4000 0.0139 -13.4523 -0.0031 0.9564 3.1159 0.0000 0.0000 0.0000 0.1409 2.8595 -0.0000 259.8477 259.8508
5.5500 433.7820 0.0104 -14.1917 -0.0009 0.8595 2.9701 0.0000 0.0000 0.0000 0.1195 2.8288 -0.0000 259.1083 259.1092
5.6500 428.1641 0.0076 -14.9326 -0.0003 0.7733 2.8300 0.0000 0.0000 0.0000 0.0990 2.7806 -0.0000 258.3673 258.3676
5.7500 422.5461 0.0055 -15.6740 -0.0001 0.6963 2.6958 0.0000 0.0000 0.0000 0.0805 2.7165 -0.0000 257.6259 257.6261
5.8500 416.9281 0.0039 -16.4156 -0.0001 0.6272 2.5674 0.0000 0.0000 0.0000 0.0640 2.6374 -0.0000 256.8844 256.8845
5.9500 411.3101 0.0026 -17.1574 -0.0004 0.5651 2.4444 0.0000 0.0000 0.0000 0.0477 2.5440 -0.0000 256.1426 256.1429
6.0500 405.6921 0.0013 -17.9004 -0.0018 0.5089 2.3266 0.0000 0.0000 0.0000 0.0231 2.4360 -0.0000 255.3996 255.4014
6.1500 400.0742 0.0007 -18.6500 -0.0098 0.4576 2.2128 0.0000 0.0000 0.0000 0.0137 2.3127 -0.0000 254.6500 254.6598
6.2500 394.9602 0.0007 -19.4379 -0.0017 0.4105 2.0943 0.0000 0.0000 0.0000 0.0191 2.1728 -0.0000 253.8621 253.8638
6.3500 389.8529 0.0005 -20.2332 -0.0003 0.3669 1.9803 0.0000 0.0000 0.0000 0.0149 2.0123 -0.0000 253.0668 253.0670
6.4500 384.7457 0.0003 -21.0297 -0.0000 0.3260 1.8716 0.0000 0.0000 0.0000 0.0091 1.8264 -0.0000 252.2703 252.2703
6.5500 379.6384 0.0000 -21.8264 0.0000 0.2873 1.7684 0.0000 0.0000 0.0000 0.0000 1.6093 -0.0000 251.4736 251.4736
