height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 792.9192 25.0765 10.1580 0.3514 7.9017 9.9906 0.0000 0.0000 0.0000 -14.9335 0.8275 -0.0174 283.4579 283.1066
0.0500 788.6740 24.5711 9.3829 -3.3954 7.9004 9.5288 0.0000 0.0000 0.0000 -14.9335 0.8291 -0.0174 282.6829 286.0783
0.1500 780.1834 23.4452 8.4931 -10.2286 7.8892 9.0642 0.0000 0.0000 0.0000 -26.1357 0.8320 -0.0255 281.7931 292.0217
0.2500 771.5590 21.9427 7.6701 -14.4046 7.8490 8.6613 0.0000 0.0000 0.0000 -30.2682 0.8358 -0.0352 280.9701 295.3747
0.3500 762.7252 20.2853 6.8628 -14.5052 7.8053 8.2858 0.0000 0.0000 0.0000 -30.5677 0.8399 -0.0376 280.1628 294.6680
0.4500 753.8912 18.4673 6.0639 -14.5974 7.7612 7.9296 0.0046 0.0000 0.0000 -30.6599 0.8446 -0.0357 279.3639 293.9613
0.5500 745.2502 16.4552 5.4026 -14.4819 7.6658 7.6589 0.0413 0.0000 0.0000 -30.3795 0.8499 -0.0330 278.7026 293.1845
0.6500 736.7614 14.1917 4.8637 -14.1889 7.5264 7.4595 0.1108 0.0000 0.0000 -29.8428 0.8561 -0.0294 278.1637 292.3526
0.7500 728.2724 11.2519 4.4018 -13.8189 7.3683 7.3048 0.1886 0.0000 0.0000 -29.0399 0.8643 -0.0239 277.7018 291.5207
0.8500 719.7834 6.7070 4.0673 -13.3215 7.2340 7.2185 0.1711 0.0000 0.0000 -26.6731 0.8896 -0.0141 277.3673 290.6888
0.9500 711.2944 1.5048 4.9448 -11.6120 6.9243 7.7743 0.0288 0.0000 0.0000 -20.6006 0.9934 -0.0028 278.2448 289.8568
1.0500 702.8055 -1.5781 7.9746 -7.7503 6.1559 9.7243 0.0004 0.0000 0.0000 -12.3293 1.1928 -0.0023 281.2746 289.0249
1.1500 694.6180 -1.9280 10.8856 -4.0154 5.4275 12.0094 0.0000 0.0000 0.0000 -5.8858 1.3790 -0.0020 284.1856 288.2010
1.2500 686.5795 -1.2387 12.2418 -1.8393 4.9599 13.3167 0.0000 0.0000 0.0000 -2.4031 1.4979 -0.0010 285.5418 287.3811
1.3500 678.5409 -0.6134 12.4546 -0.8066 4.6551 13.6717 0.0000 0.0000 0.0000 -0.8024 1.5731 -0.0004 285.7545 286.5612
1.4500 670.5023 -0.2435 12.1027 -0.3385 4.4266 13.5161 0.0000 0.0000 0.0000 -0.1166 1.6264 -0.0001 285.4027 285.7412
1.5500 662.4637 -0.0679 11.4869 -0.1344 4.2350 13.1275 0.0000 0.0000 0.0000 0.1461 1.6674 -0.0000 284.7869 284.9213
