height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 858.9973 27.9256 33.1580 0.3091 3.9631 39.4003 0.0000 0.0000 0.0000 4.7410 1.2611 -0.0618 306.4579 306.1488
0.0500 854.7521 27.8502 32.3578 1.3485 3.9598 37.7633 0.0000 0.0000 0.0000 4.7410 1.2655 -0.0618 305.6577 304.3092
0.1500 845.8304 27.8491 31.3541 2.8044 3.9512 35.9590 0.0000 0.0000 0.0000 6.3237 1.2721 -0.0673 304.6541 301.8497
0.2500 836.3607 27.8059 30.3518 2.7112 3.9422 34.2605 0.0000 0.0000 0.0000 6.1452 1.2789 -0.0748 303.6518 300.9406
0.3500 826.8909 27.7473 29.3499 2.6183 3.9328 32.6367 0.0000 0.0000 0.0000 5.8531 1.2859 -0.0767 302.6499 300.0315
0.4500 817.5622 27.6674 28.3500 2.4247 3.9232 31.0819 0.0000 0.0000 0.0000 5.4197 1.2930 -0.0780 301.6500 299.2252
0.5500 808.2685 27.5688 27.3524 2.2079 3.9134 29.5978 0.0000 0.0000 0.0000 4.9546 1.3002 -0.0786 300.6524 298.4445
0.6500 799.0008 27.4494 26.3574 1.9874 3.9035 28.1821 0.0000 0.0000 0.0000 4.4314 1.3076 -0.0789 299.6574 297.6700
0.7500 789.9427 27.3097 25.3658 1.7204 3.8937 26.8266 0.0000 0.0000 0.0000 3.8576 1.3149 -0.0781 298.6658 296.9454
0.8500 780.8848 27.1542 24.3776 1.4568 3.8840 25.5358 0.0000 0.0000 0.0000 3.2957 1.3222 -0.0765 297.6776 296.2208
0.9500 771.9162 26.9834 23.3926 1.2016 3.8744 24.3036 0.0000 0.0000 0.0000 2.7568 1.3294 -0.0743 296.6926 295.4910
1.0500 763.1134 26.8048 22.4108 0.9593 3.8651 23.1250 0.0000 0.0000 0.0000 2.2344 1.3362 -0.0703 295.7108 294.7515
1.1500 754.3106 26.6248 21.4319 0.7198 3.8562 22.0022 0.0000 0.0000 0.0000 1.7508 1.3427 -0.0653 294.7319 294.0121
1.2500 745.6680 26.4460 20.4553 0.5125 3.8477 20.9272 0.0000 0.0000 0.0000 1.3380 1.3488 -0.0602 293.7553 293.2428
1.3500 737.1790 26.2723 19.4803 0.3355 3.8396 19.8977 0.0000 0.0000 0.0000 0.9607 1.3545 -0.0548 292.7803 292.4448
1.4500 728.6901 26.1043 18.5068 0.1599 3.8319 18.9156 0.0000 0.0000 0.0000 0.5848 1.3597 -0.0493 291.8068 291.6469
1.5500 720.2010 25.9410 17.5345 -0.0144 3.8245 17.9788 0.0000 0.0000 0.0000 0.2099 1.3645 -0.0442 290.8345 290.8489
1.6500 711.7120 25.7805 16.5632 -0.1877 3.8176 17.0850 0.0000 0.0000 0.0000 -0.1646 1.3689 -0.0395 289.8632 290.0509
1.7500 703.2232 25.6225 15.5929 -0.3601 3.8111 16.2322 0.0000 0.0000 0.0000 -0.5207 1.3729 -0.0353 288.8929 289.2530
1.8500 695.0135 25.4647 14.6230 -0.5084 3.8049 15.4119 0.0000 0.0000 0.0000 -0.8458 1.3767 -0.0323 287.9230 288.4314
