height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 792.9164 31.4112 27.1282 0.2986 4.6366 29.7863 0.0000 0.0000 0.0000 2.8078 1.6196 -0.0537 300.4282 300.1296
0.0500 788.5262 31.2949 26.3407 0.5843 4.6350 28.5443 0.0000 0.0000 0.0000 2.8078 1.6234 -0.0537 299.6407 299.0564
0.1500 779.7457 31.2806 25.3558 1.7458 4.6298 27.1759 0.0000 0.0000 0.0000 4.8295 1.6284 -0.0527 298.6558 296.9101
0.2500 770.9550 31.2674 24.3645 2.2543 4.6213 25.8573 0.0000 0.0000 0.0000 5.1741 1.6344 -0.0607 297.6645 295.4102
0.3500 762.1522 31.2086 23.3755 2.0047 4.6130 24.6010 0.0000 0.0000 0.0000 4.6180 1.6406 -0.0667 296.6755 294.6708
0.4500 753.3493 31.1294 22.3886 1.7572 4.6048 23.4032 0.0000 0.0000 0.0000 4.1216 1.6469 -0.0675 295.6886 293.9313
0.5500 744.7410 31.0348 21.4034 1.5583 4.5969 22.2548 0.0000 0.0000 0.0000 3.7181 1.6531 -0.0674 294.7034 293.1451
0.6500 736.2520 30.9321 20.4198 1.3896 4.5891 21.1561 0.0000 0.0000 0.0000 3.3521 1.6593 -0.0659 293.7198 292.3302
0.7500 727.7630 30.8236 19.4376 1.2224 4.5814 20.1083 0.0000 0.0000 0.0000 2.9895 1.6653 -0.0640 292.7376 291.5153
0.8500 719.2740 30.7086 18.4569 1.0566 4.5738 19.1093 0.0000 0.0000 0.0000 2.6299 1.6713 -0.0623 291.7569 290.7003
0.9500 710.7852 30.5868 17.4775 0.8922 4.5662 18.1567 0.0000 0.0000 0.0000 2.2731 1.6772 -0.0608 290.7775 289.8854
1.0500 702.2961 30.4573 16.4996 0.7291 4.5586 17.2486 0.0000 0.0000 0.0000 1.9132 1.6831 -0.0594 289.7996 289.0704
1.1500 694.1357 30.3196 15.5227 0.5708 4.5512 16.3746 0.0000 0.0000 0.0000 1.5488 1.6889 -0.0582 288.8227 288.2519
1.2500 686.0971 30.1726 14.5470 0.4150 4.5441 15.5389 0.0000 0.0000 0.0000 1.1866 1.6947 -0.0572 287.8470 287.4319
1.3500 678.0585 30.0156 13.5724 0.2604 4.5371 14.7427 0.0000 0.0000 0.0000 0.8285 1.7005 -0.0565 286.8724 286.6120
1.4500 670.0200 29.8480 12.5991 0.1071 4.5303 13.9843 0.0000 0.0000 0.0000 0.4743 1.7063 -0.0559 285.8991 285.7920
1.5500 661.9813 29.6692 11.6270 -0.0451 4.5235 13.2620 0.0000 0.0000 0.0000 0.1238 1.7122 -0.0555 284.9270 284.9721
1.6500 653.9428 29.4784 10.6561 -0.1960 4.5167 12.5744 0.0000 0.0000 0.0000 -0.2270 1.7181 -0.0552 283.9561 284.1522
1.7500 646.1401 29.2751 9.6864 -0.3467 4.5099 11.9152 0.0000 0.0000 0.0000 -0.5817 1.7241 -0.0546 282.9864 283.3331
1.8500 638.5643 29.0625 8.7177 -0.4973 4.5034 11.2837 0.0000 0.0000 0.0000 -0.9366 1.7300 -0.0533 282.0177 282.5150
1.9500 630.9885 28.8415 7.7500 -0.6467 4.4970 10.6829 0.0000 0.0000 0.0000 -1.2879 1.7358 -0.0518 281.0500 281.6967
2.0500 623.4128 28.6109 6.7835 -0.7950 4.4906 10.1116 0.0000 0.0000 0.0000 -1.6357 1.7417 -0.0507 280.0835 280.8786
2.1500 615.8370 28.3688 5.8182 -0.9422 4.4841 9.5684 0.0000 0.0000 0.0000 -1.9804 1.7476 -0.0500 279.1182 280.0604
2.2500 608.2612 28.1146 4.8541 -1.0882 4.4775 9.0521 0.0000 0.0000 0.0000 -2.3217 1.7536 -0.0497 278.1541 279.2422
2.3500 600.6855 27.8453 3.8914 -1.2326 4.4706 8.5616 0.0000 0.0000 0.0000 -2.6731 1.7597 -0.0497 277.1914 278.4240
2.4500 593.5312 27.5610 2.9298 -1.3957 4.4633 8.0898 0.0000 0.0000 0.0000 -3.0377 1.7658 -0.0490 276.2298 277.6255
2.5500 586.4188 27.2658 1.9694 -1.5595 4.4555 7.6412 0.0000 0.0000 0.0000 -3.4035 1.7719 -0.0475 275.2694 276.8289
2.6500 579.3065 26.9596 1.0100 -1.7223 4.4474 7.2154 0.0000 0.0000 0.0000 -3.7694 1.7779 -0.0459 274.3100 276.0323
2.7500 572.1941 26.6417 0.0518 -1.8839 4.4388 6.8114 0.0000 0.0000 0.0000 -4.1352 1.7839 -0.0445 273.3518 275.2357
2.8500 565.0817 26.3111 -0.9052 -2.0443 4.4298 6.4281 0.0000 0.0000 0.0000 -4.5010 1.7899 -0.0431 272.3948 274.4391
2.9500 557.9693 25.9680 -1.8611 -2.2036 4.4203 6.0647 0.0000 0.0000 0.0000 -4.8669 1.7959 -0.0417 271.4389 273.6425
3.0500 550.8569 25.6095 -2.8158 -2.3618 4.4105 5.7201 0.0000 0.0000 0.0000 -5.3462 1.8018 -0.0405 270.4842 272.8460
3.1500 544.1754 25.2254 -3.7682 -2.6357 4.3992 5.3896 0.0000 0.0000 0.0000 -5.9561 1.8079 -0.0398 269.5318 272.1675
3.2500 537.5529 24.8117 -4.7183 -2.9236 4.3864 5.0765 0.0000 0.0000 0.0000 -6.5802 1.8142 -0.0396 268.5817 271.5053
3.3500 530.9304 24.3637 -5.6617 -3.2048 4.3703 4.7821 0.0000 0.0000 0.0000 -7.2443 1.8207 -0.0395 267.6383 270.8430
3.4500 524.3078 23.8798 -6.6384 -3.5192 4.3671 4.4914 0.0040 0.0000 0.0000 -7.7930 1.8275 -0.0394 266.6616 270.1808
3.5500 517.6854 23.3724 -7.4560 -3.6746 4.2995 4.2691 0.0629 0.0000 0.0000 -8.0316 1.8345 -0.0393 265.8440 269.5185
3.6500 511.0628 22.8513 -8.1328 -3.6891 4.1749 4.1018 0.1393 0.0000 0.0000 -8.0790 1.8418 -0.0391 265.1672 268.8563
3.7500 504.4403 22.3182 -8.7596 -3.6536 4.0297 3.9561 0.2621 0.0000 0.0000 -8.0853 1.8495 -0.0390 264.5404 268.1940
3.8500 497.9858 21.7726 -9.3861 -3.6145 3.8839 3.8140 0.3835 0.0000 0.0000 -8.0899 1.8574 -0.0387 263.9139 267.5284
3.9500 491.8734 21.2157 -10.0162 -3.5723 3.7394 3.6730 0.5022 0.0000 0.0000 -8.1016 1.8656 -0.0378 263.2838 266.8561
4.0500 485.7609 20.6483 -10.6529 -3.5366 3.5975 3.5350 0.6172 0.0000 0.0000 -8.1287 1.8739 -0.0366 262.6471 266.1837
4.1500 479.6484 20.0689 -11.2965 -3.5078 3.4585 3.3999 0.7280 0.0000 0.0000 -8.1720 1.8825 -0.0354 262.0035 265.5113
4.2500 473.5359 19.4756 -11.9474 -3.4864 3.3224 3.2676 0.8345 0.0000 0.0000 -8.2315 1.8913 -0.0341 261.3526 264.8390
4.3500 467.4235 18.8663 -12.6055 -3.4721 3.1893 3.1382 0.9367 0.0000 0.0000 -8.3068 1.9003 -0.0329 260.6945 264.1666
4.4500 461.3110 18.2387 -13.2705 -3.4648 3.0594 3.0118 1.0345 0.0000 0.0000 -8.3980 1.9096 -0.0316 260.0294 263.4942
4.5500 455.1985 17.5896 -13.9428 -3.4646 2.9325 2.8884 1.1278 0.0000 0.0000 -8.4927 1.9191 -0.0302 259.3572 262.8218
4.6500 449.1628 16.9200 -14.6214 -3.4609 2.8086 2.7677 1.2167 0.0000 0.0000 -8.5213 1.9290 -0.0288 258.6786 262.1395
4.7500 443.5637 16.2347 -15.3034 -3.4039 2.6866 2.6483 1.3036 0.0000 0.0000 -8.4944 1.9390 -0.0270 257.9966 261.4004
4.8500 437.9646 15.5336 -15.9915 -3.3529 2.5676 2.5322 1.3872 0.0000 0.0000 -8.4808 1.9490 -0.0248 257.3084 260.6613
4.9500 432.3655 14.8127 -16.6864 -3.3087 2.4519 2.4195 1.4672 0.0000 0.0000 -8.4811 1.9592 -0.0228 256.6136 259.9222
5.0500 426.7664 14.0675 -17.3880 -3.2712 2.3396 2.3099 1.5435 0.0000 0.0000 -8.4952 1.9695 -0.0208 255.9120 259.1832
5.1500 421.1673 13.2918 -18.0961 -3.2402 2.2306 2.2037 1.6160 0.0000 0.0000 -8.5226 1.9799 -0.0189 255.2038 258.4441
5.2500 415.5682 12.4781 -18.8108 -3.2158 2.1250 2.1007 1.6846 0.0000 0.0000 -8.5630 1.9906 -0.0170 254.4892 257.7050
5.3500 409.9691 11.6157 -19.5317 -3.1976 2.0228 2.0011 1.7492 0.0000 0.0000 -8.6158 2.0016 -0.0151 253.7683 256.9659
5.4500 404.3700 10.6899 -20.2587 -3.1855 1.9239 1.9047 1.8093 0.0000 0.0000 -8.6732 2.0129 -0.0133 253.0413 256.2268
5.5500 398.8857 9.6813 -20.9903 -3.1732 1.8281 1.8114 1.8653 0.0000 0.0000 -8.7105 2.0247 -0.0114 252.3097 255.4828
5.6500 393.8095 8.5549 -21.7242 -3.1456 1.7346 1.7200 1.9192 0.0000 0.0000 -8.7293 2.0365 -0.0093 251.5758 254.7214
5.7500 388.7334 7.1925 -22.4601 -3.1201 1.6445 1.6325 1.9682 0.0000 0.0000 -8.7221 2.0490 -0.0070 250.8399 253.9600
5.8500 383.6573 5.3270 -23.1815 -3.0801 1.5601 1.5511 1.9966 0.0000 0.0000 -8.5383 2.0649 -0.0045 250.1185 253.1986
5.9500 378.5811 2.9621 -23.8105 -2.9477 1.4883 1.4857 1.9394 0.0000 0.0000 -7.6807 2.0952 -0.0022 249.4895 252.4372
6.0500 373.5050 0.8730 -24.0605 -2.4362 1.3790 1.4724 1.7662 0.0000 0.0000 -5.7333 2.1526 -0.0005 249.2395 251.6757
6.1500 368.4288 -0.1859 -23.8887 -1.5030 1.2165 1.5160 1.5215 0.0000 0.0000 -3.3707 2.2278 -0.0001 249.4113 250.9143
6.2500 363.3527 -0.3483 -23.8365 -0.6894 1.0506 1.5445 1.2790 0.0000 0.0000 -1.6597 2.2972 -0.0001 249.4635 250.1529
6.3500 358.2766 -0.2256 -24.1656 -0.2571 0.9096 1.5206 1.0735 0.0000 0.0000 -0.7661 2.3515 -0.0001 249.1344 249.3915
6.4500 353.2004 -0.1107 -24.7322 -0.0623 0.7886 1.4654 0.9037 0.0000 0.0000 -0.3591 2.3938 -0.0000 248.5678 248.6301
6.5500 348.3249 -0.0526 -25.3774 0.0071 0.6810 1.4012 0.7592 0.0000 0.0000 -0.2240 2.4289 -0.0000 247.9226 247.9155
6.6500 343.7918 -0.0290 -26.0165 0.0027 0.5844 1.3390 0.6332 0.0000 0.0000 -0.1901 2.4592 -0.0000 247.2835 247.2809
6.7500 339.2588 -0.0180 -26.6527 0.0010 0.4983 1.2796 0.5229 0.0000 0.0000 -0.1569 2.4845 -0.0000 246.6473 246.6462
6.8500 334.7257 -0.0119 -27.2880 0.0004 0.4223 1.2228 0.4272 0.0000 0.0000 -0.1270 2.5042 -0.0000 246.0120 246.0116
6.9500 330.1926 -0.0081 -27.9227 0.0003 0.3561 1.1684 0.3450 0.0000 0.0000 -0.1012 2.5176 -0.0000 245.3772 245.3770
7.0500 325.6595 -0.0055 -28.5575 0.0002 0.2991 1.1162 0.2752 0.0000 0.0000 -0.0795 2.5234 -0.0000 244.7425 244.7423
7.1500 321.1264 -0.0038 -29.1922 0.0001 0.2506 1.0662 0.2167 0.0000 0.0000 -0.0615 2.5207 -0.0000 244.1078 244.1077
7.2500 316.5933 -0.0026 -29.8269 0.0001 0.2097 1.0183 0.1682 0.0000 0.0000 -0.0470 2.5078 -0.0000 243.4731 243.4731
7.3500 312.0602 -0.0018 -30.4616 -0.0000 0.1756 0.9723 0.1286 0.0000 0.0000 -0.0358 2.4829 -0.0000 242.8384 242.8384
7.4500 307.5271 -0.0013 -31.0967 -0.0005 0.1474 0.9283 0.0965 0.0000 0.0000 -0.0303 2.4439 -0.0000 242.2033 242.2038
7.5500 302.9940 -0.0011 -31.7339 -0.0030 0.1242 0.8859 0.0709 0.0000 0.0000 -0.0286 2.3879 -0.0000 241.5661 241.5692
7.6500 298.6559 -0.0007 -32.3859 -0.0047 0.1052 0.8435 0.0504 0.0000 0.0000 -0.0197 2.3117 -0.0000 240.9141 240.9188
7.7500 294.6971 -0.0003 -33.0627 -0.0006 0.0896 0.8001 0.0342 0.0000 0.0000 -0.0090 2.2115 -0.0000 240.2373 240.2379
7.8500 290.7383 -0.0001 -33.7431 -0.0001 0.0765 0.7584 0.0210 0.0000 0.0000 -0.0046 2.0828 -0.0000 239.5569 239.5570
7.9500 286.7794 -0.0000 -34.4239 0.0000 0.0651 0.7186 0.0099 0.0000 0.0000 0.0000 1.9201 -0.0000 238.8761 238.8761
8.0500 282.8206 0.0000 -35.1049 0.0000 0.0547 0.6808 0.0000 0.0000 0.0000 0.0000 1.7162 0.0000 238.1951 238.1951
8.1500 278.8618 0.0000 -35.7858 0.0000 0.0533 0.6448 0.0000 0.0000 0.0000 0.0000 1.7174 0.0000 237.5142 237.5142
8.2500 274.9029 0.0000 -36.4667 0.0000 0.0519 0.6105 0.0000 0.0000 0.0000 0.0000 1.7186 0.0000 236.8333 236.8333
8.3500 270.9441 0.0000 -37.1476 0.0000 0.0505 0.5779 0.0000 0.0000 0.0000 0.0000 1.7198 0.0000 236.1524 236.1524
8.4500 266.9853 0.0000 -37.8285 0.0000 0.0491 0.5469 0.0000 0.0000 0.0000 0.0000 1.7210 0.0000 235.4715 235.4715
8.5500 263.0265 0.0000 -38.5094 0.0000 0.0477 0.5175 0.0000 0.0000 0.0000 0.0000 1.7222 0.0000 234.7905 234.7905
8.6500 259.0676 0.0000 -39.1904 0.0000 0.0463 0.4895 0.0000 0.0000 0.0000 0.0000 1.7234 0.0000 234.1096 234.1096
8.7500 255.1088 0.0000 -39.8713 0.0000 0.0449 0.4629 0.0000 0.0000 0.0000 0.0000 1.7246 0.0000 233.4287 233.4287
8.8500 251.1500 0.0000 -40.5522 0.0000 0.0435 0.4376 0.0000 0.0000 0.0000 0.0000 1.7258 0.0000 232.7478 232.7478
8.9500 247.5017 0.0000 -41.1897 0.0000 0.0432 0.4150 0.0000 0.0000 0.0000 0.0000 1.7270 0.0000 232.1103 232.1103
9.0500 243.9806 0.0000 -41.8094 0.0000 0.0432 0.3941 0.0000 0.0000 0.0000 0.0000 1.7282 0.0000 231.4906 231.4906
9.1500 240.4594 0.0000 -42.4291 0.0000 0.0431 0.3741 0.0000 0.0000 0.0000 0.0000 1.7294 0.0000 230.8708 230.8708
9.2500 236.9383 0.0000 -43.0489 0.0000 0.0429 0.3550 0.0000 0.0000 0.0000 0.0000 1.7306 0.0000 230.2511 230.2511
9.3500 233.4172 0.0000 -43.6686 0.0000 0.0426 0.3369 0.0000 0.0000 0.0000 0.0000 1.7318 0.0000 229.6314 229.6314
9.4500 229.8961 0.0000 -44.2883 0.0000 0.0422 0.3196 0.0000 0.0000 0.0000 0.0000 1.7330 0.0000 229.0117 229.0117
9.5500 226.3749 0.0000 -44.9080 0.0000 0.0418 0.3031 0.0000 0.0000 0.0000 0.0000 1.7342 0.0000 228.3920 228.3920
9.6500 223.0414 0.0000 -45.5652 0.0000 0.0421 0.2860 0.0000 0.0000 0.0000 0.0000 1.7354 0.0000 227.7348 227.7348
9.7500 219.8280 0.0000 -46.2465 0.0000 0.0427 0.2689 0.0000 0.0000 0.0000 0.0000 1.7366 0.0000 227.0535 227.0535
