   1491     857    32.4     9.0    -4.5   193.8     4.0   319.3     3.2
   1555     850    30.6    10.0    -4.5   187.4     4.4   318.1     3.2
   1816     825    29.0    10.0    -5.8   187.4     4.4   319.2     3.0
   2085     800    27.2    10.0    -7.1   187.3     4.4   320.2     2.8
   2363     775    24.6    11.0    -7.9   181.5     4.9   320.2     2.7
   2648     750    21.9    13.0    -7.8   172.6     4.8   320.3     2.8
   3239     700    16.6    17.0    -8.6   144.1     4.4   320.8     2.9
   3863     650    11.5    22.0    -9.6   112.8     4.7   321.9     2.9
   4525     600     6.0    30.0   -10.3    87.4     4.6   323.0     2.9
   5229     550    -0.4    49.0    -9.9    65.3     5.6   323.6     3.3
   5982     500    -6.9    80.0    -9.8    69.1     7.6   324.6     3.6
   6796     450   -12.7    97.0   -13.0    55.3     3.0   327.3     3.1
   7686     400   -18.0    99.0   -18.2   316.8     4.4   331.5     2.3
   8668     350   -25.8    74.0   -29.1   327.3     5.0   333.9     1.0
   9768     300   -32.8    33.0   -43.7    80.5     3.0   339.1     0.3
  11026     250   -42.0    14.0   -59.0    51.3     0.6   343.7     0.1
  11732     225   -46.5    14.0   -62.8   243.4     1.6   347.2     0.0
  12504     200   -51.5    22.0   -63.7   215.0     2.4   351.1     0.0
  13360     175   -56.5    28.0   -66.4   229.1     2.0   356.6     0.0
  14326     150   -61.5    26.0   -71.3   268.7     4.3   364.2     0.0
  15438     125   -67.7    38.0   -74.3   288.5     4.4   372.5     0.0
  16766     100   -71.0    40.0   -77.1    38.9     2.1   390.6     0.0
  18878      70   -68.8    13.0   -82.1   350.4     4.7   437.3     0.0
  20917      50   -63.1     2.0   -88.6    13.6     3.9   494.7     0.0
  24121      30   -55.5     0.1   -99.1    11.9    10.3   593.2     0.0
