height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 858.9973 28.3107 33.1537 0.3049 3.9628 39.3904 0.0000 0.0000 0.0000 4.7360 1.3140 -0.0603 306.4537 306.1488
0.0500 854.7521 28.2411 32.3547 1.3455 3.9598 37.7564 0.0000 0.0000 0.0000 4.7360 1.3184 -0.0603 305.6547 304.3092
0.1500 845.8304 28.2456 31.3524 2.8027 3.9516 35.9553 0.0000 0.0000 0.0000 6.3216 1.3249 -0.0657 304.6524 301.8497
0.2500 836.3607 28.2092 30.3513 2.7107 3.9430 34.2595 0.0000 0.0000 0.0000 6.1460 1.3316 -0.0731 303.6513 300.9406
0.3500 826.8909 28.1578 29.3507 2.6191 3.9340 32.6383 0.0000 0.0000 0.0000 5.8566 1.3385 -0.0750 302.6507 300.0315
0.4500 817.5622 28.0853 28.3519 2.4266 3.9249 31.0854 0.0000 0.0000 0.0000 5.4258 1.3456 -0.0763 301.6519 299.2252
0.5500 808.2685 27.9944 27.3554 2.2108 3.9156 29.6032 0.0000 0.0000 0.0000 4.9630 1.3527 -0.0769 300.6554 298.4445
0.6500 799.0008 27.8828 26.3612 1.9911 3.9062 28.1887 0.0000 0.0000 0.0000 4.4416 1.3600 -0.0773 299.6612 297.6700
0.7500 789.9427 27.7510 25.3703 1.7249 3.8968 26.8340 0.0000 0.0000 0.0000 3.8693 1.3673 -0.0767 298.6703 296.9454
0.8500 780.8848 27.6035 24.3825 1.4617 3.8875 25.5437 0.0000 0.0000 0.0000 3.3085 1.3745 -0.0752 297.6825 296.2208
0.9500 771.9162 27.4407 23.3979 1.2070 3.8783 24.3117 0.0000 0.0000 0.0000 2.7705 1.3816 -0.0731 296.6979 295.4910
1.0500 763.1134 27.2696 22.4164 0.9649 3.8694 23.1331 0.0000 0.0000 0.0000 2.2487 1.3884 -0.0693 295.7164 294.7515
1.1500 754.3106 27.0967 21.4377 0.7256 3.8609 22.0102 0.0000 0.0000 0.0000 1.7654 1.3948 -0.0645 294.7376 294.0121
1.2500 745.6680 26.9245 20.4610 0.5182 3.8527 20.9349 0.0000 0.0000 0.0000 1.3528 1.4009 -0.0595 293.7610 293.2428
1.3500 737.1790 26.7568 19.4860 0.3412 3.8449 19.9049 0.0000 0.0000 0.0000 0.9754 1.4065 -0.0542 292.7860 292.4448
1.4500 728.6901 26.5942 18.5123 0.1654 3.8375 18.9223 0.0000 0.0000 0.0000 0.5993 1.4116 -0.0489 291.8123 291.6469
1.5500 720.2010 26.4359 17.5399 -0.0090 3.8305 17.9850 0.0000 0.0000 0.0000 0.2241 1.4164 -0.0439 290.8398 290.8489
1.6500 711.7120 26.2799 16.5684 -0.1825 3.8238 17.0907 0.0000 0.0000 0.0000 -0.1508 1.4208 -0.0393 289.8684 290.0509
1.7500 703.2232 26.1260 15.5978 -0.3552 3.8175 16.2374 0.0000 0.0000 0.0000 -0.5072 1.4248 -0.0351 288.8978 289.2530
1.8500 695.0135 25.9721 14.6277 -0.5037 3.8115 15.4168 0.0000 0.0000 0.0000 -0.8326 1.4286 -0.0323 287.9277 288.4314
1.9500 686.9750 25.8108 13.6585 -0.6369 3.8056 14.6304 0.0000 0.0000 0.0000 -1.1443 1.4324 -0.0312 286.9585 287.5954
2.0500 678.9364 25.6373 12.6901 -0.7693 3.7996 13.8809 0.0000 0.0000 0.0000 -1.4532 1.4364 -0.0311 285.9901 286.7594
2.1500 670.8978 25.4494 11.7229 -0.9005 3.7934 13.1669 0.0000 0.0000 0.0000 -1.7590 1.4404 -0.0316 285.0229 285.9234
2.2500 662.8592 25.2452 10.7568 -1.0305 3.7871 12.4869 0.0000 0.0000 0.0000 -2.0618 1.4446 -0.0324 284.0568 285.0873
2.3500 654.8206 25.0230 9.7922 -1.1591 3.7803 11.8396 0.0000 0.0000 0.0000 -2.3473 1.4491 -0.0336 283.0922 284.2513
2.4500 646.9626 24.7827 8.8290 -1.2686 3.7732 11.2202 0.0000 0.0000 0.0000 -2.5931 1.4538 -0.0351 282.1290 283.3977
2.5500 639.3755 24.5241 7.8671 -1.3505 3.7661 10.6262 0.0000 0.0000 0.0000 -2.8117 1.4588 -0.0368 281.1671 282.5175
2.6500 631.7882 24.2463 6.9066 -1.4308 3.7588 10.0614 0.0000 0.0000 0.0000 -3.0237 1.4642 -0.0385 280.2066 281.6374
2.7500 624.2009 23.9500 5.9476 -1.5097 3.7514 9.5245 0.0000 0.0000 0.0000 -3.2294 1.4699 -0.0401 279.2476 280.7573
2.8500 616.6137 23.6345 4.9902 -1.5869 3.7439 9.0142 0.0000 0.0000 0.0000 -3.4292 1.4760 -0.0416 278.2902 279.8772
2.9500 609.0264 23.3016 4.0345 -1.6626 3.7361 8.5293 0.0000 0.0000 0.0000 -3.6224 1.4823 -0.0429 277.3344 278.9970
3.0500 601.4391 22.9478 3.0807 -1.7362 3.7278 8.0690 0.0000 0.0000 0.0000 -3.8206 1.4892 -0.0440 276.3807 278.1169
3.1500 594.2285 22.5797 2.1270 -1.8188 3.7200 7.6260 0.0000 0.0000 0.0000 -4.0292 1.4957 -0.0427 275.4270 277.2458
3.2500 587.1060 22.2130 1.1729 -1.9040 3.7126 7.2034 0.0000 0.0000 0.0000 -4.2402 1.5018 -0.0388 274.4729 276.3769
3.3500 579.9835 21.8502 0.2181 -1.9899 3.7057 6.8014 0.0000 0.0000 0.0000 -4.4519 1.5075 -0.0345 273.5181 275.5080
3.4500 572.8610 21.4907 -0.7374 -2.0764 3.6992 6.4191 0.0000 0.0000 0.0000 -4.6648 1.5127 -0.0305 272.5626 274.6390
3.5500 565.7385 21.1332 -1.6937 -2.1638 3.6932 6.0556 0.0000 0.0000 0.0000 -4.8791 1.5175 -0.0266 271.6063 273.7701
3.6500 558.6160 20.7778 -2.6509 -2.2521 3.6876 5.7101 0.0000 0.0000 0.0000 -5.0954 1.5218 -0.0230 270.6491 272.9012
3.7500 551.4935 20.4215 -3.6090 -2.3412 3.6825 5.3819 0.0000 0.0000 0.0000 -5.3599 1.5256 -0.0195 269.6910 272.0322
3.8500 544.7313 20.0604 -4.5685 -2.4758 3.6780 5.0666 0.0000 0.0000 0.0000 -5.6870 1.5289 -0.0158 268.7314 271.2072
3.9500 538.0646 19.6954 -5.5298 -2.6237 3.6742 4.7663 0.0000 0.0000 0.0000 -6.0326 1.5314 -0.0119 267.7702 270.3939
4.0500 531.3979 19.3236 -6.4926 -2.7731 3.6712 4.4813 0.0000 0.0000 0.0000 -6.3863 1.5334 -0.0083 266.8074 269.5805
4.1500 524.7312 18.9462 -7.4582 -2.9254 3.6694 4.2106 0.0000 0.0000 0.0000 -6.7394 1.5347 -0.0050 265.8418 268.7672
4.2500 518.0645 18.5511 -8.4177 -3.0716 3.6653 3.9565 0.0000 0.0000 0.0000 -7.1545 1.5362 -0.0035 264.8823 267.9539
4.3500 511.3979 18.1211 -9.4328 -3.2733 3.6835 3.6996 0.0064 0.0000 0.0000 -7.3409 1.5379 -0.0046 263.8672 267.1405
4.4500 504.7312 17.6885 -10.1693 -3.1965 3.5901 3.5355 0.0809 0.0000 0.0000 -7.1976 1.5392 -0.0041 263.1307 266.3272
4.5500 498.2123 17.2648 -10.8161 -3.0766 3.4606 3.4014 0.1929 0.0000 0.0000 -7.1579 1.5408 -0.0033 262.4839 265.5605
4.6500 492.0547 16.8027 -11.4549 -3.0627 3.3277 3.2717 0.3220 0.0000 0.0000 -7.2593 1.5438 -0.0072 261.8451 264.9078
4.7500 485.8971 16.2903 -12.0988 -3.0539 3.1972 3.1452 0.4445 0.0000 0.0000 -7.3685 1.5483 -0.0120 261.2012 264.2551
4.8500 479.7394 15.7245 -12.7487 -3.0511 3.0697 3.0218 0.5573 0.0000 0.0000 -7.4862 1.5543 -0.0163 260.5513 263.6024
4.9500 473.5818 15.1018 -13.4042 -3.0538 2.9454 2.9014 0.6636 0.0000 0.0000 -7.6118 1.5620 -0.0200 259.8958 262.9496
5.0500 467.4242 14.4182 -14.0647 -3.0616 2.8243 2.7844 0.7621 0.0000 0.0000 -7.7432 1.5715 -0.0232 259.2353 262.2969
5.1500 461.2665 13.6685 -14.7296 -3.0738 2.7067 2.6707 0.8521 0.0000 0.0000 -7.8785 1.5830 -0.0257 258.5704 261.6442
5.2500 455.1089 12.8462 -15.3982 -3.0897 2.5926 2.5605 0.9332 0.0000 0.0000 -8.0055 1.5968 -0.0274 257.9018 260.9915
5.3500 449.0410 11.9466 -16.0693 -3.1023 2.4819 2.4535 1.0052 0.0000 0.0000 -8.0789 1.6128 -0.0280 257.2307 260.3330
5.4500 443.4104 10.9780 -16.7440 -3.0901 2.3729 2.3475 1.0722 0.0000 0.0000 -8.1139 1.6297 -0.0262 256.5559 259.6461
