height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 793.9167 24.1275 8.2722 0.3647 6.8230 8.7709 0.0000 0.0000 0.0000 -15.3301 0.7332 -0.0293 281.5721 281.2075
0.0500 789.5388 23.5478 7.5107 -3.4152 6.8225 8.3686 0.0000 0.0000 0.0000 -15.3301 0.7358 -0.0293 280.8107 284.2259
0.1500 780.7831 22.2341 6.6844 -10.2784 6.8123 7.9918 0.0000 0.0000 0.0000 -27.1794 0.7405 -0.0468 279.9844 290.2628
0.2500 771.9901 20.4251 5.9923 -14.7169 6.7616 7.7027 0.0000 0.0000 0.0000 -31.5691 0.7469 -0.0635 279.2923 294.0092
0.3500 763.1249 18.3931 5.3401 -14.6599 6.7048 7.4446 0.0000 0.0000 0.0000 -31.4958 0.7544 -0.0666 278.6401 293.3000
0.4500 754.2596 16.1199 4.7357 -14.5550 6.6406 7.2188 0.0000 0.0000 0.0000 -31.2482 0.7631 -0.0613 278.0357 292.5908
0.5500 745.5748 13.4781 4.1858 -14.3394 6.5680 7.0249 0.0000 0.0000 0.0000 -30.6844 0.7734 -0.0524 277.4858 291.8252
0.6500 737.0569 9.8718 3.7606 -13.9469 6.4776 6.8953 0.0000 0.0000 0.0000 -29.2161 0.7884 -0.0377 277.0605 291.0074
0.7500 728.5391 4.9502 3.9763 -12.9134 6.2981 7.0848 0.0000 0.0000 0.0000 -25.1021 0.8373 -0.0174 277.2763 290.1897
0.8500 720.0211 0.5227 5.9368 -10.1353 5.8886 8.2339 0.0000 0.0000 0.0000 -17.5520 0.9842 -0.0015 279.2368 289.3720
0.9500 711.5033 -1.4033 9.2318 -6.0225 5.3247 10.4710 0.0000 0.0000 0.0000 -9.5552 1.2021 -0.0028 282.5318 288.5543
1.0500 702.9855 -1.3215 11.5623 -2.8742 4.8554 12.4188 0.0000 0.0000 0.0000 -4.3090 1.3847 -0.0019 284.8623 287.7366
1.1500 694.7620 -0.7809 12.3649 -1.2613 4.5310 13.2657 0.0000 0.0000 0.0000 -1.7371 1.5069 -0.0008 285.6649 286.9262
1.2500 686.6974 -0.3692 12.2908 -0.5289 4.2908 13.3582 0.0000 0.0000 0.0000 -0.6034 1.5912 -0.0003 285.5908 286.1197
1.3500 678.6329 -0.1444 11.8026 -0.2106 4.0920 13.0838 0.0000 0.0000 0.0000 -0.1387 1.6538 -0.0001 285.1026 285.3133
1.4500 670.5684 -0.0439 11.1281 -0.0788 3.9139 12.6548 0.0000 0.0000 0.0000 0.0295 1.7019 -0.0000 284.4281 284.5068
1.5500 662.5040 -0.0066 10.3737 -0.0267 3.7469 12.1727 0.0000 0.0000 0.0000 0.0750 1.7385 -0.0000 283.6736 283.7004
1.6500 654.4394 0.0042 9.5881 -0.0058 3.5867 11.6824 0.0000 0.0000 0.0000 0.0772 1.7644 -0.0000 282.8881 282.8939
1.7500 646.5790 0.0060 8.7950 0.0007 3.4308 11.2007 0.0000 0.0000 0.0000 0.0696 1.7798 -0.0000 282.0949 282.0942
1.8500 638.9687 0.0054 8.0029 0.0002 3.2784 10.7336 0.0000 0.0000 0.0000 0.0619 1.7840 -0.0000 281.3029 281.3027
1.9500 631.3583 0.0043 7.2114 0.0001 3.1292 10.2844 0.0000 0.0000 0.0000 0.0541 1.7761 -0.0000 280.5114 280.5113
2.0500 623.7480 0.0034 6.4200 0.0002 2.9831 9.8525 0.0000 0.0000 0.0000 0.0465 1.7548 -0.0000 279.7200 279.7198
2.1500 616.1376 0.0027 5.6292 0.0008 2.8400 9.4373 0.0000 0.0000 0.0000 0.0408 1.7183 -0.0000 278.9291 278.9283
2.2500 608.5273 0.0026 4.8401 0.0033 2.6997 9.0392 0.0000 0.0000 0.0000 0.0459 1.6646 -0.0000 278.1401 278.1368
2.3500 600.9169 0.0021 4.0591 0.0137 2.5618 8.6612 0.0000 0.0000 0.0000 0.0412 1.5910 -0.0000 277.3590 277.3454
2.4500 593.7178 0.0012 3.3138 0.0046 2.4259 8.3131 0.0000 0.0000 0.0000 0.0240 1.4942 -0.0000 276.6138 276.6092
2.5500 586.5749 0.0007 2.5816 0.0010 2.2920 7.9844 0.0000 0.0000 0.0000 0.0156 1.3699 -0.0000 275.8816 275.8806
2.6500 579.4320 0.0004 1.8523 0.0002 2.1603 7.6692 0.0000 0.0000 0.0000 0.0099 1.2127 -0.0000 275.1523 275.1521
2.7500 572.2892 0.0000 1.1235 0.0000 2.0309 7.3656 0.0000 0.0000 0.0000 0.0000 1.0153 -0.0000 274.4235 274.4235
2.8500 565.1464 0.0000 0.3949 0.0000 1.9033 7.0731 0.0000 0.0000 0.0000 0.0000 0.7674 0.0000 273.6949 273.6949
