height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 855.9332 27.1618 21.9920 0.3153 4.4720 20.0017 0.0000 0.0000 0.0000 -6.5345 1.1272 -0.0528 295.2920 294.9767
0.0500 851.0151 26.7360 21.2195 -2.4245 4.4772 19.1653 0.0000 0.0000 0.0000 -6.5345 1.1309 -0.0528 294.5195 296.9440
0.1500 841.2422 26.2570 20.2777 -3.2118 4.4841 18.2720 0.0000 0.0000 0.0000 -7.7373 1.1355 -0.0505 293.5777 296.7895
0.2500 831.4766 25.7515 19.3390 -3.5255 4.4899 17.4193 0.0000 0.0000 0.0000 -8.3780 1.1401 -0.0489 292.6389 296.1645
0.3500 821.8107 25.2141 18.4033 -3.8298 4.4946 16.6039 0.0000 0.0000 0.0000 -8.9951 1.1448 -0.0472 291.7033 295.5331
0.4500 812.3410 24.6547 17.4704 -4.1187 4.4981 15.8218 0.0000 0.0000 0.0000 -9.5955 1.1495 -0.0455 290.7704 294.8892
0.5500 802.8712 24.0454 16.5410 -4.4043 4.5006 15.0762 0.0000 0.0000 0.0000 -10.8847 1.1543 -0.0438 289.8409 294.2452
0.6500 793.6423 23.3464 15.6146 -5.3134 4.5020 14.3606 0.0000 0.0000 0.0000 -13.1573 1.1585 -0.0387 288.9146 294.2280
0.7500 784.5184 22.5371 14.6924 -6.4911 4.5026 13.6775 0.0000 0.0000 0.0000 -15.7056 1.1623 -0.0314 287.9924 294.4835
0.8500 775.3942 21.6268 13.7829 -7.6561 4.5026 13.0345 0.0000 0.0000 0.0000 -17.2842 1.1662 -0.0284 287.0829 294.7390
0.9500 766.5478 20.6390 12.8868 -7.9208 4.5027 12.4252 0.0000 0.0000 0.0000 -17.8508 1.1710 -0.0302 286.1868 294.1076
1.0500 757.7137 19.5557 12.0071 -8.1292 4.5028 11.8543 0.0000 0.0000 0.0000 -18.3326 1.1767 -0.0334 285.3071 293.4362
1.1500 748.9236 18.3640 11.1462 -8.3155 4.5029 11.3207 0.0000 0.0000 0.0000 -18.7445 1.1836 -0.0360 284.4462 292.7617
