height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 855.9332 25.4635 22.0123 0.3356 4.4731 20.0272 0.0000 0.0000 0.0000 -6.4751 0.9309 -0.0590 295.3123 294.9767
0.0500 851.0151 24.9838 21.2418 -2.4022 4.4798 19.1923 0.0000 0.0000 0.0000 -6.4751 0.9348 -0.0590 294.5418 296.9440
0.1500 841.2422 24.4491 20.3082 -3.1813 4.4885 18.3073 0.0000 0.0000 0.0000 -7.6585 0.9396 -0.0561 293.6082 296.7895
0.2500 831.4766 23.8864 19.3782 -3.4863 4.4958 17.4631 0.0000 0.0000 0.0000 -8.2785 0.9444 -0.0539 292.6782 296.1645
0.3500 821.8107 23.2901 18.4520 -3.7812 4.5016 16.6559 0.0000 0.0000 0.0000 -8.8733 0.9494 -0.0517 291.7520 295.5331
0.4500 812.3410 22.6699 17.5292 -4.0600 4.5060 15.8820 0.0000 0.0000 0.0000 -9.4500 0.9543 -0.0495 290.8292 294.8892
0.5500 802.8712 21.9943 16.6106 -4.3347 4.5091 15.1446 0.0000 0.0000 0.0000 -10.7140 0.9594 -0.0472 289.9106 294.2452
0.6500 793.6423 21.2199 15.6957 -5.2323 4.5108 14.4371 0.0000 0.0000 0.0000 -12.9600 0.9638 -0.0412 288.9957 294.2280
0.7500 784.5184 20.3240 14.7860 -6.3975 4.5115 13.7621 0.0000 0.0000 0.0000 -15.4769 0.9677 -0.0329 288.0860 294.4835
0.8500 775.3942 19.3130 13.8924 -7.5465 4.5114 13.1295 0.0000 0.0000 0.0000 -17.0149 0.9720 -0.0293 287.1924 294.7390
0.9500 766.5478 18.2063 13.0170 -7.7907 4.5114 12.5335 0.0000 0.0000 0.0000 -17.5288 0.9771 -0.0308 286.3170 294.1076
1.0500 757.7137 16.9781 12.1635 -7.9727 4.5114 11.9793 0.0000 0.0000 0.0000 -17.9435 0.9834 -0.0336 285.4635 293.4362
1.1500 748.9236 15.6068 11.3360 -8.1257 4.5115 11.4666 0.0000 0.0000 0.0000 -18.2705 0.9911 -0.0354 284.6360 292.7617
1.2500 740.4346 14.0656 10.5346 -8.2310 4.5112 10.9885 0.0000 0.0000 0.0000 -18.5056 1.0001 -0.0352 283.8346 292.0656
1.3500 731.9457 12.3005 9.7663 -8.3033 4.5105 10.5521 0.0000 0.0000 0.0000 -18.6435 1.0109 -0.0329 283.0663 291.3695
1.4500 723.4567 10.1098 9.0514 -8.3221 4.5087 10.1687 0.0000 0.0000 0.0000 -18.5430 1.0248 -0.0285 282.3514 290.6735
1.5500 714.9678 7.0517 8.4953 -8.1820 4.5018 9.9057 0.0000 0.0000 0.0000 -17.6496 1.0530 -0.0203 281.7953 289.9774
1.6500 706.4788 3.3002 8.4864 -7.4949 4.4708 10.0205 0.0000 0.0000 0.0000 -15.0076 1.1431 -0.0091 281.7863 289.2812
1.7500 698.0966 0.2952 9.4604 -5.7992 4.3900 10.8439 0.0000 0.0000 0.0000 -10.5120 1.3477 -0.0007 282.7604 288.5596
1.8500 690.0579 -0.9435 10.9887 -3.4671 4.2752 12.1750 0.0000 0.0000 0.0000 -5.9115 1.6110 -0.0016 284.2887 287.7558
1.9500 682.0193 -0.9063 11.9622 -1.6897 4.1653 13.1581 0.0000 0.0000 0.0000 -2.8580 1.8347 -0.0012 285.2622 286.9519
2.0500 673.9807 -0.5611 12.1054 -0.7427 4.0715 13.4472 0.0000 0.0000 0.0000 -1.3156 1.9968 -0.0006 285.4054 286.1481
2.1500 665.9421 -0.2922 11.7350 -0.3092 3.9863 13.2778 0.0000 0.0000 0.0000 -0.6439 2.1147 -0.0003 285.0350 285.3442
