   1491     856    21.8    22.7    -0.4    40.3     3.0   308.3     4.3
   1552     850    24.2    24.0     2.4    55.8     2.9   311.5     5.4
   1808     825    22.6    24.0     1.0    55.8     2.9   312.5     5.0
   2072     800    20.9    24.0    -0.5    55.6     2.9   313.4     4.6
   2346     775    21.6    21.0    -1.7   126.3     2.2   317.0     4.4
   2629     750    19.7    23.0    -2.0   146.7     3.7   318.0     4.4
   3218     700    15.6    27.0    -3.4   147.0     6.2   319.7     4.3
   3840     650    10.6    34.0    -4.7   150.6     9.0   320.9     4.2
   4499     600     4.6    37.0    -8.8   147.9     8.1   321.5     3.3
   5201     550    -0.9    31.0   -15.9   158.0     5.3   323.1     2.0
   5953     500    -6.7    37.0   -19.0   195.2     3.6   324.9     1.7
   6767     450   -11.9    30.0   -26.0   177.9     2.8   328.3     1.0
   7658     400   -18.5    37.0   -29.7   135.0     5.4   330.9     0.8
   8638     350   -26.1    74.0   -29.4    93.8     1.5   333.5     1.0
   9737     300   -33.5    15.0   -51.3    98.6     9.4   338.2     0.1
  10991     250   -42.8    15.0   -59.1   116.6     6.5   342.5     0.1
  11694     225   -47.5    22.0   -60.2   110.6     4.3   345.6     0.1
  12464     200   -52.0    26.0   -62.9    90.0     2.0   350.3     0.0
  13319     175   -56.8    28.0   -66.5   136.5     2.6   356.2     0.0
  14285     150   -61.3    23.0   -72.0   120.5     1.8   364.4     0.0
  15400     125   -67.3    34.0   -74.8    28.2     1.6   373.0     0.0
  16729     100   -70.7    38.0   -77.1    62.2     1.5   391.2     0.0
  18838      70   -70.0    17.0   -81.6    65.6     4.8   434.5     0.0
  20871      50   -63.1     2.0   -88.6    32.5     7.9   494.7     0.0
  24069      30   -55.5     0.1   -99.0    17.2     8.4   593.5     0.0
