height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 792.9164 29.2353 27.1492 0.3196 4.6378 29.8248 0.0000 0.0000 0.0000 2.8422 1.3107 -0.0609 300.4492 300.1296
0.0500 788.5262 29.0873 26.3579 0.6015 4.6357 28.5745 0.0000 0.0000 0.0000 2.8422 1.3147 -0.0609 299.6579 299.0564
0.1500 779.7457 29.0504 25.3701 1.7601 4.6287 27.2000 0.0000 0.0000 0.0000 4.8550 1.3200 -0.0596 298.6701 296.9101
0.2500 770.9550 29.0101 24.3742 2.2640 4.6177 25.8730 0.0000 0.0000 0.0000 5.1895 1.3264 -0.0685 297.6742 295.4102
0.3500 762.1522 28.9177 23.3814 2.0106 4.6069 24.6100 0.0000 0.0000 0.0000 4.6245 1.3329 -0.0751 296.6814 294.6708
0.4500 753.3493 28.8033 22.3911 1.7598 4.5964 23.4069 0.0000 0.0000 0.0000 4.1204 1.3395 -0.0756 295.6911 293.9313
0.5500 744.7410 28.6730 21.4032 1.5581 4.5862 22.2545 0.0000 0.0000 0.0000 3.7104 1.3462 -0.0752 294.7032 293.1451
0.6500 736.2520 28.5352 20.4173 1.3871 4.5762 21.1527 0.0000 0.0000 0.0000 3.3390 1.3526 -0.0732 293.7173 292.3302
0.7500 727.7630 28.3925 19.4333 1.2180 4.5664 20.1028 0.0000 0.0000 0.0000 2.9719 1.3590 -0.0707 292.7333 291.5153
0.8500 719.2740 28.2442 18.4511 1.0508 4.5567 19.1022 0.0000 0.0000 0.0000 2.6086 1.3653 -0.0686 291.7511 290.7003
0.9500 710.7852 28.0895 17.4708 0.8854 4.5471 18.1488 0.0000 0.0000 0.0000 2.2491 1.3715 -0.0666 290.7708 289.8854
1.0500 702.2961 27.9279 16.4921 0.7217 4.5375 17.2402 0.0000 0.0000 0.0000 1.8872 1.3777 -0.0647 289.7921 289.0704
1.1500 694.1357 27.7583 15.5149 0.5630 4.5281 16.3662 0.0000 0.0000 0.0000 1.5216 1.3838 -0.0631 288.8149 288.2519
1.2500 686.0971 27.5795 14.5391 0.4072 4.5192 15.5309 0.0000 0.0000 0.0000 1.1589 1.3899 -0.0618 287.8391 287.4319
1.3500 678.0585 27.3907 13.5649 0.2529 4.5105 14.7353 0.0000 0.0000 0.0000 0.8010 1.3960 -0.0607 286.8649 286.6120
1.4500 670.0200 27.1909 12.5921 0.1001 4.5020 13.9778 0.0000 0.0000 0.0000 0.4477 1.4021 -0.0598 285.8921 285.7920
1.5500 661.9813 26.9795 11.6208 -0.0513 4.4936 13.2565 0.0000 0.0000 0.0000 0.0988 1.4083 -0.0591 284.9208 284.9721
1.6500 653.9428 26.7554 10.6511 -0.2011 4.4851 12.5700 0.0000 0.0000 0.0000 -0.2497 1.4146 -0.0586 283.9510 284.1522
1.7500 646.1401 26.5182 9.6828 -0.3504 4.4767 11.9122 0.0000 0.0000 0.0000 -0.6015 1.4209 -0.0577 282.9828 283.3331
1.8500 638.5643 26.2716 8.7157 -0.4993 4.4687 11.2821 0.0000 0.0000 0.0000 -0.9528 1.4271 -0.0560 282.0157 282.5150
