   2153     795    28.0    11.8    -4.3   217.1     3.7   321.5     3.5
   2386     775    20.7    20.0    -3.0   306.7    10.7   316.1     4.0
   2667     750    18.5    23.0    -3.1   308.1    11.8   316.6     4.1
   3253     700    13.8    26.0    -5.4   308.8    12.1   317.8     3.7
   3872     650     9.1    26.0    -9.4   309.2    11.1   319.3     2.9
   4528     600     4.1    26.0   -13.8   314.9    10.2   320.8     2.2
   5228     550    -1.1    22.0   -20.2   318.9    10.2   322.7     1.4
   5981     500    -5.7    10.0   -32.5   311.0    12.1   326.2     0.5
   6798     450   -11.4     5.0   -43.7   301.6    12.2   329.0     0.2
   7689     400   -18.0     8.0   -44.4   289.7     8.9   331.5     0.2
   8671     350   -26.0    10.0   -48.7   288.7     6.5   333.8     0.1
   9768     300   -33.8     7.0   -57.8   303.4     6.0   337.8     0.1
  11027     250   -41.0     9.0   -61.7   306.7     8.4   345.0     0.0
  11736     225   -45.8    15.0   -61.7   304.9     8.9   348.2     0.0
  12511     200   -50.6    22.0   -62.9   306.7     7.9   352.6     0.0
  13371     175   -55.6    26.0   -66.1   317.4     6.8   358.1     0.0
  14338     150   -62.0    32.0   -70.3   314.9     7.9   363.4     0.0
  15447     125   -68.3    40.0   -74.6   316.8     8.4   371.2     0.0
  16772     100   -71.7    45.0   -77.0   313.2     7.3   389.3     0.0
  18881      70   -68.2    11.0   -82.6   337.2     7.2   438.6     0.0
  20927      50   -61.8     2.0   -87.6   345.3     5.1   497.7     0.0
  24137      30   -55.1     0.1   -98.9   355.4    11.5   594.3     0.0
