height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9183 28.5432 28.1407 0.3206 3.6858 31.6067 0.0000 0.0000 0.0000 4.6226 1.2498 -0.0620 301.4407 301.1202
0.0500 790.6265 28.4419 27.3434 1.0898 3.6871 30.2737 0.0000 0.0000 0.0000 4.6226 1.2543 -0.0620 300.6434 299.5536
0.1500 782.0428 28.4826 26.3273 3.2067 3.6916 28.7682 0.0000 0.0000 0.0000 8.7853 1.2629 -0.0850 299.6273 296.4206
0.2500 773.4030 28.4284 25.2565 4.8470 3.6986 27.2404 0.0000 0.0000 0.0000 10.3312 1.2757 -0.1320 298.5565 293.7094
0.3500 764.5062 28.2288 24.1934 4.5669 3.7066 25.8079 0.0000 0.0000 0.0000 9.7225 1.2887 -0.1555 297.4934 292.9265
0.4500 755.6094 28.0074 23.1352 4.2916 3.7156 24.4514 0.0000 0.0000 0.0000 9.1423 1.3020 -0.1551 296.4352 292.1436
0.5500 746.8472 27.7671 22.0824 4.0288 3.7243 23.1632 0.0000 0.0000 0.0000 8.6171 1.3155 -0.1537 295.3824 291.3536
0.6500 738.3148 27.5178 21.0357 3.7841 3.7314 21.9379 0.0000 0.0000 0.0000 8.1296 1.3289 -0.1501 294.3357 290.5516
0.7500 729.7823 27.2660 19.9947 3.5452 3.7367 20.7787 0.0000 0.0000 0.0000 7.6517 1.3423 -0.1455 293.2947 289.7495
0.8500 721.2499 27.0112 18.9594 3.3119 3.7404 19.6820 0.0000 0.0000 0.0000 7.1830 1.3556 -0.1409 292.2593 288.9475
0.9500 712.7174 26.7544 17.9292 3.0838 3.7425 18.6439 0.0000 0.0000 0.0000 6.7228 1.3689 -0.1362 291.2292 288.1454
1.0500 704.1851 26.4944 16.9042 2.8608 3.7432 17.6610 0.0000 0.0000 0.0000 6.2528 1.3821 -0.1318 290.2042 287.3434
1.1500 695.8844 26.2303 15.8847 2.6216 3.7418 16.7252 0.0000 0.0000 0.0000 5.7551 1.3951 -0.1269 289.1847 286.5631
1.2500 687.8069 25.9658 14.8712 2.3674 3.7381 15.8350 0.0000 0.0000 0.0000 5.2470 1.4079 -0.1210 288.1712 285.8038
1.3500 679.7292 25.7033 13.8633 2.1188 3.7322 14.9929 0.0000 0.0000 0.0000 4.7456 1.4204 -0.1148 287.1633 285.0445
1.4500 671.6517 25.4419 12.8606 1.8754 3.7245 14.1960 0.0000 0.0000 0.0000 4.2503 1.4327 -0.1090 286.1606 284.2852
1.5500 663.5742 25.1805 11.8628 1.6368 3.7150 13.4415 0.0000 0.0000 0.0000 3.7605 1.4447 -0.1035 285.1628 283.5260
1.6500 655.4967 24.9182 10.8696 1.4029 3.7042 12.7270 0.0000 0.0000 0.0000 3.2770 1.4564 -0.0983 284.1696 282.7667
1.7500 647.5647 24.6542 9.8806 1.1741 3.6920 12.0472 0.0000 0.0000 0.0000 2.8016 1.4678 -0.0933 283.1805 282.0065
1.8500 639.9427 24.3873 8.8952 0.9510 3.6786 11.3973 0.0000 0.0000 0.0000 2.3324 1.4791 -0.0887 282.1952 281.2443
1.9500 632.3208 24.1165 7.9136 0.7315 3.6642 10.7815 0.0000 0.0000 0.0000 1.8667 1.4901 -0.0844 281.2136 280.4821
2.0500 624.6989 23.8406 6.9354 0.5155 3.6489 10.1979 0.0000 0.0000 0.0000 1.4042 1.5009 -0.0802 280.2354 279.7199
2.1500 617.0769 23.5590 5.9604 0.3027 3.6327 9.6448 0.0000 0.0000 0.0000 0.9444 1.5115 -0.0763 279.2604 278.9577
2.2500 609.4549 23.2705 4.9884 0.0929 3.6159 9.1205 0.0000 0.0000 0.0000 0.4872 1.5220 -0.0725 278.2884 278.1955
2.3500 601.8329 22.9746 4.0195 -0.1138 3.5985 8.6235 0.0000 0.0000 0.0000 0.0220 1.5322 -0.0689 277.3195 277.4333
2.4500 594.5750 22.6681 3.0533 -0.3325 3.5799 8.1473 0.0000 0.0000 0.0000 -0.4553 1.5424 -0.0659 276.3533 276.6858
2.5500 587.4320 22.3467 2.0902 -0.5527 3.5600 7.6948 0.0000 0.0000 0.0000 -0.9348 1.5526 -0.0636 275.3902 275.9429
2.6500 580.2892 22.0086 1.1300 -0.7701 3.5389 7.2663 0.0000 0.0000 0.0000 -1.4132 1.5628 -0.0614 274.4300 275.2001
2.7500 573.1463 21.6532 0.1729 -0.9843 3.5166 6.8606 0.0000 0.0000 0.0000 -1.8903 1.5730 -0.0592 273.4729 274.4572
2.8500 566.0035 21.2791 -0.7813 -1.1957 3.4932 6.4766 0.0000 0.0000 0.0000 -2.3658 1.5832 -0.0571 272.5187 273.7144
2.9500 558.8606 20.8865 -1.7325 -1.4041 3.4688 6.1132 0.0000 0.0000 0.0000 -2.8399 1.5935 -0.0550 271.5674 272.9715
3.0500 551.7178 20.4713 -2.6809 -1.6096 3.4437 5.7692 0.0000 0.0000 0.0000 -3.4224 1.6039 -0.0528 270.6191 272.2286
3.1500 544.9567 20.0203 -3.6245 -1.9105 3.4164 5.4406 0.0000 0.0000 0.0000 -4.1463 1.6145 -0.0514 269.6755 271.5860
