height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9973 27.4294 33.7631 0.3145 5.6166 40.7422 0.0000 0.0000 0.0000 6.8510 1.1985 -0.0434 307.0631 306.7486
0.0500 856.7004 27.4610 33.1825 1.8823 5.6162 39.5704 0.0000 0.0000 0.0000 6.8510 1.2002 -0.0434 306.4825 304.6002
0.1500 847.9058 27.6806 32.1719 4.3643 5.6136 37.6661 0.0000 0.0000 0.0000 9.2438 1.2047 -0.0396 305.4719 301.1076
0.2500 838.4000 27.8117 31.1640 4.0028 5.6105 35.8842 0.0000 0.0000 0.0000 8.4915 1.2095 -0.0522 304.4640 300.4612
0.3500 828.8943 27.9006 30.1579 3.6431 5.6069 34.1840 0.0000 0.0000 0.0000 7.8084 1.2145 -0.0563 303.4579 299.8148
0.4500 819.5138 27.9560 29.1543 3.3432 5.6029 32.5575 0.0000 0.0000 0.0000 7.2428 1.2197 -0.0589 302.4543 299.1111
0.5500 810.2201 27.9895 28.1536 3.0860 5.5983 31.0043 0.0000 0.0000 0.0000 6.7272 1.2248 -0.0592 301.4536 298.3676
0.6500 800.9265 28.0082 27.1555 2.8314 5.5932 29.5237 0.0000 0.0000 0.0000 6.3062 1.2300 -0.0587 300.4554 297.6241
0.7500 791.8744 28.0180 26.1592 2.6568 5.5875 28.1021 0.0000 0.0000 0.0000 5.9894 1.2350 -0.0578 299.4592 296.8024
0.8500 782.8491 28.0207 25.1649 2.4927 5.5810 26.7452 0.0000 0.0000 0.0000 5.6904 1.2399 -0.0567 298.4648 295.9721
0.9500 773.8488 28.0177 24.1721 2.3372 5.5740 25.4498 0.0000 0.0000 0.0000 5.4407 1.2448 -0.0556 297.4721 295.1349
1.0500 765.0149 28.0112 23.1806 2.2291 5.5667 24.2079 0.0000 0.0000 0.0000 5.2348 1.2497 -0.0545 296.4806 294.2515
1.1500 756.1810 28.0014 22.1902 2.1221 5.5593 23.0227 0.0000 0.0000 0.0000 5.0192 1.2544 -0.0534 295.4902 293.3681
1.2500 747.4420 27.9867 21.2010 2.0068 5.5516 21.8890 0.0000 0.0000 0.0000 4.7648 1.2591 -0.0523 294.5010 292.4942
1.3500 738.9240 27.9669 20.2133 1.8708 5.5441 20.8013 0.0000 0.0000 0.0000 4.4845 1.2637 -0.0507 293.5132 291.6424
1.4500 730.4062 27.9437 19.2269 1.7363 5.5366 19.7643 0.0000 0.0000 0.0000 4.2078 1.2681 -0.0489 292.5269 290.7906
1.5500 721.8884 27.9171 18.2419 1.6031 5.5291 18.7756 0.0000 0.0000 0.0000 3.9343 1.2724 -0.0471 291.5419 289.9388
1.6500 713.3704 27.8865 17.2581 1.4710 5.5216 17.8330 0.0000 0.0000 0.0000 3.6638 1.2766 -0.0455 290.5581 289.0870
1.7500 704.8525 27.8519 16.2755 1.3402 5.5140 16.9345 0.0000 0.0000 0.0000 3.4210 1.2807 -0.0441 289.5755 288.2353
1.8500 696.5297 27.8152 15.2939 1.2325 5.5064 16.0732 0.0000 0.0000 0.0000 3.2391 1.2847 -0.0424 288.5938 287.3613
1.9500 688.4652 27.7807 14.3129 1.1548 5.4989 15.2461 0.0000 0.0000 0.0000 3.0929 1.2885 -0.0402 287.6129 286.4581
2.0500 680.4006 27.7493 13.3326 1.0777 5.4914 14.4579 0.0000 0.0000 0.0000 2.9487 1.2921 -0.0380 286.6325 285.5549
2.1500 672.3361 27.7200 12.3529 1.0012 5.4839 13.7068 0.0000 0.0000 0.0000 2.8063 1.2956 -0.0361 285.6529 284.6516
2.2500 664.2717 27.6916 11.3737 0.9253 5.4764 12.9913 0.0000 0.0000 0.0000 2.6654 1.2990 -0.0346 284.6737 283.7484
2.3500 656.2072 27.6628 10.3952 0.8500 5.4687 12.3098 0.0000 0.0000 0.0000 2.5143 1.3024 -0.0334 283.6952 282.8452
