height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9183 45.0283 28.0236 0.2034 3.6792 31.3813 0.0000 0.0000 0.0000 4.9512 4.9010 -0.0272 301.3235 301.1202
0.0500 790.6265 45.0363 27.4785 1.2248 3.6793 30.5253 0.0000 0.0000 0.0000 4.9512 4.9031 -0.0272 300.7785 299.5536
0.1500 782.0428 45.1514 26.4954 3.3748 3.6801 29.0676 0.0000 0.0000 0.0000 9.2365 4.9089 -0.0371 299.7954 296.4206
0.2500 773.4030 45.2854 25.5009 5.0915 3.6814 27.6560 0.0000 0.0000 0.0000 10.9448 4.9176 -0.0576 298.8009 293.7094
0.3500 764.5062 45.3692 24.5074 4.8809 3.6829 26.3178 0.0000 0.0000 0.0000 10.4858 4.9265 -0.0694 297.8074 292.9265
0.4500 755.6094 45.4383 23.5146 4.6710 3.6846 25.0396 0.0000 0.0000 0.0000 10.0457 4.9356 -0.0715 296.8146 292.1436
0.5500 746.8472 45.4938 22.5224 4.4688 3.6864 23.8145 0.0000 0.0000 0.0000 9.6505 4.9450 -0.0731 295.8224 291.3536
0.6500 738.3148 45.5388 21.5309 4.2793 3.6878 22.6375 0.0000 0.0000 0.0000 9.2829 4.9543 -0.0737 294.8308 290.5516
0.7500 729.7823 45.5758 20.5402 4.0907 3.6890 21.5146 0.0000 0.0000 0.0000 8.9151 4.9636 -0.0737 293.8402 289.7495
0.8500 721.2499 45.6048 19.5504 3.9029 3.6899 20.4431 0.0000 0.0000 0.0000 8.5473 4.9729 -0.0737 292.8504 288.9475
0.9500 712.7174 45.6258 18.5614 3.7160 3.6905 19.4210 0.0000 0.0000 0.0000 8.1793 4.9823 -0.0736 291.8614 288.1454
1.0500 704.1851 45.6388 17.5733 3.5299 3.6909 18.4461 0.0000 0.0000 0.0000 7.7924 4.9916 -0.0736 290.8733 287.3434
1.1500 695.8844 45.6431 16.5860 3.3229 3.6908 17.5105 0.0000 0.0000 0.0000 7.3677 5.0009 -0.0732 289.8860 286.5631
1.2500 687.8069 45.6394 15.5998 3.0960 3.6903 16.6133 0.0000 0.0000 0.0000 6.9231 5.0100 -0.0722 288.8998 285.8038
1.3500 679.7292 45.6288 14.6147 2.8701 3.6893 15.7586 0.0000 0.0000 0.0000 6.4761 5.0190 -0.0708 287.9147 285.0445
1.4500 671.6517 45.6112 13.6306 2.6454 3.6878 14.9445 0.0000 0.0000 0.0000 6.0268 5.0279 -0.0695 286.9306 284.2852
1.5500 663.5742 45.5867 12.6476 2.4216 3.6860 14.1692 0.0000 0.0000 0.0000 5.5751 5.0366 -0.0682 285.9476 283.5260
1.6500 655.4967 45.5550 11.6656 2.1989 3.6838 13.4310 0.0000 0.0000 0.0000 5.1226 5.0452 -0.0669 284.9655 282.7667
