   2153     788    26.3    16.8    -0.9   184.9     5.1   320.4     4.6
   2296     775    23.4    18.0    -2.3   183.5     6.8   318.9     4.2
   2580     750    20.6    21.0    -2.6   175.8     7.1   318.9     4.2
   3169     700    15.1    27.0    -3.7   157.8     7.2   319.3     4.2
   3790     650     9.8    35.0    -4.9   135.6     7.9   320.1     4.1
   4449     600     4.7    43.0    -6.8   111.5     8.5   321.6     3.8
   5152     550    -0.3    47.0   -10.2    96.2     7.3   323.8     3.2
   5907     500    -5.4    34.0   -18.8    94.5     5.3   326.5     1.7
   6725     450   -10.9     8.0   -38.8   107.5     7.9   329.6     0.3
   7618     400   -17.3     6.0   -46.5    92.7    10.6   332.4     0.1
   8603     350   -24.8     7.0   -50.9    77.3    12.7   335.3     0.1
   9704     300   -33.5     8.0   -56.6    70.9    13.4   338.1     0.1
  10958     250   -42.3     7.0   -64.6    94.0    11.3   343.1     0.0
  11664     225   -46.5    11.0   -64.5   103.6     9.0   347.3     0.0
  12437     200   -51.3    18.0   -64.9    97.8     7.4   351.6     0.0
  13294     175   -57.0    29.0   -66.5   103.2     6.6   355.9     0.0
  14256     150   -62.5    37.0   -69.8   125.1     7.8   362.3     0.0
  15368     125   -67.7    38.0   -74.3   126.2     9.0   372.5     0.0
  16697     100   -71.2    42.0   -76.9   100.4     6.7   390.3     0.0
  18808      70   -69.0    14.0   -81.8    68.0     4.6   436.9     0.0
  20854      50   -62.0     2.0   -87.7    64.6     8.2   497.3     0.0
  24066      30   -54.6     0.1   -98.6     9.2     8.8   595.7     0.0
