height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 787.9135 25.8461 26.4842 0.3535 4.7599 28.8210 0.0000 0.0000 0.0000 2.4049 0.9242 -0.1035 299.7841 299.4307
0.0500 783.3680 25.5311 25.6837 0.5670 4.7572 27.5989 0.0000 0.0000 0.0000 2.4049 0.9309 -0.1035 298.9836 298.4167
0.1500 774.3000 25.2291 24.6847 1.5131 4.7488 26.2588 0.0000 0.0000 0.0000 3.4882 0.9403 -0.1141 297.9846 296.4716
0.2500 765.4972 24.8870 23.6867 1.5010 4.7412 24.9706 0.0000 0.0000 0.0000 3.4611 0.9498 -0.1191 296.9867 295.4857
0.3500 756.6944 24.5534 22.6888 1.4890 4.7339 23.7401 0.0000 0.0000 0.0000 3.4258 0.9593 -0.1158 295.9888 294.4998
0.4500 747.9668 24.2244 21.6913 1.4650 4.7269 22.5628 0.0000 0.0000 0.0000 3.3378 0.9689 -0.1127 294.9913 293.5263
0.5500 739.4778 23.9007 20.6952 1.4026 4.7201 21.4332 0.0000 0.0000 0.0000 3.2113 0.9785 -0.1087 293.9952 292.5926
0.6500 730.9888 23.5877 19.7006 1.3418 4.7132 20.3567 0.0000 0.0000 0.0000 3.0909 0.9880 -0.1041 293.0005 291.6588
0.7500 722.4999 23.2840 18.7072 1.2822 4.7061 19.3306 0.0000 0.0000 0.0000 2.9758 0.9975 -0.1000 292.0071 290.7250
0.8500 714.0109 22.9878 17.7149 1.2237 4.6986 18.3526 0.0000 0.0000 0.0000 2.8654 1.0070 -0.0964 291.0149 289.7912
0.9500 705.5219 22.6973 16.7238 1.1664 4.6906 17.4205 0.0000 0.0000 0.0000 2.7238 1.0165 -0.0932 290.0238 288.8574
1.0500 697.1859 22.4065 15.7342 1.0825 4.6822 16.5291 0.0000 0.0000 0.0000 2.4852 1.0261 -0.0903 289.0342 287.9517
1.1500 689.1343 22.1115 14.7471 0.9489 4.6742 15.6747 0.0000 0.0000 0.0000 2.1870 1.0356 -0.0874 288.0471 287.0982
1.2500 681.0828 21.8119 13.7625 0.8177 4.6662 14.8625 0.0000 0.0000 0.0000 1.8962 1.0453 -0.0847 287.0625 286.2448
1.3500 673.0313 21.5057 12.7803 0.6890 4.6582 14.0903 0.0000 0.0000 0.0000 1.6123 1.0550 -0.0825 286.0803 285.3913
1.4500 664.9797 21.1908 11.8006 0.5627 4.6499 13.3564 0.0000 0.0000 0.0000 1.3349 1.0649 -0.0806 285.1006 284.5378
1.5500 656.9282 20.8665 10.8231 0.4387 4.6411 12.6587 0.0000 0.0000 0.0000 1.0510 1.0751 -0.0791 284.1231 283.6844
1.6500 648.9415 20.5263 9.8483 0.3063 4.6317 11.9947 0.0000 0.0000 0.0000 0.6808 1.0854 -0.0776 283.1483 282.8420
1.7500 641.3542 20.1692 8.8773 0.1092 4.6221 11.3578 0.0000 0.0000 0.0000 0.2381 1.0957 -0.0751 282.1773 282.0681
1.8500 633.7670 19.8001 7.9102 -0.0841 4.6121 10.7539 0.0000 0.0000 0.0000 -0.1967 1.1061 -0.0719 281.2101 281.2942
1.9500 626.1797 19.4164 6.9467 -0.2736 4.6016 10.1815 0.0000 0.0000 0.0000 -0.6236 1.1166 -0.0691 280.2467 280.5203
2.0500 618.5925 19.0153 5.9871 -0.4593 4.5904 9.6389 0.0000 0.0000 0.0000 -1.0427 1.1273 -0.0668 279.2871 279.7464
2.1500 611.0052 18.5952 5.0314 -0.6411 4.5783 9.1247 0.0000 0.0000 0.0000 -1.4537 1.1382 -0.0647 278.3314 278.9725
