   2153     794     8.0    79.8     4.8   334.7     0.6   300.3     6.8
   2370     775    21.1    18.0    -4.1   302.8     3.7   316.6     3.6
   2652     750    19.1    20.0    -4.4   304.0     4.8   317.4     3.7
   3239     700    14.3    25.0    -5.5   306.3     5.6   318.4     3.7
   3859     650     9.3    29.0    -7.8   298.6     6.5   319.5     3.3
   4516     600     4.1    29.0   -12.3   300.7     7.8   320.9     2.5
   5216     550    -1.0    26.0   -18.2   301.9     9.3   322.8     1.7
   5968     500    -6.5    18.0   -27.0   300.6    12.8   325.1     0.8
   6782     450   -11.7     7.0   -40.7   295.7    10.6   328.6     0.2
   7674     400   -17.8     4.0   -50.5   289.5     6.9   331.8     0.1
   8657     350   -25.5     5.0   -54.2   291.4     4.9   334.4     0.1
   9756     300   -32.8     6.0   -58.4   301.1     5.6   339.1     0.0
  11017     250   -41.3    12.0   -59.6   323.3     6.4   344.7     0.0
  11725     225   -45.6    19.0   -59.7   332.3     4.5   348.5     0.1
  12500     200   -50.8    29.0   -60.9   327.7     6.7   352.4     0.1
  13358     175   -56.8    38.0   -64.3   320.0     8.1   356.2     0.0
  14320     150   -62.8    43.0   -68.9   313.4     8.6   362.0     0.0
  15426     125   -68.5    41.0   -74.7   325.8     9.9   370.8     0.0
  16751     100   -71.5    44.0   -76.9   324.5     9.1   389.7     0.0
  18862      70   -69.0    12.0   -82.9   347.2     7.0   436.7     0.0
  20907      50   -61.3     2.0   -87.2   346.6     5.9   499.1     0.0
  24116      30   -56.0     1.0   -87.4     3.0     9.2   591.8     0.0
