height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 856.9257 31.0326 32.5085 0.2777 3.3837 38.0021 0.0000 0.0000 0.0000 1.8597 1.7301 -0.0545 305.8085 305.5309
0.0500 851.4569 30.9221 31.7194 0.8948 3.3837 36.4981 0.0000 0.0000 0.0000 1.8597 1.7347 -0.0545 305.0194 304.1246
0.1500 841.6974 30.7948 30.7410 0.8223 3.3833 34.8383 0.0000 0.0000 0.0000 1.4248 1.7403 -0.0561 304.0410 303.2186
0.2500 832.1188 30.6423 29.7651 0.4595 3.3824 33.2460 0.0000 0.0000 0.0000 0.6941 1.7460 -0.0558 303.0651 302.6056
0.3500 822.6134 30.4695 28.7920 0.1138 3.3810 31.7230 0.0000 0.0000 0.0000 0.0272 1.7516 -0.0549 302.0919 301.9781
0.4500 813.3197 30.2771 27.8208 -0.1882 3.3791 30.2595 0.0000 0.0000 0.0000 -0.5925 1.7573 -0.0541 301.1208 301.3090
0.5500 804.0260 30.0676 26.8519 -0.4880 3.3767 28.8621 0.0000 0.0000 0.0000 -1.0546 1.7629 -0.0532 300.1519 300.6399
0.6500 794.9030 29.8507 25.8842 -0.6358 3.3738 27.5194 0.0000 0.0000 0.0000 -1.2386 1.7687 -0.0528 299.1841 299.8199
0.7500 785.9101 29.6290 24.9167 -0.6679 3.3707 26.2299 0.0000 0.0000 0.0000 -1.3008 1.7746 -0.0534 298.2167 298.8846
0.8500 776.9172 29.3997 23.9499 -0.6996 3.3673 24.9964 0.0000 0.0000 0.0000 -1.3637 1.7808 -0.0544 297.2498 297.9494
0.9500 768.0982 29.1642 22.9832 -0.7214 3.3640 23.8104 0.0000 0.0000 0.0000 -1.4267 1.7869 -0.0544 296.2832 297.0046
1.0500 759.3264 28.9292 22.0166 -0.7406 3.3610 22.6742 0.0000 0.0000 0.0000 -1.4867 1.7930 -0.0532 295.3166 296.0572
1.1500 750.5544 28.6934 21.0501 -0.7598 3.3582 21.5874 0.0000 0.0000 0.0000 -1.5957 1.7992 -0.0519 294.3501 295.1099
1.2500 742.0745 28.4553 20.0838 -0.8260 3.3556 20.5397 0.0000 0.0000 0.0000 -1.7579 1.8052 -0.0502 293.3838 294.2099
1.3500 733.6143 28.2172 19.1179 -0.8953 3.3532 19.5379 0.0000 0.0000 0.0000 -1.9211 1.8110 -0.0480 292.4178 293.3131
1.4500 725.1541 27.9787 18.1522 -0.9641 3.3508 18.5806 0.0000 0.0000 0.0000 -2.0817 1.8168 -0.0462 291.4522 292.4163
1.5500 716.6938 27.7377 17.1870 -1.0326 3.3484 17.6662 0.0000 0.0000 0.0000 -2.2398 1.8225 -0.0446 290.4870 291.5195
1.6500 708.2336 27.4946 16.2222 -1.1006 3.3460 16.7928 0.0000 0.0000 0.0000 -2.3979 1.8282 -0.0435 289.5222 290.6227
