height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 858.9973 33.5050 33.1064 0.2576 3.9601 39.2796 0.0000 0.0000 0.0000 5.1518 2.1786 -0.0443 306.4064 306.1488
0.0500 854.7521 33.5022 32.5419 1.5327 3.9591 38.1806 0.0000 0.0000 0.0000 5.1518 2.1813 -0.0443 305.8419 304.3092
0.1500 845.8304 33.5688 31.5503 3.0006 3.9547 36.3846 0.0000 0.0000 0.0000 6.7640 2.1870 -0.0485 304.8503 301.8497
0.2500 836.3607 33.6079 30.5594 2.9188 3.9501 34.6919 0.0000 0.0000 0.0000 6.6131 2.1929 -0.0544 303.8594 300.9406
0.3500 826.8909 33.6355 29.5687 2.8371 3.9453 33.0720 0.0000 0.0000 0.0000 6.3473 2.1989 -0.0562 302.8687 300.0315
0.4500 817.5622 33.6460 28.5788 2.6536 3.9404 31.5179 0.0000 0.0000 0.0000 5.9378 2.2051 -0.0577 301.8788 299.2252
0.5500 808.2685 33.6408 27.5902 2.4456 3.9353 30.0316 0.0000 0.0000 0.0000 5.4938 2.2114 -0.0588 300.8902 298.4445
0.6500 799.0008 33.6182 26.6027 2.2327 3.9301 28.6106 0.0000 0.0000 0.0000 4.9887 2.2178 -0.0596 299.9027 297.6700
0.7500 789.9427 33.5776 25.6171 1.9716 3.9249 27.2467 0.0000 0.0000 0.0000 4.4293 2.2242 -0.0597 298.9171 296.9454
0.8500 780.8848 33.5220 24.6331 1.7123 3.9197 25.9449 0.0000 0.0000 0.0000 3.8785 2.2306 -0.0591 297.9331 296.2208
0.9500 771.9162 33.4519 23.6511 1.4601 3.9145 24.6997 0.0000 0.0000 0.0000 3.3474 2.2369 -0.0581 296.9510 295.4910
1.0500 763.1134 33.3718 22.6706 1.2191 3.9094 23.5060 0.0000 0.0000 0.0000 2.8297 2.2429 -0.0557 295.9706 294.7515
