height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 860.9969 27.2489 22.9522 0.3009 3.9537 21.1131 0.0000 0.0000 0.0000 -9.5206 1.1925 -0.0484 296.2522 295.9513
0.0500 856.1724 26.7626 22.1788 -2.5778 3.9556 20.2319 0.0000 0.0000 0.0000 -9.5206 1.1957 -0.0484 295.4788 298.0566
0.1500 846.5750 26.1087 21.2461 -5.9436 3.9600 19.3013 0.0000 0.0000 0.0000 -13.5066 1.1990 -0.0364 294.5461 300.4897
0.2500 837.0692 25.4457 20.3148 -6.1525 3.9648 18.4090 0.0000 0.0000 0.0000 -14.0079 1.2023 -0.0311 293.6147 299.7673
0.3500 827.5635 24.7499 19.3856 -6.3593 3.9697 17.5562 0.0000 0.0000 0.0000 -14.4852 1.2057 -0.0299 292.6855 299.0448
0.4500 818.2126 24.0191 18.4587 -6.5483 3.9750 16.7384 0.0000 0.0000 0.0000 -14.9312 1.2091 -0.0288 291.7587 298.3070
0.5500 808.9190 23.2501 17.5346 -6.7290 3.9804 15.9565 0.0000 0.0000 0.0000 -15.3634 1.2127 -0.0279 290.8346 297.5635
0.6500 799.6348 22.4386 16.6135 -6.9059 3.9860 15.2102 0.0000 0.0000 0.0000 -15.7846 1.2164 -0.0269 289.9135 296.8193
0.7500 790.5768 21.5822 15.6941 -7.0644 3.9921 14.4928 0.0000 0.0000 0.0000 -16.1954 1.2201 -0.0255 288.9940 296.0584
0.8500 781.5189 20.6786 14.7766 -7.2210 3.9985 13.8075 0.0000 0.0000 0.0000 -16.5586 1.2238 -0.0237 288.0766 295.2976
0.9500 772.5150 19.7286 13.8612 -7.3403 4.0051 13.1522 0.0000 0.0000 0.0000 -16.7696 1.2276 -0.0219 287.1612 294.5015
1.0500 763.6497 18.7324 12.9480 -7.3670 4.0119 12.5243 0.0000 0.0000 0.0000 -16.8682 1.2316 -0.0203 286.2480 293.6150
1.1500 754.7844 17.6801 12.0373 -7.3912 4.0188 11.9253 0.0000 0.0000 0.0000 -16.9818 1.2356 -0.0188 285.3372 292.7285
1.2500 746.0791 16.5577 11.1292 -7.4366 4.0255 11.3515 0.0000 0.0000 0.0000 -17.1391 1.2398 -0.0171 284.4292 291.8658
1.3500 737.5612 15.3478 10.2238 -7.5072 4.0320 10.8017 0.0000 0.0000 0.0000 -17.3159 1.2440 -0.0152 283.5238 291.0310
1.4500 729.0433 14.0256 9.3224 -7.5738 4.0382 10.2785 0.0000 0.0000 0.0000 -17.4815 1.2484 -0.0133 282.6224 290.1962
1.5500 720.5255 12.5489 8.4267 -7.6348 4.0442 9.7818 0.0000 0.0000 0.0000 -17.6291 1.2530 -0.0113 281.7267 289.3615
1.6500 712.0075 10.8130 7.5410 -7.6858 4.0500 9.3130 0.0000 0.0000 0.0000 -17.7153 1.2581 -0.0093 280.8409 288.5267
1.7500 703.4896 8.4330 6.6992 -7.6928 4.0553 8.8916 0.0000 0.0000 0.0000 -17.4654 1.2649 -0.0069 279.9991 287.6920
1.8500 695.2394 4.9751 6.1182 -7.4462 4.0537 8.6406 0.0000 0.0000 0.0000 -16.0122 1.2837 -0.0036 279.4182 286.8644
1.9500 687.1749 1.2825 6.3490 -6.3929 4.0271 8.8858 0.0000 0.0000 0.0000 -12.6065 1.3402 -0.0007 279.6490 286.0418
2.0500 679.1104 -0.9360 7.4827 -4.4366 3.9693 9.7318 0.0000 0.0000 0.0000 -8.0940 1.4367 -0.0004 280.7827 285.2193
2.1500 671.0458 -1.3321 8.6679 -2.4288 3.9051 10.6914 0.0000 0.0000 0.0000 -4.2999 1.5331 -0.0003 281.9679 284.3967
2.2500 662.9813 -0.9214 9.1533 -1.1208 3.8522 11.1908 0.0000 0.0000 0.0000 -2.0301 1.6059 -0.0001 282.4533 283.5741
2.3500 654.9169 -0.4940 8.9931 -0.4584 3.8088 11.2072 0.0000 0.0000 0.0000 -0.9163 1.6606 -0.0001 282.2931 282.7515
2.4500 647.0295 -0.2322 8.4886 -0.1644 3.7692 10.9590 0.0000 0.0000 0.0000 -0.4425 1.7062 -0.0000 281.7885 281.9529
2.5500 639.4192 -0.1039 7.8325 -0.0594 3.7303 10.6001 0.0000 0.0000 0.0000 -0.2623 1.7476 -0.0000 281.1325 281.1919
2.6500 631.8088 -0.0485 7.1110 -0.0199 3.6903 10.2054 0.0000 0.0000 0.0000 -0.1880 1.7875 -0.0000 280.4110 280.4309
2.7500 624.1985 -0.0262 6.3634 -0.0065 3.6482 9.8063 0.0000 0.0000 0.0000 -0.1563 1.8263 -0.0000 279.6634 279.6699
2.8500 616.5882 -0.0175 5.6055 -0.0034 3.6031 9.4146 0.0000 0.0000 0.0000 -0.1443 1.8631 -0.0000 278.9055 278.9088
2.9500 608.9778 -0.0141 4.8416 -0.0061 3.5544 9.0334 0.0000 0.0000 0.0000 -0.1540 1.8961 -0.0000 278.1416 278.1478
3.0500 601.3674 -0.0114 4.0664 -0.0204 3.5014 8.6591 0.0000 0.0000 0.0000 -0.1453 1.9232 -0.0000 277.3664 277.3867
3.1500 594.1406 -0.0081 3.2499 -0.0087 3.4438 8.2691 0.0000 0.0000 0.0000 -0.1103 1.9420 -0.0000 276.5499 276.5586
3.2500 586.9977 -0.0058 2.4137 -0.0020 3.3813 7.8826 0.0000 0.0000 0.0000 -0.0881 1.9501 -0.0000 275.7137 275.7157
3.3500 579.8549 -0.0044 1.5724 -0.0004 3.3140 7.5096 0.0000 0.0000 0.0000 -0.0752 1.9451 -0.0000 274.8724 274.8729
3.4500 572.7120 -0.0034 0.7301 0.0001 3.2419 7.1518 0.0000 0.0000 0.0000 -0.0653 1.9241 -0.0000 274.0301 274.0300
3.5500 565.5692 -0.0024 -0.1119 0.0009 3.1650 6.8096 0.0000 0.0000 0.0000 -0.0535 1.8841 -0.0000 273.1880 273.1872
3.6500 558.4263 -0.0010 -0.9511 0.0046 3.0832 6.4835 0.0000 0.0000 0.0000 -0.0214 1.8213 -0.0000 272.3489 272.3443
3.7500 551.2834 -0.0003 -1.7744 0.0241 2.9962 6.1787 0.0000 0.0000 0.0000 -0.0050 1.7314 -0.0000 271.5256 271.5015
3.8500 544.5385 -0.0004 -2.5091 0.0089 2.9033 5.9218 0.0000 0.0000 0.0000 -0.0129 1.6092 -0.0000 270.7909 270.7820
3.9500 537.8807 -0.0000 -3.2090 0.0014 2.8059 5.6885 0.0000 0.0000 0.0000 0.0000 1.4484 -0.0000 270.0910 270.0896
4.0500 531.2229 0.0000 -3.9028 0.0000 2.7056 5.4662 0.0000 0.0000 0.0000 0.0000 1.2411 0.0000 269.3972 269.3972
4.1500 524.5651 0.0000 -4.5952 0.0000 2.5718 5.2523 0.0000 0.0000 0.0000 0.0000 1.2423 0.0000 268.7048 268.7048
4.2500 517.9073 0.0000 -5.2876 0.0000 2.4440 5.0462 0.0000 0.0000 0.0000 0.0000 1.2435 0.0000 268.0124 268.0124
4.3500 511.2495 0.0000 -5.9800 0.0000 2.3219 4.8474 0.0000 0.0000 0.0000 0.0000 1.2447 0.0000 267.3199 267.3199
4.4500 504.5917 0.0000 -6.6725 0.0000 2.2054 4.6559 0.0000 0.0000 0.0000 0.0000 1.2459 0.0000 266.6275 266.6275
4.5500 498.0915 0.0000 -7.3485 0.0000 2.0625 4.4756 0.0000 0.0000 0.0000 0.0000 1.2471 0.0000 265.9515 265.9515
4.6500 491.9415 0.0000 -7.9881 0.0000 1.8594 4.3109 0.0000 0.0000 0.0000 0.0000 1.2483 0.0000 265.3119 265.3119
4.7500 485.7914 0.0000 -8.6277 0.0000 1.6682 4.1519 0.0000 0.0000 0.0000 0.0000 1.2495 0.0000 264.6723 264.6723
4.8500 479.6414 0.0000 -9.2673 0.0000 1.4885 3.9983 0.0000 0.0000 0.0000 0.0000 1.2507 0.0000 264.0327 264.0327
4.9500 473.4913 0.0000 -9.9069 0.0000 1.3196 3.8499 0.0000 0.0000 0.0000 0.0000 1.2519 0.0000 263.3931 263.3931
5.0500 467.3412 0.0000 -10.5465 0.0000 1.1611 3.7066 0.0000 0.0000 0.0000 0.0000 1.2531 0.0000 262.7535 262.7535
5.1500 461.1911 0.0000 -11.1861 0.0000 1.0124 3.5683 0.0000 0.0000 0.0000 0.0000 1.2543 0.0000 262.1139 262.1139
5.2500 455.0411 0.0000 -11.8257 0.0000 0.8731 3.4348 0.0000 0.0000 0.0000 0.0000 1.2555 0.0000 261.4742 261.4742
5.3500 448.9858 0.0000 -12.4879 0.0000 0.7535 3.2992 0.0000 0.0000 0.0000 0.0000 1.2567 0.0000 260.8120 260.8120
5.4500 443.3615 0.0000 -13.2528 0.0000 0.6886 3.1389 0.0000 0.0000 0.0000 0.0000 1.2579 0.0000 260.0471 260.0471
