   2153     793     9.9    81.1     6.8    31.0     0.3   302.4     7.9
   2365     775    22.5    14.0    -6.4   302.0     1.9   318.0     3.1
   2648     750    20.5    15.0    -7.1   311.6     2.4   318.8     3.0
   3237     700    15.6    20.0    -7.4   327.7     3.6   319.7     3.2
   3859     650    10.5    26.0    -8.3   326.3     4.3   320.8     3.2
   4518     600     5.1    32.0   -10.3   337.1     5.6   322.0     2.9
   5221     550    -0.1    35.0   -13.8   337.5     5.7   323.9     2.4
   5976     500    -5.4    33.0   -19.2   330.5     6.1   326.4     1.7
   6794     450   -11.2    29.0   -25.7   326.3     6.1   329.2     1.1
   7686     400   -18.0    27.0   -32.4   326.8     6.2   331.7     0.6
   8669     350   -25.3    17.0   -43.3   352.0     6.5   334.7     0.2
   9772     300   -32.0     7.0   -56.4   324.9     5.7   340.3     0.1
  11037     250   -40.6    10.0   -60.5   326.7     7.7   345.6     0.0
  11746     225   -45.5    18.0   -60.0   331.7     7.4   348.7     0.1
  12522     200   -50.3    26.0   -61.4   333.0     5.5   353.0     0.0
  13382     175   -56.5    30.0   -65.8   335.0     6.4   356.6     0.0
  14345     150   -62.8    30.0   -71.5   317.5     6.5   362.0     0.0
  15451     125   -68.5    40.0   -74.8   336.3     7.6   370.8     0.0
  16772     100   -72.3    51.0   -76.8   332.9     9.5   387.9     0.0
  18878      70   -69.7    14.0   -82.4   348.4     7.5   435.4     0.0
  20913      50   -62.8     2.0   -88.3   350.9     7.2   495.4     0.0
  24130      30   -55.3     1.0   -86.9     2.4    11.1   593.7     0.0
