height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 855.9332 25.9553 22.0062 0.3294 4.4728 20.0195 0.0000 0.0000 0.0000 -6.4934 0.9851 -0.0571 295.3062 294.9767
0.0500 851.0151 25.4924 21.2350 -2.4090 4.4790 19.1841 0.0000 0.0000 0.0000 -6.4934 0.9890 -0.0571 294.5350 296.9440
0.1500 841.2422 24.9750 20.2988 -3.1907 4.4871 18.2964 0.0000 0.0000 0.0000 -7.6830 0.9937 -0.0544 293.5988 296.7895
0.2500 831.4766 24.4299 19.3660 -3.4985 4.4939 17.4494 0.0000 0.0000 0.0000 -8.3097 0.9985 -0.0524 292.6660 296.1645
0.3500 821.8107 23.8519 18.4367 -3.7964 4.4994 16.6396 0.0000 0.0000 0.0000 -8.9116 1.0033 -0.0503 291.7367 295.5331
0.4500 812.3410 23.2505 17.5107 -4.0785 4.5035 15.8630 0.0000 0.0000 0.0000 -9.4958 1.0082 -0.0483 290.8107 294.8892
0.5500 802.8712 22.5955 16.5887 -4.3566 4.5064 15.1230 0.0000 0.0000 0.0000 -10.7678 1.0132 -0.0462 289.8886 294.2452
0.6500 793.6423 21.8444 15.6701 -5.2579 4.5080 14.4129 0.0000 0.0000 0.0000 -13.0223 1.0176 -0.0405 288.9701 294.2280
0.7500 784.5184 20.9755 14.7564 -6.4271 4.5087 13.7353 0.0000 0.0000 0.0000 -15.5493 1.0214 -0.0325 288.0564 294.4835
0.8500 775.3942 19.9962 13.8578 -7.5812 4.5087 13.0993 0.0000 0.0000 0.0000 -17.1003 1.0256 -0.0291 287.1577 294.7390
0.9500 766.5478 18.9272 12.9756 -7.8320 4.5087 12.4990 0.0000 0.0000 0.0000 -17.6314 1.0306 -0.0307 286.2756 294.1076
1.0500 757.7137 17.7456 12.1136 -8.0226 4.5087 11.9393 0.0000 0.0000 0.0000 -18.0681 1.0367 -0.0336 285.4136 293.4362
1.1500 748.9236 16.4332 11.2751 -8.1867 4.5088 11.4195 0.0000 0.0000 0.0000 -18.4234 1.0441 -0.0357 284.5751 292.7617
