height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 850.3199 29.4463 29.8226 0.2927 5.1557 32.6102 0.0000 0.0000 0.0000 0.2472 1.4649 -0.0808 303.1226 302.8299
0.0500 845.2046 29.1892 29.0344 0.2913 5.1562 31.2896 0.0000 0.0000 0.0000 0.2472 1.4711 -0.0808 302.3344 302.0431
0.1500 835.5521 28.8974 28.0644 -0.0609 5.1557 29.8564 0.0000 0.0000 0.0000 -0.4616 1.4787 -0.0815 301.3644 301.4253
0.2500 825.8997 28.5866 27.0984 -0.4092 5.1539 28.4902 0.0000 0.0000 0.0000 -1.0734 1.4863 -0.0794 300.3984 300.8076
0.3500 816.5411 28.2618 26.1351 -0.6720 5.1507 27.1757 0.0000 0.0000 0.0000 -1.5795 1.4939 -0.0773 299.4351 300.1071
0.4500 807.2126 27.9223 25.1746 -0.9236 5.1460 25.9199 0.0000 0.0000 0.0000 -2.0477 1.5016 -0.0753 298.4745 299.3982
0.5500 797.9531 27.5720 24.2166 -1.1451 5.1401 24.7188 0.0000 0.0000 0.0000 -2.3946 1.5093 -0.0737 297.5165 298.6617
0.6500 788.9279 27.2099 23.2603 -1.2711 5.1331 23.5637 0.0000 0.0000 0.0000 -2.6461 1.5173 -0.0736 296.5603 297.8314
0.7500 779.9026 26.8299 22.3064 -1.3947 5.1249 22.4610 0.0000 0.0000 0.0000 -2.8280 1.5257 -0.0746 295.6064 297.0010
0.8500 770.9789 26.4387 21.3537 -1.4460 5.1162 21.4038 0.0000 0.0000 0.0000 -2.8600 1.5344 -0.0750 294.6537 296.0996
0.9500 762.1760 26.0460 20.4007 -1.4130 5.1078 20.3881 0.0000 0.0000 0.0000 -2.8073 1.5432 -0.0742 293.7007 295.1137
1.0500 753.3733 25.6536 19.4477 -1.3802 5.0995 19.4159 0.0000 0.0000 0.0000 -2.7855 1.5522 -0.0729 292.7477 294.1278
1.1500 744.7640 25.2597 18.4946 -1.3795 5.0913 18.4807 0.0000 0.0000 0.0000 -2.8178 1.5613 -0.0713 291.7946 293.1740
1.2500 736.2750 24.8664 17.5415 -1.3988 5.0831 17.5832 0.0000 0.0000 0.0000 -2.8685 1.5703 -0.0690 290.8415 292.2403
1.3500 727.7861 24.4750 16.5886 -1.4179 5.0748 16.7251 0.0000 0.0000 0.0000 -2.9157 1.5794 -0.0666 289.8886 291.3065
1.4500 719.2972 24.0840 15.6359 -1.4368 5.0664 15.9051 0.0000 0.0000 0.0000 -2.9594 1.5886 -0.0645 288.9359 290.3727
1.5500 710.8082 23.6936 14.6835 -1.4554 5.0575 15.1215 0.0000 0.0000 0.0000 -2.9997 1.5978 -0.0627 287.9835 289.4389
1.6500 702.3193 23.3007 13.7315 -1.4736 5.0482 14.3730 0.0000 0.0000 0.0000 -3.1110 1.6072 -0.0610 287.0315 288.5051
1.7500 694.1482 22.8993 12.7804 -1.5493 5.0389 13.6523 0.0000 0.0000 0.0000 -3.3199 1.6167 -0.0594 286.0804 287.6297
1.8500 686.0967 22.4879 11.8306 -1.6457 5.0297 12.9629 0.0000 0.0000 0.0000 -3.5513 1.6263 -0.0577 285.1306 286.7762
1.9500 678.0451 22.0655 10.8824 -1.7404 5.0203 12.3060 0.0000 0.0000 0.0000 -3.7770 1.6361 -0.0562 284.1823 285.9228
2.0500 669.9935 21.6303 9.9358 -1.8335 5.0107 11.6803 0.0000 0.0000 0.0000 -3.9971 1.6461 -0.0550 283.2358 285.0693
2.1500 661.9421 21.1815 8.9910 -1.9249 5.0008 11.0845 0.0000 0.0000 0.0000 -4.2115 1.6563 -0.0539 282.2910 284.2159
2.2500 653.8905 20.7162 8.0482 -2.0141 4.9903 10.5174 0.0000 0.0000 0.0000 -4.4679 1.6670 -0.0530 281.3482 283.3624
2.3500 646.0790 20.2287 7.1079 -2.1422 4.9794 9.9742 0.0000 0.0000 0.0000 -4.8117 1.6778 -0.0517 280.4079 282.5500
2.4500 638.4917 19.7187 6.1700 -2.3062 4.9682 9.4544 0.0000 0.0000 0.0000 -5.1949 1.6888 -0.0498 279.4700 281.7761
2.5500 630.9044 19.1862 5.2348 -2.4674 4.9565 8.9606 0.0000 0.0000 0.0000 -5.5720 1.7000 -0.0477 278.5348 281.0022
2.6500 623.3172 18.6285 4.3027 -2.6256 4.9443 8.4917 0.0000 0.0000 0.0000 -5.9422 1.7115 -0.0458 277.6027 280.2283
2.7500 615.7299 18.0420 3.3741 -2.7804 4.9313 8.0467 0.0000 0.0000 0.0000 -6.3047 1.7233 -0.0441 276.6740 279.4544
2.8500 608.1426 17.4251 2.4492 -2.9314 4.9174 7.6246 0.0000 0.0000 0.0000 -6.6586 1.7356 -0.0425 275.7492 278.6805
2.9500 600.5554 16.7691 1.5289 -3.0777 4.9024 7.2248 0.0000 0.0000 0.0000 -7.0651 1.7486 -0.0410 274.8289 277.9066
3.0500 593.4083 16.0701 0.6116 -3.2793 4.8865 6.8401 0.0000 0.0000 0.0000 -7.5317 1.7615 -0.0384 273.9116 277.1908
3.1500 586.2959 15.3310 -0.3027 -3.4823 4.8695 6.4748 0.0000 0.0000 0.0000 -7.9989 1.7743 -0.0348 272.9973 276.4796
3.2500 579.1835 14.5448 -1.2137 -3.6820 4.8516 6.1284 0.0000 0.0000 0.0000 -8.4613 1.7872 -0.0313 272.0863 275.7683
3.3500 572.0711 13.7018 -2.1208 -3.8779 4.8326 5.8002 0.0000 0.0000 0.0000 -8.9175 1.8002 -0.0279 271.1792 275.0571
3.4500 564.9587 12.7895 -3.0235 -4.0694 4.8123 5.4896 0.0000 0.0000 0.0000 -9.3668 1.8134 -0.0247 270.2765 274.3459
3.5500 557.8464 11.7844 -3.9221 -4.2567 4.7912 5.1955 0.0000 0.0000 0.0000 -9.8343 1.8269 -0.0216 269.3779 273.6346
3.6500 550.7340 10.6658 -4.8377 -4.4612 4.7779 4.9091 0.0028 0.0000 0.0000 -10.1701 1.8411 -0.0185 268.4622 272.9234
3.7500 544.0609 9.4197 -5.5948 -4.5390 4.7000 4.6899 0.0385 0.0000 0.0000 -10.2099 1.8557 -0.0153 267.7052 272.2442
3.8500 537.4384 7.9427 -6.2012 -4.4699 4.5619 4.5315 0.1436 0.0000 0.0000 -10.0626 1.8717 -0.0118 267.0988 271.5687
3.9500 530.8159 5.9329 -6.7708 -4.3641 4.4144 4.3906 0.2372 0.0000 0.0000 -9.7920 1.8945 -0.0080 266.5291 270.8932
4.0500 524.1934 3.3074 -7.2999 -4.2176 4.2731 4.2673 0.2387 0.0000 0.0000 -8.9606 1.9460 -0.0039 266.0001 270.2177
4.1500 517.5709 0.8591 -7.4330 -3.6752 4.0251 4.2777 0.1675 0.0000 0.0000 -7.0442 2.0552 -0.0008 265.8670 269.5422
4.2500 510.9483 -0.4682 -7.0446 -2.6114 3.6233 4.4666 0.1047 0.0000 0.0000 -4.4558 2.2069 -0.0003 266.2554 268.8667
4.3500 504.3258 -0.6682 -6.5986 -1.4898 3.2157 4.6851 0.0538 0.0000 0.0000 -2.1905 2.3508 -0.0004 266.7014 268.1912
