height(km) press(hPa) W(M/S) T(C) T-TE(C) QV(g/kg) SAT(g/kg) QC(g/kg) QH(g/kg) QI(g/kg) "Buoy(1e-2 m/s2)" radius(m) dwdt_entr(unitless) plumeT(K) envT(K)
0.0000 794.9183 24.7654 28.2021 0.3820 3.6893 31.7254 0.0000 0.0000 0.0000 4.6905 0.7898 -0.0828 301.5021 301.1202
0.0500 790.6265 24.5784 27.3896 1.1359 3.6916 30.3594 0.0000 0.0000 0.0000 4.6905 0.7949 -0.0828 300.6895 299.5536
0.1500 782.0428 24.5315 26.3411 3.2205 3.6996 28.7926 0.0000 0.0000 0.0000 8.7461 0.8047 -0.1122 299.6411 296.4206
0.2500 773.4030 24.3006 25.2039 4.7944 3.7115 27.1517 0.0000 0.0000 0.0000 10.1560 0.8190 -0.1713 298.5038 293.7094
0.3500 764.5062 23.8757 24.0832 4.4567 3.7247 25.6312 0.0000 0.0000 0.0000 9.4273 0.8335 -0.1965 297.3832 292.9265
0.4500 755.6094 23.4401 22.9736 4.1299 3.7392 24.2046 0.0000 0.0000 0.0000 8.7392 0.8484 -0.1902 296.2736 292.1436
0.5500 746.8472 22.9943 21.8748 3.8211 3.7532 22.8614 0.0000 0.0000 0.0000 8.1189 0.8635 -0.1835 295.1747 291.3536
0.6500 738.3148 22.5520 20.7887 3.5371 3.7639 21.5961 0.0000 0.0000 0.0000 7.5490 0.8784 -0.1743 294.0887 290.5516
0.7500 729.7823 22.1255 19.7141 3.2645 3.7716 20.4091 0.0000 0.0000 0.0000 6.9999 0.8933 -0.1636 293.0140 289.7495
0.8500 721.2499 21.7123 18.6501 3.0026 3.7765 19.2941 0.0000 0.0000 0.0000 6.4699 0.9080 -0.1538 291.9501 288.9475
0.9500 712.7174 21.3106 17.5959 2.7505 3.7788 18.2456 0.0000 0.0000 0.0000 5.9574 0.9227 -0.1447 290.8959 288.1454
1.0500 704.1851 20.9171 16.5508 2.5074 3.7786 17.2587 0.0000 0.0000 0.0000 5.4438 0.9373 -0.1364 289.8508 287.3434
1.1500 695.8844 20.5303 15.5155 2.2524 3.7753 16.3247 0.0000 0.0000 0.0000 4.9111 0.9517 -0.1279 288.8155 286.5631
1.2500 687.8069 20.1545 14.4901 1.9863 3.7683 15.4412 0.0000 0.0000 0.0000 4.3761 0.9657 -0.1189 287.7901 285.8038
1.3500 679.7292 19.7913 13.4739 1.7294 3.7582 14.6095 0.0000 0.0000 0.0000 3.8549 0.9793 -0.1099 286.7739 285.0445
1.4500 671.6517 19.4382 12.4659 1.4807 3.7454 13.8256 0.0000 0.0000 0.0000 3.3457 0.9927 -0.1017 285.7659 284.2852
1.5500 663.5742 19.0924 11.4654 1.2394 3.7302 13.0860 0.0000 0.0000 0.0000 2.8475 1.0056 -0.0942 284.7654 283.5260
1.6500 655.4967 18.7519 10.4718 1.0051 3.7131 12.3878 0.0000 0.0000 0.0000 2.3606 1.0182 -0.0873 283.7718 282.7667
1.7500 647.5647 18.4144 9.4845 0.7780 3.6943 11.7254 0.0000 0.0000 0.0000 1.8860 1.0305 -0.0810 282.7845 282.0065
1.8500 639.9427 18.0776 8.5027 0.5584 3.6741 11.0933 0.0000 0.0000 0.0000 1.4212 1.0426 -0.0752 281.8026 281.2443
1.9500 632.3208 17.7389 7.5259 0.3438 3.6525 10.4956 0.0000 0.0000 0.0000 0.9633 1.0543 -0.0699 280.8259 280.4821
2.0500 624.6989 17.3966 6.5540 0.1341 3.6299 9.9299 0.0000 0.0000 0.0000 0.5114 1.0658 -0.0649 279.8540 279.7199
